particle_size,12_500_1_00,12_500_1_01,12_500_1_02,12_500_2_00,12_500_2_01,12_500_2_02,30_600_2_00,30_600_2_01,30_600_2_02,30_600_1_00,30_600_1_01,30_600_1_02,12_500_12_00,12_500_12_01,12_500_12_02,3_250_2_00,3_250_2_01,3_250_2_02,3_250_1_00,3_250_1_01,3_250_1_02,14_500_2_00,14_500_2_01,14_500_2_02,14_500_1_00,14_500_1_01,14_500_1_02,23_800_2_00,23_800_2_01,23_800_2_02,23_800_1_00,23_800_1_01,23_800_1_02,32_500_2_00,32_500_2_01,32_500_2_02,32_500_1_00,32_500_1_01,32_500_1_02,5_500_1_00,5_500_1_01,5_500_1_02,5_500_2_00,5_500_2_01,5_500_2_02,10_500_1_00,10_500_1_01,10_500_1_02,10_500_2_00,10_500_2_01,10_500_2_02,15_500_1_00,15_500_1_01,15_500_1_02,15_500_2_00,15_500_2_01,15_500_2_02,24_800_1_00,24_800_1_01,24_800_1_02,24_800_2_00,24_800_2_01,24_800_2_02,29_500_1_00,29_500_1_01,29_500_1_02,29_500_2_00,29_500_2_01,29_500_2_02,31_500_1_00,31_500_1_01,31_500_1_02,31_500_2_00,31_500_2_01,31_500_2_02,6_500_1_00,6_500_1_01,6_500_1_02,6_500_2_00,6_500_2_01,6_500_2_02,17_500_1_00,17_500_1_01,17_500_1_02,17_500_2_00,17_500_2_01,17_500_2_02,19_500_1_00,19_500_1_01,19_500_1_02,19_500_2_00,19_500_2_01,19_500_2_02,28_500_1_00,28_500_1_01,28_500_1_02,28_500_2_00,28_500_2_01,28_500_2_02,34_500_1_00,34_500_1_01,34_500_1_02,34_500_2_00,34_500_2_01,34_500_2_02
347.5,764,37486,1434,88,6150,0,0,59378,3347,0,0,8939,0,0,44708,275,398573,0,0,17156,0,103,14025,0,41032,63607,195236,0,14472,414,0,0,0,0,8446,59737,361,2,21577,245436,4204,173344,5,149084,35937,61830,176,1677,0,45099,481,18641,599,2082,1039,70172,22594,36159,13103,1,110733,22121,68278,0,79012,78352,3490,48894,19152,836,7088,6597,171351,508,32526,24855,775,0,0,47409,0,0,5851,8019,760,66,11096,395850,38042,38,80550,59277,0,41853,4,6,2,0,0,9335,7763,34590,16,4102,215
348.5,805,37868,1668,50,5753,0,0,55303,3825,0,0,9935,0,0,45710,169,424123,0,0,21539,0,195,13920,0,40321,74812,200056,0,13443,281,0,0,0,0,9059,59945,307,1,21939,233092,2910,185441,3,158023,34477,56860,172,1232,0,45523,506,18973,601,2058,1148,68685,19230,36701,13624,1,107208,21190,67183,0,77819,74836,3250,55470,19233,696,6306,5724,165836,768,31084,25276,824,0,0,47074,0,0,5488,7572,690,66,9880,383870,36811,28,79288,58768,0,46751,3,6,3,0,0,10649,9138,35359,10,3015,199
349.5,851,38263,1950,28,5421,0,0,51499,4369,0,0,11086,0,0,46778,103,445671,0,0,26798,0,358,13842,0,39699,86999,204866,0,12498,189,0,0,0,0,9697,60142,263,0,22286,220727,1999,198135,2,166811,33182,52001,170,894,0,45932,536,19328,608,2047,1271,67235,16325,37271,14219,1,103474,20236,66114,0,76822,71455,3041,63029,19342,577,5594,4940,158558,1148,29778,25671,882,0,0,46687,0,0,5138,7150,623,66,8698,366738,35689,20,78020,58194,0,52020,2,7,3,0,0,12122,10730,36137,6,2194,184
350.5,902,38661,2290,15,5148,0,0,47953,4988,0,0,12419,0,0,47910,61,462294,0,0,33029,0,641,13791,0,39159,99954,209642,0,11634,126,0,0,0,0,10357,60329,226,0,22615,208411,1363,211385,1,175340,32044,47295,167,640,0,46319,572,19705,620,2048,1409,65823,13830,37870,14894,1,99553,19261,65074,0,76017,68202,2859,71699,19481,476,4947,4240,149843,1696,28599,26039,947,0,0,46249,0,0,4802,6750,559,66,7570,345058,34669,14,76753,57555,0,57636,2,7,3,0,0,13768,12561,36919,4,1582,170
351.5,959,39053,2700,8,4928,0,0,44651,5689,0,0,13963,0,0,49104,36,473221,0,0,40315,0,1117,13766,0,38694,113369,214356,0,10845,84,0,0,0,0,11036,60505,195,0,22923,196211,924,225135,0,183497,31053,42778,166,453,1,46675,614,20102,637,2060,1563,64453,11697,38498,15653,0,95470,18267,64067,0,75397,65068,2701,81616,19650,391,4361,3621,140043,2475,27539,26378,1021,0,0,45761,0,0,4480,6371,498,66,6514,319630,33744,10,75493,56852,0,63563,1,7,4,0,0,15598,14652,37697,2,1130,158
352.5,1022,39430,3195,5,4755,0,0,41579,6481,0,0,15754,0,0,50357,21,477888,0,0,48716,0,1895,13764,0,38296,126852,218984,0,10126,55,0,0,0,0,11733,60670,170,0,23208,184189,622,239312,0,191168,30201,38480,165,317,1,46993,665,20515,660,2084,1735,63128,9881,39156,16502,0,91253,17257,63095,0,74959,62047,2564,92926,19853,319,3833,3075,129513,3564,26588,26687,1106,0,0,45225,0,0,4172,6013,441,66,5541,291397,32907,7,74245,56088,0,69750,1,7,4,0,0,17622,17021,38465,1,799,146
353.5,1093,39780,3791,2,4627,0,0,38723,7373,0,0,17832,0,0,51669,12,475988,0,0,58261,0,3128,13786,0,37958,139936,223496,0,9474,36,0,0,0,0,12442,60821,148,0,23466,172404,417,253827,0,198241,29480,34425,164,218,2,47266,724,20944,688,2120,1927,61847,8341,39843,17447,0,86930,16235,62162,0,74698,59133,2446,105773,20092,260,3358,2599,118593,5063,25739,26965,1202,0,0,44643,0,0,3880,5672,388,66,4660,261385,32154,5,73015,55264,0,76130,0,8,5,0,0,19848,19684,39214,0,560,136
354.5,1171,40093,4508,1,4542,0,0,36070,8373,0,0,20243,0,0,53038,7,467499,0,0,68942,0,5029,13830,0,37674,152098,227865,0,8882,23,0,0,0,0,13161,60958,131,0,23693,160908,278,268570,0,204605,28885,30630,164,149,2,47485,794,21384,724,2168,2140,60615,7038,40560,18493,0,82528,15207,61269,0,74610,56320,2345,120302,20368,210,2933,2185,107591,7093,24986,27211,1311,0,0,44015,0,0,3603,5349,339,66,3874,230627,31479,4,71805,54385,0,82623,0,8,6,0,0,22282,22649,39936,0,389,126
355.5,1257,40360,5369,0,4496,0,0,33605,9491,0,0,23037,0,0,54461,4,452696,0,0,80702,0,7872,13896,0,37435,162795,232063,0,8348,15,0,0,0,0,13884,61080,116,0,23888,149751,184,283413,0,210158,28411,27107,164,100,2,47645,876,21835,766,2229,2376,59431,5940,41308,19647,0,78078,14178,60420,0,74691,53601,2260,136651,20684,170,2552,1828,96772,9793,24322,27424,1433,0,0,43345,0,0,3341,5043,294,67,3184,200110,30878,2,70621,53453,0,89132,0,9,8,0,0,24928,25918,40621,0,268,118
356.5,1353,40568,6403,0,4491,0,0,31316,10734,0,0,26273,0,0,55937,2,432129,0,0,93430,0,12001,13982,0,37235,171500,236062,0,7866,10,0,0,0,0,14607,61186,103,0,24048,138972,122,298211,0,214808,28054,23863,165,67,3,47738,973,22292,817,2304,2638,58297,5015,42087,20915,0,73608,13153,59616,0,74939,50974,2189,154938,21043,136,2213,1522,86354,13324,23741,27605,1571,0,0,42634,0,0,3095,4752,253,67,2587,170707,30346,2,69466,52473,0,95547,0,10,10,0,0,27787,29484,41258,0,183,110
357.5,1459,40709,7639,0,4525,0,0,29192,12112,0,0,30013,0,0,57464,1,406591,0,0,106958,0,17823,14088,0,37066,177746,239834,0,7433,6,0,0,0,0,15324,61272,93,0,24171,128608,81,312798,0,218474,27809,20897,166,44,4,47758,1086,22755,876,2394,2928,57213,4239,42896,22305,0,69147,12140,58858,0,75351,48432,2131,175258,21447,108,1913,1261,76502,17857,23239,27752,1726,0,0,41885,0,0,2863,4476,216,67,2078,143141,29879,1,68343,51451,0,101744,0,11,12,0,1,30854,33329,41837,0,124,102
358.5,1577,40772,9112,0,4600,0,0,27219,13631,0,0,34326,0,0,59042,0,377065,0,0,121058,0,25793,14213,0,36921,181164,243352,0,7046,4,0,0,0,0,16031,61338,84,0,24254,118689,53,326992,0,221090,27675,18206,168,28,5,47699,1219,23219,946,2499,3246,56181,3587,43736,23822,0,64723,11145,58149,0,75922,45972,2085,197665,21900,86,1647,1040,67335,23572,22811,27865,1899,0,0,41100,0,0,2645,4213,184,67,1650,117956,29473,0,67253,50390,0,107594,0,12,16,0,1,34122,37423,42348,0,83,96
359.5,1708,40748,10862,0,4717,0,0,25387,15298,0,0,39284,0,0,60669,0,344648,0,0,135445,0,36384,14356,0,36791,181523,246591,0,6701,3,0,0,0,0,16721,61381,77,0,24295,109236,35,340595,0,222608,27649,15781,170,18,7,47555,1375,23682,1028,2621,3596,55200,3041,44607,25474,0,60361,10173,57490,0,76650,43591,2051,222163,22406,68,1414,854,58924,30642,22452,27946,2093,0,0,40281,0,0,2442,3963,155,66,1296,95509,29126,0,66201,49298,0,112961,0,13,21,0,2,37577,41721,42777,0,55,90
360.5,1853,40629,12930,0,4880,0,0,23686,17117,0,0,44960,0,0,62343,0,310489,0,0,149784,0,50047,14517,0,36669,178755,249526,0,6394,2,0,0,0,0,17388,61398,71,0,24294,100268,23,353400,0,222996,27732,13612,172,11,9,47322,1558,24142,1123,2762,3980,54270,2583,45508,27265,0,56087,9232,56882,0,77532,41286,2027,248689,22967,53,1208,698,51304,39219,22159,27993,2309,0,0,39432,0,0,2252,3725,129,66,1006,75975,28833,0,65186,48180,0,117708,0,15,28,0,2,41202,46167,43115,0,36,84
361.5,2014,40406,15364,0,5093,0,0,22106,19093,0,0,51427,0,0,64065,0,275707,0,0,163702,0,67157,14695,0,36547,172961,252135,0,6124,0,0,0,0,0,18027,61388,65,0,24249,91795,15,365189,0,222242,27923,11684,174,7,12,46997,1773,24596,1233,2922,4399,53391,2200,46441,29202,0,51922,8327,56326,0,78565,39054,2014,277097,23587,42,1029,568,44478,49426,21929,28008,2549,0,0,38554,0,0,2075,3499,107,65,772,59365,28593,0,64211,47041,0,121706,0,17,37,0,3,44974,50688,43349,0,24,79
362.5,2192,40073,18209,0,5359,0,0,20638,21225,0,0,58752,0,0,65834,0,241335,0,0,176805,0,87952,14888,0,36416,164409,254397,0,5888,0,0,0,0,0,18630,61348,61,0,24160,83822,10,375740,0,220356,28224,9982,177,4,16,46577,2025,25041,1361,3106,4854,52563,1879,47404,31289,0,47887,7463,55822,0,79744,36893,2011,307147,24271,32,873,461,38423,61329,21759,27991,2816,0,0,37650,0,0,1911,3284,88,64,586,45559,28403,0,63277,45888,0,124833,0,20,50,0,4,48864,55201,43469,0,15,74
363.5,2389,39626,21514,0,5687,0,0,19273,23513,0,0,66992,0,0,67648,0,208266,0,0,188691,0,112475,15098,0,36269,153511,256294,0,5683,0,0,0,0,0,19193,61275,57,0,24027,76351,7,384836,0,217363,28635,8490,180,3,21,46059,2321,25476,1509,3313,5349,51785,1610,48398,33530,0,43999,6646,55371,0,81066,34801,2017,338491,25023,25,738,372,33099,74932,21647,27943,3111,0,0,36724,0,0,1759,3079,72,62,439,34336,28259,0,62384,44727,0,126986,0,23,67,0,5,52838,59609,43463,0,10,70
364.5,2607,39059,25325,0,6084,0,0,18004,25954,0,0,76188,0,0,69508,0,177220,0,0,198975,0,140523,15321,0,36098,140788,257811,0,5508,0,0,0,0,0,19710,61167,54,0,23849,69377,4,392265,0,213310,29159,7189,183,2,29,45443,2669,25898,1680,3548,5883,51056,1384,49421,35928,0,40275,5879,54974,0,82526,32778,2034,370662,25847,19,621,300,28454,90156,21590,27865,3437,0,0,35778,0,0,1618,2884,58,61,326,25411,28160,0,61533,43562,0,128082,0,27,92,0,6,56856,63810,43323,0,6,66
365.5,2848,38373,29684,0,6559,0,0,16824,28539,0,0,86352,0,0,71414,0,148726,0,0,207308,0,171613,15559,0,35894,126823,258933,0,5361,0,0,0,0,0,20175,61019,52,0,23627,62892,3,397830,0,208260,29800,6062,186,0,39,44730,3078,26305,1877,3813,6457,50375,1195,50473,38482,0,36725,5164,54630,0,84118,30822,2061,403073,26749,15,521,240,24429,106834,21586,27758,3795,0,0,34814,0,0,1487,2699,47,59,239,18465,28104,0,60723,42400,0,128065,0,32,126,0,8,60875,67694,43041,0,4,63
366.5,3115,37565,34625,0,7124,0,1,15725,31259,0,0,97466,0,0,73365,0,123124,0,0,213400,0,204985,15809,0,35652,112218,259651,0,5241,0,0,0,0,0,20582,60831,50,0,23362,56882,2,401354,0,202292,30560,5091,190,0,53,43920,3558,26696,2104,4111,7073,49741,1035,51554,41193,0,33360,4504,54339,0,85835,28932,2098,435019,27733,11,435,192,20961,124708,21634,27623,4188,0,0,33836,0,0,1367,2522,38,56,173,13174,28089,0,59955,41247,0,126909,0,38,173,0,10,64847,71152,42608,0,3,60
367.5,3410,36638,40171,0,7793,0,2,14701,34100,0,0,109465,0,0,75361,0,100576,0,0,217032,0,239616,16072,0,35362,97545,259958,0,5146,0,0,0,0,0,20928,60599,48,0,23055,51335,1,402691,0,195497,31446,4259,194,0,72,43016,4120,27068,2364,4445,7731,49151,901,52662,44057,1,30188,3900,54103,0,87671,27108,2145,465690,28805,8,361,153,17987,143433,21733,27462,4617,0,0,32846,0,0,1256,2355,30,54,124,9228,28111,0,59229,40106,0,124619,0,44,239,0,13,68721,74081,42021,0,2,57
368.5,3735,35595,46328,0,8583,0,2,13747,37046,0,0,122230,0,0,77403,0,81091,0,0,218072,0,274285,16346,0,35019,83311,259850,0,5076,0,0,0,0,0,21208,60319,47,0,22709,46230,0,401726,0,187977,32461,3549,197,0,98,42021,4780,27421,2662,4821,8430,48605,788,53797,47069,1,27212,3353,53919,0,89615,25351,2203,494194,29972,6,299,122,15448,162587,21880,27276,5084,0,0,31847,0,0,1154,2195,23,51,88,6346,28171,0,58543,38983,0,121233,0,53,330,0,17,72443,76384,41277,0,0,54
369.5,4095,34442,53083,0,9512,0,3,12858,40076,0,0,135579,1,0,79491,0,64554,0,0,216485,0,307647,16631,0,34617,69927,259325,0,5030,0,0,0,0,0,21419,59990,47,0,22324,41550,0,398386,0,179842,33612,2948,201,0,133,40941,5551,27753,3004,5242,9170,48100,692,54958,50220,1,24435,2860,53788,0,91659,23659,2273,519584,31238,5,247,96,13287,181694,22076,27066,5591,0,0,30842,0,0,1061,2044,18,48,62,4285,28265,0,57897,37882,0,116822,0,63,456,0,22,75959,77982,40375,0,0,52
370.5,4490,33185,60397,0,10604,0,5,12029,43166,0,0,149260,2,0,81623,0,50758,0,0,212330,0,338337,16926,0,34151,57698,258386,0,5008,0,0,0,0,0,21558,59609,46,0,21904,37271,0,392640,0,171206,34904,2441,206,0,181,39780,6452,28064,3393,5712,9948,47634,611,56142,53501,2,21856,2421,53709,0,93790,22033,2355,540909,32609,4,202,76,11454,200243,22320,26835,6138,0,0,29833,0,0,975,1900,14,44,43,2840,28392,0,57291,36807,0,111485,0,75,628,0,29,79215,78814,39318,0,0,50
371.5,4926,31835,68202,0,11886,0,7,11255,46290,0,0,162949,3,0,83799,0,39435,0,0,205760,0,365072,17229,0,33616,46817,257037,0,5009,0,0,0,0,0,21623,59172,46,0,21450,33373,0,384510,0,162185,36346,2015,210,0,247,38545,7503,28353,3835,6239,10763,47206,542,57348,56896,2,19475,2033,53681,0,95994,20473,2449,557256,34093,3,165,60,9902,217721,22610,26583,6726,0,0,28822,0,0,896,1764,11,41,29,1848,28549,0,56722,35761,0,105349,0,90,864,0,38,82158,78841,38109,0,0,48
372.5,5405,30401,76399,0,13387,0,9,10533,49419,0,0,176249,5,0,86018,0,30286,0,0,197014,0,386748,17540,0,33010,37370,255288,0,5033,0,0,0,0,0,21613,58679,47,0,20965,29831,0,374064,0,152897,37942,1659,214,0,336,37242,8726,28620,4336,6826,11613,46812,484,58574,60388,2,17286,1694,53703,0,98257,18980,2558,567812,35695,2,135,47,8589,233636,22946,26313,7355,0,0,27813,0,0,823,1635,8,38,20,1181,28736,0,56190,34747,0,98559,0,108,1183,0,49,84740,78051,36756,0,0,46
373.5,5931,28896,84854,0,15143,0,14,9858,52521,0,0,188705,8,0,88278,0,23004,0,0,186394,0,402525,17858,0,32331,29359,253148,0,5082,0,0,0,0,0,21529,58127,47,0,20454,26623,0,361422,0,143452,39702,1362,218,0,457,35881,10145,28865,4902,7480,12493,46450,434,59818,63958,3,15283,1400,53775,0,100562,17553,2681,571917,37421,1,109,37,7481,247550,23327,26026,8024,0,0,26808,0,0,757,1513,6,34,13,741,28949,0,55693,33768,0,91274,0,130,1613,0,65,86917,76457,35270,0,0,45
374.5,6509,27332,93399,0,17195,0,20,9228,55564,0,0,199815,14,0,90577,0,17288,0,0,174259,0,411874,18182,0,31579,22712,250632,0,5154,0,0,0,0,0,21369,57514,48,0,19917,23724,0,346754,0,133958,41632,1116,223,0,619,34469,11788,29089,5536,8209,13400,46117,391,61078,67580,3,13461,1148,53893,0,102888,16193,2820,569121,39278,1,88,29,6546,259100,23754,25723,8734,0,0,25808,0,0,696,1398,5,31,9,456,29187,0,55230,32827,0,83662,0,157,2185,0,84,88648,74100,33663,0,0,44
375.5,7141,25724,101835,0,19587,0,29,8639,58512,0,0,209057,22,0,92911,0,12862,0,0,160993,0,414607,18511,0,30753,17311,247754,0,5253,0,0,0,0,0,21136,56838,49,0,19359,21113,0,330273,0,124515,43740,913,227,0,837,33015,13682,29292,6245,9018,14328,45811,355,62351,71229,4,11810,933,54058,0,105216,14899,2977,559228,41272,0,70,23,5758,268016,24225,25408,9481,0,0,24817,0,0,640,1289,3,27,6,276,29448,0,54800,31924,0,75890,0,188,2939,0,110,89902,71046,31951,0,0,43
376.5,7832,24087,109938,0,22369,0,43,8089,61334,0,0,215923,36,0,95275,0,9478,0,0,146995,0,410870,18845,0,29857,13008,244534,0,5377,0,0,0,0,0,20832,56099,51,0,18783,18765,0,312234,0,115212,46032,746,231,0,1126,31529,15861,29475,7032,9916,15273,45528,324,63634,74873,5,10322,752,54266,0,107522,13672,3152,542324,43408,0,56,18,5093,274131,24740,25080,10265,0,0,23835,0,0,590,1186,3,24,4,164,29729,0,54401,31062,0,68116,1,227,3922,0,143,90656,67381,30150,0,0,42
377.5,8586,22435,117464,0,25597,0,63,7574,63994,0,0,219957,59,0,97664,0,6922,0,0,132652,0,401105,19181,0,28894,9643,240989,0,5529,0,0,0,0,0,20460,55295,53,0,18192,16659,0,292922,0,106130,48516,608,236,0,1509,30019,18355,29639,7900,10910,16226,45265,297,64924,78479,6,8987,601,54516,0,109782,12512,3348,518793,45690,0,45,14,4533,277387,25299,24742,11080,0,0,22866,0,0,543,1090,2,21,2,96,30028,0,54031,30242,0,60491,1,273,5184,0,186,90893,63208,28280,0,0,41
378.5,9408,20784,124162,0,29330,0,94,7092,66460,0,0,220797,95,0,100068,0,5013,0,0,118324,0,385998,19520,0,27868,7057,237143,0,5711,0,0,0,0,0,20024,54427,56,0,17590,14775,0,272648,0,97338,51197,495,240,0,2012,28496,21199,29786,8851,12009,17182,45018,274,66217,82012,8,7795,476,54806,0,111969,11417,3566,489305,48123,0,35,11,4061,277825,25901,24396,11924,0,0,21911,0,0,501,999,1,18,2,55,30343,0,53688,29464,0,53143,2,328,6783,0,240,90609,58644,26361,0,0,41
379.5,10301,19147,129785,0,33630,0,139,6642,68704,0,0,218209,151,0,102480,0,3602,0,0,104334,0,366411,19860,0,26786,5102,233018,0,5924,0,0,0,0,0,19527,53494,59,0,16979,13093,0,251735,0,88895,54079,403,244,0,2667,26968,24427,29916,9885,13221,18133,44784,255,67510,85434,10,6735,374,55131,0,114055,10387,3808,454785,50711,0,28,9,3664,275584,26545,24042,12791,0,0,20971,0,0,462,914,0,15,0,31,30670,0,53370,28729,0,46183,2,394,8777,0,310,89805,53810,24414,0,0,40
380.5,11271,17539,134104,0,38561,0,206,6221,70697,0,0,212125,239,0,104886,0,2570,0,0,90952,0,343312,20200,0,25655,3647,228636,0,6170,0,1,0,0,0,18976,52497,62,0,16363,11594,0,230510,0,80847,57166,328,249,0,3515,25444,28073,30032,10998,14554,19071,44560,238,68798,88706,12,5798,292,55491,0,116011,9422,4076,416361,53454,0,22,7,3330,270877,27231,23684,13676,0,0,20048,0,0,426,835,0,13,0,17,31006,0,53077,28038,0,39697,3,472,11221,0,398,88497,48829,22461,0,0,40
381.5,12320,15973,136926,0,44186,0,304,5828,72417,0,0,202662,375,0,107273,0,1822,0,0,78393,0,317701,20540,0,24483,2581,224023,0,6453,0,1,0,0,0,18375,51436,66,0,15745,10260,0,209295,0,73231,60458,267,253,0,4602,23934,32169,30136,12186,16017,19988,44341,224,70076,91789,15,4972,225,55880,0,117806,8521,4373,375298,56353,0,17,5,3050,263982,27959,23321,14573,0,0,19144,0,0,394,761,0,11,0,9,31349,0,52805,27390,0,33747,3,566,14162,0,509,86704,43818,20523,0,0,40
382.5,13454,14461,138101,0,50564,0,448,5459,73844,0,0,190125,583,0,109624,0,1284,0,0,66815,1,290549,20879,0,23277,1808,219204,0,6775,0,2,0,0,0,17730,50314,71,0,15127,9076,0,188394,0,66071,63956,218,257,0,5981,22444,36745,30228,13439,17618,20874,44124,211,71341,94642,20,4248,172,56296,0,119410,7681,4701,332915,59407,0,13,4,2816,255214,28726,22956,15473,0,0,18260,0,0,364,692,0,9,0,5,31695,0,52553,26785,0,28371,4,676,17630,0,648,84458,38885,18620,0,0,40
383.5,14676,13012,137540,0,57747,0,657,5115,74964,0,0,174994,897,0,111919,0,900,0,0,56319,1,262755,21215,0,22049,1257,214203,0,7140,0,3,0,0,0,17047,49132,76,0,14512,8025,0,168088,0,59384,67655,177,261,0,7713,20983,41825,30312,14745,19366,21721,43904,201,72587,97226,25,3616,131,56734,0,120793,6902,5062,290510,62612,0,10,3,2621,244915,29533,22590,16369,0,0,17396,0,0,337,628,0,7,0,3,32041,0,52320,26223,0,23585,5,805,21631,0,821,81796,34124,16771,0,0,40
384.5,15989,11636,135221,0,65773,0,959,4794,75766,0,0,157893,1364,0,114136,0,628,0,0,46953,2,235104,21549,0,20807,866,209045,0,7551,0,4,0,0,0,16333,47893,82,0,13902,7095,0,148624,0,53177,71548,145,265,0,9866,19558,47430,30388,16090,21267,22520,43678,192,73809,99504,32,3066,98,57189,0,121923,6181,5459,249278,65961,0,8,3,2460,233427,30378,22224,17253,0,0,16555,0,0,312,568,0,6,0,1,32383,0,52103,25703,0,19387,7,957,26138,0,1035,78762,29614,14993,0,0,41
385.5,17397,10340,131191,0,74662,0,1393,4493,76246,0,0,139543,2049,0,116249,0,437,0,0,38724,2,208249,21879,0,19561,594,203755,0,8012,0,6,0,0,0,15594,46599,90,0,13301,6273,0,130211,0,47449,75625,118,269,0,12510,18174,53572,30460,17452,23328,23262,43440,184,75001,101441,42,2591,73,57657,0,122773,5517,5895,210249,69446,0,6,2,2330,221088,31260,21859,18115,0,0,15737,0,0,290,513,0,5,0,0,32717,0,51900,25225,0,15757,8,1134,31084,0,1297,75406,25415,13302,0,0,41
386.5,18901,9129,125569,0,84409,0,2008,4212,76405,0,2,120700,3040,0,118229,0,303,0,0,31597,3,182703,22206,0,18320,404,198356,0,8529,0,9,0,0,0,14837,45254,98,0,12710,5546,0,113015,0,42192,79872,97,273,0,15718,16838,60252,30529,18808,25555,23940,43188,178,76157,103005,54,2182,54,58133,0,123314,4908,6373,174242,73054,0,5,2,2225,208210,32177,21498,18947,0,0,14942,0,2,269,462,0,4,0,0,33038,0,51709,24787,0,12661,11,1340,36357,0,1616,71779,21571,11709,0,0,42
387.5,20505,8007,118539,0,94980,0,2874,3950,76247,0,4,102101,4451,0,120044,0,210,0,0,25512,4,158841,22527,0,17094,274,192873,0,9105,0,12,0,0,0,14067,43863,107,0,12130,4905,0,97159,0,37393,84268,79,277,0,19559,15553,67463,30598,20133,27951,24545,42916,172,77272,104170,70,1830,40,58609,0,123522,4351,6895,141835,76771,0,3,1,2144,195077,33127,21139,19738,0,0,14171,0,3,250,415,0,3,0,0,33343,0,51530,24389,0,10057,14,1578,41796,0,2001,67937,18106,10225,0,0,43
388.5,22209,6976,110336,0,106298,0,4077,3705,75782,0,8,84401,6425,0,121659,0,145,0,0,20386,5,136911,22844,0,15890,185,187326,0,9747,0,17,0,0,0,13291,42428,117,0,11564,4339,0,82721,0,33034,88791,65,280,0,24094,14324,75182,30667,21397,30520,25070,42621,168,78339,104911,91,1530,29,59082,0,123374,3844,7465,113367,80575,0,3,0,2085,181936,34108,20786,20479,0,0,13425,0,4,232,373,0,2,0,0,33628,0,51359,24030,0,7898,18,1852,47199,0,2463,63936,15032,8856,0,0,44
389.5,24015,6037,101239,0,118247,0,5732,3477,75026,0,18,68130,9139,0,123037,0,100,0,0,16124,6,117046,23155,0,14718,125,181738,0,10461,0,23,0,0,0,12514,40956,129,0,11013,3841,0,69738,0,29095,93411,54,284,0,29370,13153,83374,30740,22568,33263,25509,42299,165,79352,105213,118,1274,21,59543,0,122852,3384,8085,88946,84445,0,2,0,2045,168996,35119,20438,21161,0,0,12705,0,7,216,333,0,2,0,0,33886,0,51195,23709,0,6131,24,2165,52326,0,3011,59831,12343,7606,0,0,46
390.5,25921,5188,91547,0,130658,0,7977,3264,73994,0,38,53666,12800,0,124137,0,69,0,0,12626,8,99288,23461,0,13583,84,176127,0,11252,0,31,0,0,0,11742,39451,143,0,10478,3402,0,58207,0,25552,98094,45,288,0,35412,12043,91987,30819,23614,36176,25856,41946,162,80304,105064,154,1058,15,59985,0,121941,2968,8758,68481,88352,0,1,0,2024,156426,36155,20096,21776,0,0,12010,0,11,202,297,0,1,0,0,34115,0,51036,23423,0,4705,31,2521,56922,0,3656,55675,10026,6477,0,0,47
391.5,27927,4427,81567,0,143315,0,10982,3066,72710,0,77,41223,17640,0,124918,0,48,0,0,9790,11,83602,23760,0,12492,57,170514,0,12127,0,42,0,0,0,10981,37918,159,0,9960,3015,0,48091,0,22378,102799,37,292,0,42216,10995,100953,30904,24504,39257,26106,41558,161,81189,104460,200,875,10,60403,0,120633,2594,9487,51726,92266,0,1,0,2021,144359,37215,19762,22314,0,0,11340,0,17,188,265,0,0,0,0,34309,0,50882,23173,0,3568,40,2925,60728,0,4410,51520,8056,5468,0,0,49
392.5,30031,3751,71593,0,155948,0,14945,2881,71196,0,154,30857,23907,0,125338,0,33,0,0,7518,15,69897,24054,0,11450,38,164916,0,13093,0,56,0,0,0,10234,36364,177,0,9460,2675,0,39326,0,19547,107481,31,296,0,49741,10011,110188,30999,25209,42498,26257,41132,160,82000,103403,261,722,7,60787,0,118922,2258,10274,38319,96150,0,0,0,2035,132891,38295,19436,22768,0,0,10696,0,26,176,235,0,0,0,0,34463,0,50729,22957,0,2675,52,3379,63511,0,5281,47411,6404,4576,0,0,52
393.5,32228,3155,61890,0,168241,0,20094,2709,69479,0,299,22495,31843,0,125355,0,23,0,0,5719,20,58045,24342,0,10461,26,159348,0,14158,0,75,0,0,0,9506,34794,197,0,8978,2376,0,31824,0,17032,112090,26,300,0,57905,9089,119589,31104,25701,45889,26305,40664,159,82730,101900,339,593,5,61130,0,116809,1959,11121,27836,99965,0,0,0,2067,122089,39392,19119,23131,0,0,10078,0,41,164,208,0,0,0,0,34573,0,50577,22773,0,1982,67,3887,65084,0,6278,43392,5037,3795,0,0,54
394.5,34516,2634,52685,0,179841,0,26672,2549,67585,0,560,15961,41655,0,124929,0,16,0,0,4310,26,47889,24623,0,9528,18,153825,0,15328,0,98,0,0,0,8800,33214,220,0,8515,2113,0,25483,0,14806,116570,22,304,0,66575,8230,129041,31221,25959,49417,26251,40153,159,83373,99969,439,486,3,61425,0,114302,1693,12030,19823,103669,0,0,0,2118,111992,40503,18811,23399,0,0,9485,0,62,154,184,0,0,0,0,34634,0,50424,22619,0,1452,88,4453,65325,0,7410,39497,3920,3118,0,0,57
