particle_size,12_500_1_00,12_500_1_01,12_500_1_02,12_500_2_00,12_500_2_01,12_500_2_02,30_600_2_00,30_600_2_01,30_600_2_02,30_600_1_00,30_600_1_01,30_600_1_02,12_500_12_00,12_500_12_01,12_500_12_02,3_250_2_00,3_250_2_01,3_250_2_02,3_250_1_00,3_250_1_01,3_250_1_02,14_500_2_00,14_500_2_01,14_500_2_02,14_500_1_00,14_500_1_01,14_500_1_02,23_800_2_00,23_800_2_01,23_800_2_02,23_800_1_00,23_800_1_01,23_800_1_02,32_500_2_00,32_500_2_01,32_500_2_02,32_500_1_00,32_500_1_01,32_500_1_02,5_500_1_00,5_500_1_01,5_500_1_02,5_500_2_00,5_500_2_01,5_500_2_02,10_500_1_00,10_500_1_01,10_500_1_02,10_500_2_00,10_500_2_01,10_500_2_02,15_500_1_00,15_500_1_01,15_500_1_02,15_500_2_00,15_500_2_01,15_500_2_02,24_800_1_00,24_800_1_01,24_800_1_02,24_800_2_00,24_800_2_01,24_800_2_02,29_500_1_00,29_500_1_01,29_500_1_02,29_500_2_00,29_500_2_01,29_500_2_02,31_500_1_00,31_500_1_01,31_500_1_02,31_500_2_00,31_500_2_01,31_500_2_02,6_500_1_00,6_500_1_01,6_500_1_02,6_500_2_00,6_500_2_01,6_500_2_02,17_500_1_00,17_500_1_01,17_500_1_02,17_500_2_00,17_500_2_01,17_500_2_02,19_500_1_00,19_500_1_01,19_500_1_02,19_500_2_00,19_500_2_01,19_500_2_02,28_500_1_00,28_500_1_01,28_500_1_02,28_500_2_00,28_500_2_01,28_500_2_02,34_500_1_00,34_500_1_01,34_500_1_02,34_500_2_00,34_500_2_01,34_500_2_02
105.5,5728798,7404869,4769587,7743561,7474529,9836259,13376687,10863048,13057409,8118718,11843269,13540714,8384154,6935570,4281923,15751697,9144577,10665746,9929992,15366622,10739854,11323790,6975745,11176581,7840819,10394692,8145859,8834512,9133503,12212035,8665019,6443820,6315170,3508863,1943149,2348911,2857677,4140205,3195514,4497407,3162597,4215003,6083635,3984512,2077825,7183996,9603194,6501109,8548486,4660251,5909570,6987494,8069197,4785527,6071221,6270526,5934270,2073336,2574423,3258057,2072276,3122147,1683273,7814665,8244501,7378483,8181520,10212973,5738275,6596967,6878834,6063425,8776304,8943726,5643381,957467,1089625,1561359,2207752,1943478,532155,1258880,1178307,960858,1077089,374698,1024148,1967970,2067631,1823652,1830099,2605781,2235624,1876262,2286473,2009447,1559882,1959925,2630051,1898629,2459428,2675485,4389734,5097378,2112970
106.5,5642525,6611705,4453506,7477500,7112296,9401601,12696991,10968856,12944970,8141034,11916610,12368749,8115631,7192763,3875081,15517254,8357863,10186476,8888319,15227202,10688973,11307730,7102164,10493568,7468709,9818433,8270428,8813926,9114931,11849699,8272525,6276014,5720820,3446550,2054289,2475599,2894978,4362266,3375496,4737492,3318831,4349049,6795762,4181172,2309743,7222139,9213341,6570934,8159696,4677842,5772886,6995555,7927178,4737632,6156667,6067042,5971338,2060325,2665950,3369098,2103058,2902535,1777518,7863946,8163449,7533677,8398891,9768780,5681234,6517473,6607720,5682265,8503482,8617970,5709646,973051,1111449,1576506,2062335,1943830,493470,1274106,1123800,945785,1167948,393153,893581,1975552,2125111,1720336,1857530,2633917,2111350,1986154,2243971,2034287,1498249,1930951,2452568,2039581,2469675,2646005,4268020,4943558,2178630
107.5,5581546,5895692,4185560,7262321,6772632,8986085,11927118,11050797,12777610,8189842,11948941,11246911,7882191,7479066,3523354,15196920,7677935,9736797,7941795,14932018,10584621,11248964,7219118,9813609,7124852,9216781,8374441,8750828,9041233,11357689,7905700,6117793,5206103,3345005,2169351,2605455,2948682,4577873,3551913,4981785,3456003,4478715,7502314,4384547,2563085,7248127,8789239,6644164,7775957,4698957,5638399,6999490,7775651,4685039,6235238,5895471,6039007,2054887,2755224,3458419,2130907,2689488,1876238,7904406,8059026,7665523,8609633,9238362,5636245,6431568,6358936,5312166,8229001,8196856,5759084,990675,1131516,1573389,1947702,1942468,464527,1295555,1069670,934680,1236454,419011,767458,1993003,2189842,1628231,1898365,2658318,1980809,2115410,2195027,2065617,1428859,1894482,2260197,2196004,2465453,2599213,4128855,4737892,2240146
108.5,5542671,5259386,3961873,7092218,6456967,8592286,11101172,11110545,12558212,8267498,11931990,10208734,7686857,7780146,3223923,14803140,7098480,9322741,7094601,14488729,10424122,11141476,7323419,9160483,6818435,8614911,8456205,8644942,8916550,10760638,7566278,5970068,4770804,3213336,2287493,2735925,3018093,4781789,3721026,5229147,3575403,4608030,8177427,4595386,2836234,7261650,8351568,6718694,7405686,4722135,5510062,7001790,7622611,4631084,6308238,5757096,6135997,2056568,2840196,3523525,2154867,2488816,1977961,7939650,7935670,7773135,8807362,8653050,5604814,6342149,6134320,4962881,7968084,7713967,5791251,1009985,1149584,1552232,1862550,1939421,444704,1322026,1016452,927451,1279982,451038,652033,2016007,2259936,1547252,1952216,2677512,1846660,2263282,2138110,2101154,1355496,1851942,2059992,2367604,2448692,2539461,3978162,4489910,2296647
109.5,5522577,4701562,3778478,6961862,6166818,8221632,10252303,11149443,12290446,8375031,11856682,9273694,7531661,8079604,2973500,14349956,6612234,8948200,6346469,13912796,10206423,10982435,7412143,8550060,6554958,8033144,8514553,8498130,8746091,10086339,7253980,5832647,4411646,3061145,2407691,2864175,3102140,4968697,3878967,5478312,3679303,4740770,8794380,4814284,3126402,7262235,7917771,6792026,7055327,4745742,5391295,7004485,7474887,4578701,6377085,5651818,6260676,2064790,2918678,3562844,2174083,2304465,2080922,7971926,7797708,7856185,8984905,8042525,5587876,6251183,5934475,4641332,7731273,7198433,5805964,1030585,1165477,1514348,1804918,1934665,433452,1352120,964624,923983,1298100,487467,550809,2040216,2333263,1477155,2018385,2690182,1711679,2428411,2072380,2138529,1281788,1804828,1858366,2553429,2421856,2471113,3820241,4209649,2347446
110.5,5517829,4218334,3631513,6866308,5903721,7874655,9410360,11168435,11978959,8512105,11714185,8450124,7417729,8359578,2768682,13852084,6211673,8615209,5693969,13225917,9932349,10772532,7482783,7991692,6337018,7486728,8548906,8314222,8535804,9363403,6967142,5704426,4123699,2897636,2528737,2987215,3199386,5133428,4021935,5727906,3770704,4880306,9327773,5041620,3429561,7249302,7501618,6861389,6729573,4768072,5284951,7009194,7338055,4530382,6443236,5578491,6411010,2078893,2988427,3575834,2187849,2138763,2183104,8002054,7649240,7914859,9134717,7432794,5585891,6159824,5758966,4351947,7524948,6673951,5803328,1052048,1179075,1461981,1772491,1928119,430348,1384256,914596,924145,1292318,525875,465030,2061452,2407470,1417601,2095804,2695257,1578565,2608620,1997723,2175337,1210914,1754610,1660812,2751735,2387751,2398291,3658202,3907325,2392059
111.5,5524904,3804154,3517328,6800877,5669170,7551230,8600263,11168068,11629457,8676961,11497086,7738293,7345366,8601748,2606233,13324052,5889492,8324259,5131612,12453920,9604751,10515934,7533387,7489708,6165025,6986169,8559311,8098668,8292064,8619135,6703243,5583603,3901416,2730968,2649241,3102055,3308019,5271179,4146397,5976460,3853059,5029500,9755707,5277490,3740453,7222225,7113224,6923862,6431625,4787450,5193312,7017164,7216443,4488157,6508107,5535178,6584500,2098174,3047240,3563001,2195664,1992734,2282314,8029428,7494059,7949792,9249376,6844989,5598927,6068562,5606509,4097113,7352015,6158701,5783747,1073931,1190313,1398048,1762730,1919653,435122,1416693,866704,927794,1265604,563224,394349,2075972,2480017,1368205,2182982,2691982,1449779,2800724,1914717,2209211,1145451,1702667,1471749,2959882,2349322,2324708,3494371,3592973,2430209
112.5,5540236,3452631,3432536,6761038,5464570,7250764,7841184,11148529,11248655,8866334,11200555,7133157,7314113,8788683,2483309,12779467,5638899,8074600,4652767,11624429,9228524,10219871,7562662,7044813,6037788,6537892,8546424,7858065,8021404,7877859,6459319,5467905,3739315,2567875,2767645,3205875,3425849,5377727,4249288,6222423,3930028,5190608,10061655,5521661,4052731,7180405,6759369,6976495,6163462,4802321,5118087,7029303,7113182,4453601,6573001,5519320,6778094,2121920,3093058,3525840,2197256,1866427,2376280,8052088,7335588,7961995,9322105,6294961,5626734,5977380,5475146,3877653,7212597,5665828,5747903,1095798,1199163,1325830,1772852,1909102,447643,1447594,821215,934767,1221799,596101,337473,2080761,2548250,1328563,2277967,2679959,1327411,3000382,1824558,2237921,1087338,1650222,1294481,3174261,2309475,2253558,3330618,3276060,2461821
113.5,5560273,3157137,3374014,6742299,5291209,6972358,7146469,11109731,10844101,9075370,10823370,6626547,7322771,8905356,2397609,12230463,5453773,7864504,4250377,10764651,8810461,9893910,7570046,6655254,5952942,6145056,8511457,7599647,7730280,7159815,6232274,5354824,3632377,2413540,2882242,3296185,3550314,5449596,4328187,6464179,4005256,5365219,10235760,5773511,4359209,7123351,6443998,7016442,5926086,4811340,5060427,7046207,7030300,4427846,6639041,5527866,6988103,2149439,3124079,3466692,2192603,1759219,2462756,8066854,7176848,7952781,9347288,5793499,5668797,5885913,5362409,3693268,7104658,5204216,5696732,1117227,1205630,1248671,1799740,1896271,467888,1475092,778327,944888,1165073,621161,292685,2073796,2609480,1298280,2378327,2659156,1213106,3202042,1728923,2259472,1037924,1598308,1131244,3390296,2270931,2187487,3168600,2965103,2487001
114.5,5581556,2911239,3338884,6740110,5150246,6714919,6524150,11051421,10423899,9297566,10368602,6208747,7369372,8940596,2347488,11687344,5328702,7691491,3917492,9899553,8358947,9549063,7555733,6317746,5907249,5808370,8456094,7330765,7424890,6480631,6019121,5241851,3576209,2271653,2991208,3370982,3678495,5484202,4381457,6700056,4082213,5554178,10275417,6031997,4652235,7050753,6168765,7041066,5719746,4813435,5020944,7068175,6968822,4411605,6707115,5557352,7210130,2180083,3138859,3388559,2181926,1670057,2539645,8069534,7020440,7923681,9320934,5346985,5724380,5793603,5265462,3542919,7024536,4779339,5631375,1137831,1209746,1169720,1839794,1880958,495881,1497390,738180,957952,1099480,635679,258202,2054217,2661096,1276980,2481174,2629895,1108030,3398990,1629814,2272207,998074,1547754,983310,3602532,2236120,2128599,3009894,2667344,2506012
115.5,5600812,2708956,3324467,6749781,5042711,6477245,5977813,10973307,9996361,9524762,9843839,5869534,7451115,8888233,2332015,11158405,5258927,7552502,3647648,9050566,7883520,9196838,7520645,6028158,5896771,5526830,8382381,7058447,7111038,5851318,5817143,5126701,3567039,2144600,3092646,3428865,3807155,5479946,4408324,6928346,4164068,5757537,10185090,6295630,4924136,6962536,5933557,7048045,5544111,4807863,4999717,7095221,6928870,4405197,6777830,5603974,7439021,2213269,3136409,3294873,2165676,1597648,2605111,8055208,6868544,7876377,9241023,4958266,5792562,5699829,5181232,3425124,6967384,4394076,5553127,1157261,1211561,1091734,1888811,1862962,531613,1512862,700856,973726,1028663,638063,232389,2022369,2700686,1264310,2583237,2592807,1012894,3583556,1529381,2274892,968291,1499176,851139,3804816,2207117,2078498,2856068,2388521,2519247
116.5,5615045,2544912,3328240,6766435,4969518,6258082,5507644,10875189,9569633,9747232,9260881,5598788,7564259,8747703,2351010,10649917,5240229,7444038,3435119,8234875,7394332,8848386,7466373,5781992,5916971,5298325,8292608,6789043,6794031,5278655,5624006,5007508,3601575,2033701,3184642,3469100,3932798,5436266,4408904,7147310,4253613,5974493,9975453,6562465,5167715,6858914,5736949,7035450,5398415,4794235,4996297,7127084,6909749,4408574,6851470,5663658,7668852,2248485,3116264,3189265,2144491,1540592,2657682,8018580,6722932,7812626,9107718,4627569,5872257,5604019,5106545,3338179,6927549,4049432,5463380,1175221,1211137,1016970,1941930,1842107,574937,1520148,666394,991938,955691,628168,213865,1979708,2726153,1259938,2680982,2548775,928004,3747476,1429759,2266771,948836,1452993,734537,3990586,2185612,2038353,2708672,2132771,2527195
117.5,5621634,2414377,3347786,6784999,4931461,6056161,5111459,10757070,9151350,9953903,8634901,5386774,7704001,8524013,2405033,10166226,5268745,7362264,3275072,7465227,6901575,8513813,7395076,5574713,5962768,5120088,8189184,6527991,6478623,4765821,5437815,4882988,3676765,1939465,3265335,3491642,4051749,5353647,4384157,7355198,4353215,6203350,9662039,6830125,5376727,6740413,5576562,7001812,5281554,4772523,5009696,7163230,6910020,4421347,6927980,5732139,7892978,2285296,3078523,3075351,2119164,1497465,2696322,7954395,6584988,7734214,8923385,4353355,5962234,5505744,5038245,3280304,6898914,3745119,5363565,1191465,1208552,947145,1993701,1818249,625454,1518246,634797,1012273,883012,607298,201537,1928566,2735838,1263550,2770781,2498860,853335,3882409,1332924,2247591,939829,1409439,632820,4153241,2172909,2008959,2569202,1902666,2530419
118.5,5618412,2313271,3380746,6800234,4929211,5870208,4785632,10619259,8748338,10132730,7983215,5224215,7864352,8227060,2495340,9709945,5340754,7303088,3163656,6750160,6414931,8201718,7309349,5401945,6028584,4989019,8074519,6279689,6168974,4313151,5257135,4752551,3789470,1861824,3332989,3497103,4160255,5233594,4335799,7550263,4464786,6441495,9263614,7095833,5546290,6607873,5449329,6946157,5192151,4743044,5038370,7202869,6927562,4442807,7006942,5805064,8104137,2323339,3023857,2956543,2090581,1466862,2720481,7857906,6455742,7642898,8692457,4133029,6061128,5404774,4973327,3249728,6875234,3480028,5255109,1205799,1203892,883454,2038326,1791297,682390,1506566,606036,1034368,812474,577912,194599,1871860,2728614,1274830,2849114,2444230,788615,3980573,1240591,2217583,941321,1368595,544970,4286572,2169929,1990797,2439042,1699380,2529524
119.5,5603728,2238105,3424791,6806820,4963271,5698960,4525841,10462434,8366399,10271237,7323835,5102239,8038046,7870446,2623792,9282188,5452422,7262234,3098027,6094505,5943103,7918945,7212088,5259596,6108403,4901865,7950923,6047464,5868643,3918901,5080976,4616339,3936090,1800321,3386080,3486671,4254602,5078564,4266168,7730778,4589777,6685413,8800502,7356483,5673188,6462437,5351682,6868028,5128593,4706425,5080197,7244960,6959623,4471949,7087575,5878118,8294641,2362310,2953483,2835913,2059683,1447421,2730102,7725332,6335898,7540377,8421119,3963481,6167454,5301118,4909056,3244717,6850452,3252584,5139385,1218074,1197251,826630,2070057,1761219,744490,1484962,580062,1057804,745398,543125,192505,1812765,2703954,1293453,2912788,2386089,733406,4035433,1154153,2177413,953340,1330407,469763,4385208,2177221,1984085,2319408,1522925,2525144
120.5,5576481,2185922,3477592,6799490,5033905,5541162,4327629,10287678,8010185,10357218,6674028,5012267,8216517,7469991,2792681,8882831,5599541,7235313,3076344,5500035,5493472,7670526,7106343,5143914,6195892,4855308,7820519,5833615,5580600,3579942,4908751,4475211,4112149,1754258,3423368,3461999,4331252,4891874,4178059,7895065,4729162,6930746,8293061,7608728,5756021,6305515,5279679,6767482,5089032,4663551,5132459,7288228,7002876,4507498,7168736,5947171,8456630,2401942,2869099,2716094,2027413,1437815,2725604,7554289,6225876,7428260,8116889,3841469,6279611,5195029,4843089,3263575,6819021,3061017,5017690,1228181,1188733,777031,2083730,1728050,809952,1453723,556808,1082111,682664,506180,194935,1754423,2661967,1319056,2959143,2325617,687178,4042359,1074656,2128104,975913,1294722,405878,4445030,2194964,1988808,2211310,1372452,2517918
121.5,5536123,2154206,3536812,6773218,5141006,5395566,4186786,10096471,7683153,10379547,6049106,4945894,8389976,7042198,3004475,8510768,5777269,7217889,3097720,4966158,5071888,7459749,6995183,5051511,6284559,4845963,7685184,5639505,5307244,3292358,4740215,4330660,4311897,1722798,3443978,3425077,4386977,4677572,4074550,8041520,4883429,7172404,7760429,7849091,5795216,6138738,5229083,6645072,5071377,4615506,5191830,7331193,7053475,4547937,7248943,6008428,8582412,2441983,2772792,2599236,1994675,1436743,2707828,7344119,6125850,7308048,7788115,3763845,6395898,5086995,4773570,3304602,6776186,2903561,4891217,1236039,1178449,734721,2075344,1691897,876417,1413536,536196,1106763,624802,470013,201764,1699726,2603385,1351222,2986222,2263921,649367,3999141,1002812,2070932,1009051,1261306,351982,4463499,2222961,2004735,2115529,1246540,2508486
122.5,5482627,2140803,3600110,6723443,5283914,5260932,4099567,9890657,7387593,10329031,5461559,4894827,8547632,6602893,3261440,8164159,5979911,7205568,3162150,4490577,4682620,7288313,6881575,4979354,6367990,4870314,7546498,5465675,5050442,3051901,4575389,4184675,4527983,1705026,3447450,3378089,4418997,4440287,3958842,8168649,5052574,7404747,7219626,8074091,5792880,5963897,5195425,6501814,5073263,4563506,5254402,7372198,7107138,4591540,7326397,6058584,8664843,2482166,2666929,2486994,1962308,1442912,2677968,7096088,6035788,7181122,7443470,3727663,6514526,4977709,4699211,3366047,6718227,2778601,4761049,1241582,1166519,699553,2042564,1652938,941062,1365422,518141,1131191,572071,437003,213025,1651173,2529521,1389458,2992893,2201997,619432,3906294,939036,2007328,1052724,1229876,306794,4439854,2260609,2031420,2032619,1143474,2497472
123.5,5416435,2143833,3665154,6646315,5461172,5136024,4062781,9672380,7124701,10199215,4920626,4850895,8678065,6166167,3565132,7840655,6200753,7194084,3270381,4069859,4328418,7156493,6768283,4924748,6440125,4924607,7405725,5311982,4811577,2854348,4414486,4039577,4751274,1699980,3433784,3323285,4425117,4185056,3834099,8275105,5236083,7621821,6685007,8280377,5752557,5782880,5174063,6339145,5092019,4508836,5315734,7409445,7159245,4636419,7399024,6094957,8697745,2522183,2554032,2380545,1931060,1455021,2637484,6813404,5955490,7048737,7091468,3730180,6633633,4868023,4619333,3446040,6642622,2684777,4628157,1244756,1153068,671242,1985040,1611418,1000762,1310649,502554,1154783,524532,408908,228870,1610809,2442180,1433169,2978893,2140712,596880,3767077,883494,1938777,1106801,1200119,269123,4375168,2306876,2068187,1962921,1061467,2485484
124.5,5338374,2161609,3729653,6538948,5670226,5019617,4073775,9443995,6894687,9987030,4432271,4806159,8769767,5743721,3915743,7537591,6432010,7179405,3423734,3699912,4010677,7063315,6657792,4885307,6495558,5004733,7263807,5177715,4591595,2695729,4257840,3897845,4970888,1706652,3403449,3262867,4403832,3917136,3703327,8359730,5432920,7817655,6168040,8464861,5678887,5597609,5160251,6158867,5124635,4452784,5370964,7441050,7204974,4680569,7464532,6115593,8676310,2561654,2436656,2280635,1901571,1471747,2588012,6501054,5884627,6912019,6740063,3768782,6751305,4758896,4533875,3542529,6548119,2621064,4493407,1245501,1138229,649412,1904454,1567643,1052361,1250645,489342,1176906,482105,386940,249535,1580232,2343550,1481644,2944809,2080791,581302,3587229,836166,1866727,1170988,1171716,237893,4272233,2360253,2114111,1906597,998849,2473108
125.5,5249570,2192560,3791393,6399635,5907095,4910500,4130315,9207973,6696885,9693207,3999481,4753141,8811827,5344578,4311352,7252168,6664901,7157833,3623844,3376349,3729665,7006673,6552252,4858913,6529834,5106098,7121369,5061718,4391061,2572477,4105832,3761943,5174530,1723973,3357372,3198890,4354417,3641810,3569278,8421603,5641516,7986585,5677349,8624841,5577248,5409980,5149240,5963089,5167741,4396591,5414971,7465085,7239456,4721937,7520470,6119322,8597463,2600105,2317278,2187628,1874371,1491749,2531277,6165478,5822778,6771973,6396349,3840846,6865599,4651341,4443360,3653215,6434712,2586818,4357565,1243754,1122135,633636,1804272,1521965,1092975,1186909,478414,1196915,444611,371926,275280,1560628,2236070,1534040,2891991,2022814,572379,3374440,796896,1792524,1244741,1144353,212155,4135319,2418729,2167991,1863658,954190,2460903
126.5,5151346,2235164,3848284,6228020,6166044,4807487,4230407,8966802,6529871,9322361,3622789,4685142,8794703,4975109,4747120,6981597,6889879,7126107,3872296,3094756,3484766,6983421,6453449,4843680,6539700,5223532,6978741,4962485,4210216,2481509,3958841,3634181,5349149,1750788,3296895,3133200,4276976,3364195,3434385,8460076,5859762,8123597,5218937,8758107,5453390,5221807,5136395,5754161,5217610,4341401,5442594,7479640,7257965,4758482,7564304,6105775,8460128,2636952,2198198,2101567,1849880,1513669,2469014,5814106,5769465,6629484,6066361,3943565,6974576,4546370,4348831,3775513,6303520,2581804,4221321,1239438,1104925,623453,1689265,1474776,1120307,1120926,469676,1214176,411812,364500,306338,1552831,2122295,1589382,2822410,1967225,569899,3137641,765449,1717362,1327183,1117743,191091,3969815,2479771,2228328,1834000,926396,2449401
127.5,5045129,2287889,3898406,6025172,6439309,4709430,4372044,8722895,6391554,8882739,3300889,4596623,8711017,4639283,5214572,6723227,7097020,7081489,4170139,2850877,3274732,6989428,6362787,4837910,6523275,5351248,6835986,4878256,4049032,2420255,3817203,3516602,5481905,1785816,3223716,3067383,4172460,3089066,3300724,8474814,6085022,8224640,4796533,8863018,5313110,5034779,5117348,5534608,5270189,4288230,5448906,7482880,7256115,4788257,7593509,6075340,8265377,2671491,2081467,2022235,1828407,1536156,2402902,5454837,5724182,6485329,5754992,4073748,7076327,4444947,4251751,3906519,6156590,2606204,4085293,1232467,1086737,618382,1564881,1426490,1132906,1054104,463033,1228085,383434,365283,342836,1557379,2004767,1646564,2738492,1914341,573755,2886225,741548,1642257,1417019,1091631,174003,3781819,2540341,2293319,1817430,914765,2439099
128.5,4932364,2349145,3940064,5793576,6716953,4615233,4552901,8478503,6279256,8385651,3031274,4483589,8556261,4339044,5701115,6474644,7276560,7021840,4517277,2640735,3097909,7019605,6281287,4840047,6480129,5482863,6692939,4807086,3907258,2386642,3681185,3410914,5561345,1827621,3139801,3002745,4042627,2820704,3170005,8465831,6314143,8286889,4411991,8938551,5161977,4850428,5088165,5307057,5321171,4237936,5429516,7473100,7230073,4809478,7605651,6029079,8016428,2702900,1968843,1949210,1810163,1557899,2334512,5095505,5686424,6340184,5465992,4227627,7169014,4347949,4153895,4043021,5996650,2660598,3950049,1222747,1067703,617911,1436616,1377530,1130325,987718,458390,1238093,359188,375046,384716,1574548,1885903,1704368,2642931,1864362,583946,2629293,724908,1568037,1512474,1065807,160313,3577709,2596966,2360862,1813680,919028,2430461
129.5,4814441,2417251,3971823,5537004,6986920,4523868,4769993,8235654,6189781,7844625,2810800,4343912,8329316,4074737,6189976,6233757,7419513,6945659,4911736,2460695,2952419,7067952,6209601,4848642,6411237,5611527,6549249,4746915,3784473,2379066,3550969,3318454,5578629,1874582,3047296,2940304,3889969,2562779,3043582,8433502,6543504,8308934,4065696,8984318,5005136,4670102,5045514,5074170,5366108,4191201,5380882,7448774,7176752,4820602,7598488,5968615,7718491,2730253,1861761,1881917,1795272,1577663,2265270,4743412,5655713,6194640,5202045,4400694,7250902,4256126,4057222,4181520,5826847,2745905,3816117,1210185,1047957,621496,1309479,1328316,1113145,922882,455647,1243720,338788,394840,431653,1604367,1767899,1761491,2538524,1817391,600573,2375028,715252,1495348,1611259,1040106,149545,3363753,2645860,2428601,1822415,939359,2423911
130.5,4692642,2490418,3992557,5260296,7235378,4434392,5019331,7996100,6119463,7274432,2636170,4177520,8032705,3845516,6660735,5998847,7518315,6852104,5348866,2307497,2836313,7127627,6148022,4862307,6318841,5730136,6404420,4695629,3680118,2396332,3426653,3240176,5528595,1924874,2948425,2880801,3717598,2318273,2922472,8378578,6769065,8290857,3756949,9000548,4847164,4494954,4986822,4838575,5400563,4148525,5300593,7408604,7093978,4820387,7570061,5895984,7378472,2752539,1761337,1819679,1783775,1594335,2196438,4404963,5631614,6049210,4964881,4587595,7320401,4170086,3963765,4318310,5650487,2863297,3683996,1194696,1027621,628542,1187623,1279252,1082872,860524,454700,1244581,321957,426090,482970,1646608,1652669,1816586,2428012,1773447,623828,2130259,712325,1424670,1710570,1014412,141319,3145779,2683113,2493986,1843226,976388,2419825
131.5,4568100,2566749,4001467,4969059,7447378,4345964,5295590,7761295,6064226,6690050,2504303,3986398,7672509,3649705,7090534,5768604,7567411,6740972,5820566,2178258,2747667,7191094,6096511,4879683,6206224,5831647,6257867,4651115,3593535,2437584,3308257,3176670,5410460,1976472,2845399,2824715,3529094,2089449,2807393,8302179,6986455,8234217,3484296,8988043,4692004,4325937,4910393,4602801,5420307,4110217,5187585,7351553,6980618,4807945,7518777,5813487,7004553,2768706,1668381,1761753,1775647,1606974,2129099,4085425,5613751,5904346,4755429,4782113,7376097,4090276,3875522,4449565,5470808,3014043,3554161,1176218,1006812,638390,1074166,1230716,1041726,801384,455439,1240397,308438,470649,537583,1700748,1541804,1868309,2313960,1732477,653985,1900218,715890,1356341,1807155,988658,135337,2928937,2704939,2554377,1875610,1031180,2418532
132.5,4441780,2644253,3998103,4669321,7607854,4257860,5591861,7532377,6019643,6105724,2412606,3774390,7257949,3485084,7455935,5542140,7563684,6612651,6314676,2070461,2684646,7250344,6054718,4899414,6077418,5909458,6108956,4611316,3523987,2502223,3195740,3128180,5227997,2027170,2740333,2772291,3328336,1877853,2698800,8205771,7191068,8141918,3245815,8948116,4542941,4163808,4815487,4369223,5421529,4076397,5042275,7276872,6836646,4782776,7443490,5723542,6605711,2777703,1583427,1707374,1770803,1614849,2064161,3788830,5601818,5760446,4573960,4977272,7416789,4016970,3794371,4571472,5290804,3199299,3427067,1154719,985637,650308,971184,1183051,992369,746022,457742,1231007,297998,530775,593974,1765906,1436564,1915377,2198673,1694369,691381,1688509,725717,1290581,1897418,962819,131376,2717547,2707964,2607168,1918946,1105210,2420302
133.5,4314469,2720885,3982360,4367172,7702868,4169483,5899522,7310175,5981022,5534183,2359167,3546809,6800677,3349107,7735219,5318970,7506685,6468054,6814709,1981931,2645527,7297214,6022002,4920121,5936907,5957829,5957064,4574285,3470676,2589807,3089014,3094630,4989146,2074632,2635175,2723565,3119325,1684366,2596926,8091136,7378189,8017998,3039340,8882499,4402625,4009135,4702320,4140011,5401052,4047002,4866563,7184110,6663147,4744778,7343555,5628550,6191203,2778536,1506769,1655785,1769112,1617470,2002363,3517987,5595581,5617869,4420237,5165551,7441513,3950272,3722010,4680367,5113095,3419813,3303153,1130212,964195,663490,879817,1136559,937620,694829,461476,1216373,290429,608999,650214,1840785,1337880,1956617,2084141,1658966,736390,1497216,741566,1227521,1977598,936908,129280,2515040,2689521,2649932,1972460,1200293,2425341
134.5,4186783,2794591,3954471,4068434,7720983,4080373,6208302,7095224,5943518,4986095,2342875,3309909,6313862,3239049,7910797,5098985,7398611,6308523,7300111,1910803,2628688,7323806,5997459,4940395,5789331,5972276,5801616,4538230,3432751,2699944,2987965,3075647,4705106,2116468,2531657,2678392,2906004,1509272,2501819,7960320,7543131,7867362,2862631,8793260,4273123,3862313,4572014,3917091,5356534,4021790,4663724,7073121,6462256,4694247,7218870,5530779,5770071,2770331,1438503,1606271,1770402,1614612,1944287,3274590,5594874,5476942,4293637,5339241,7449568,3890113,3659907,4772895,4939849,3675552,3182833,1102767,942573,677057,800457,1091496,880200,648053,466494,1196583,285546,707819,704036,1923604,1246386,1991025,1972018,1626075,789396,1327131,763157,1167226,2043971,910971,128952,2323963,2647924,2680568,2035195,1318474,2433782
135.5,4059179,2863370,3914975,3778379,7654563,3990215,6506556,6887792,5902278,4469765,2363494,3070302,5811190,3152088,7971303,4882402,7244041,6135729,7747187,1855491,2632573,7322951,5979946,4958798,5639220,5949910,5642139,4501565,3409315,2832168,2892471,3070577,4389091,2150322,2431265,2636480,2692108,1352353,2413383,7815582,7681389,7695472,2713505,8682705,4155979,3723577,4426483,3702119,5286620,4000350,4438178,6944056,6237032,4631842,7069895,5432273,5350722,2752387,1378566,1558179,1774467,1606313,1890374,3059394,5599596,5337972,4193251,5490876,7440527,3836259,3609279,4846146,4772759,3965254,3066499,1072512,920851,690085,732948,1048073,822546,605814,472631,1171840,283186,829157,752977,2012057,1162450,2017807,1863622,1595473,850754,1178022,790137,1109719,2093097,885074,130351,2146051,2582669,2697438,2105975,1461861,2445683
