particle_size,12_500_1_00,12_500_1_01,12_500_1_02,12_500_2_00,12_500_2_01,12_500_2_02,30_600_2_00,30_600_2_01,30_600_2_02,30_600_1_00,30_600_1_01,30_600_1_02,12_500_12_00,12_500_12_01,12_500_12_02,3_250_2_00,3_250_2_01,3_250_2_02,3_250_1_00,3_250_1_01,3_250_1_02,14_500_2_00,14_500_2_01,14_500_2_02,14_500_1_00,14_500_1_01,14_500_1_02,23_800_2_00,23_800_2_01,23_800_2_02,23_800_1_00,23_800_1_01,23_800_1_02,32_500_2_00,32_500_2_01,32_500_2_02,32_500_1_00,32_500_1_01,32_500_1_02
462.5,42239,0,0,36520,0,106157,0,9217,39069,0,0,0,0,641,0,0,860,0,23638,0,79269,0,42426,8344,2453,26001,479,94192,1329,0,5313,4411,0,2,0,2,11244,0,991
463.5,41520,0,0,35527,0,103591,0,10069,41342,0,0,0,0,438,0,0,1197,0,28101,0,71317,0,41683,5913,2790,32133,394,92199,1063,0,5180,4189,0,2,0,2,10518,0,988
464.5,40853,0,0,33956,0,99185,0,10994,43730,0,0,0,0,297,0,0,1656,0,33130,0,63924,0,40854,4120,3178,39003,322,89568,847,0,5061,3951,0,3,0,2,9793,0,986
465.5,40235,0,0,31885,0,93177,0,11996,46227,0,0,0,0,200,0,0,2276,0,38727,0,57095,0,39939,2823,3623,46467,262,86364,671,0,4955,3701,0,4,0,1,9077,0,984
466.5,39666,0,0,29412,0,85882,0,13078,48825,0,0,0,0,134,0,0,3104,0,44874,0,50827,0,38942,1902,4132,54303,212,82662,530,0,4862,3444,0,6,0,0,8374,0,982
467.5,39144,0,0,26650,0,77664,0,14244,51515,0,0,0,0,90,0,0,4199,0,51528,0,45106,0,37867,1261,4716,62208,171,78544,416,0,4782,3183,0,7,0,0,7689,0,980
468.5,38668,0,0,23719,0,68906,0,15497,54283,0,0,0,0,59,0,0,5632,0,58625,0,39912,0,36717,822,5382,69817,137,74094,326,0,4715,2922,0,10,0,0,7028,0,978
469.5,38236,0,0,20735,0,59981,0,16839,57113,0,0,0,0,39,0,0,7482,0,66069,0,35220,0,35499,527,6142,76721,108,69402,254,0,4662,2663,0,12,0,0,6394,0,975
470.5,37847,0,0,17802,0,51227,0,18270,59987,0,0,0,0,26,0,0,9841,0,73740,0,31001,0,34218,333,7005,82504,86,64552,197,0,4621,2412,0,16,0,0,5790,0,973
471.5,37500,0,0,15011,0,42923,0,19793,62882,0,0,0,0,17,0,0,12806,0,81489,0,27223,0,32882,207,7984,86779,67,59628,153,0,4593,2169,0,20,0,0,5219,0,970
472.5,37192,0,0,12430,0,35287,0,21405,65773,0,0,0,0,11,0,0,16478,0,89146,0,23854,0,31497,126,9091,89232,52,54706,118,0,4579,1938,0,26,0,0,4682,0,968
473.5,36921,0,0,10108,0,28462,0,23107,68632,0,0,0,0,7,0,0,20954,0,96521,0,20861,0,30072,76,10339,89658,41,49856,91,0,4578,1719,0,33,0,0,4181,0,964
474.5,36687,0,0,8072,0,22524,0,24894,71428,0,0,0,0,5,0,0,26317,0,103412,0,18211,0,28615,45,11741,87990,31,45138,70,0,4590,1515,0,41,0,0,3716,0,961
475.5,36488,0,0,6330,0,17489,0,26763,74126,0,0,0,0,3,0,0,32628,0,109614,0,15872,0,27135,26,13309,84307,24,40604,53,0,4616,1326,0,51,0,0,3287,0,957
476.5,36320,0,0,4874,0,13323,0,28708,76690,0,0,0,0,2,0,0,39910,0,114928,0,13814,0,25642,15,15057,78834,18,36293,41,0,4656,1153,0,63,0,0,2894,0,953
477.5,36183,0,0,3685,0,9959,0,30722,79084,0,0,0,0,1,0,0,48138,0,119172,0,12007,0,24143,9,16997,71915,14,32240,31,0,4711,995,0,78,0,0,2536,0,948
478.5,36075,0,0,2736,0,7305,0,32794,81267,0,0,0,0,0,0,0,57226,0,122189,0,10425,0,22648,5,19141,63978,10,28464,24,0,4782,853,0,96,0,0,2212,0,943
479.5,35993,0,0,1995,0,5257,0,34916,83202,0,0,0,0,0,0,0,67018,0,123860,0,9042,0,21167,3,21497,55488,8,24982,18,0,4868,727,0,117,0,0,1920,0,938
480.5,35935,0,0,1428,0,3713,0,37073,84849,0,0,0,0,0,0,0,77279,0,124107,0,7837,0,19706,1,24074,46902,6,21797,14,0,4971,615,0,142,0,0,1659,0,932
481.5,35898,0,0,1003,0,2573,0,39252,86172,0,0,0,0,0,0,0,87703,0,122903,0,6788,0,18274,0,26878,38626,4,18910,10,0,5092,517,0,171,0,0,1426,0,925
482.5,35881,0,0,693,0,1750,0,41437,87138,0,0,0,0,0,0,0,97915,0,120272,0,5876,0,16879,0,29909,30984,3,16314,8,0,5231,432,0,205,0,0,1221,0,918
483.5,35881,0,0,469,0,1168,0,43609,87716,0,0,0,0,0,0,0,107494,0,116288,0,5084,0,15528,0,33168,24204,2,13998,6,0,5390,358,0,245,0,0,1040,0,910
484.5,35895,0,0,312,0,765,0,45751,87881,0,0,0,0,0,0,0,115994,0,111076,0,4398,0,14226,0,36648,18407,2,11948,4,0,5570,295,0,291,0,0,882,0,901
485.5,35920,0,0,204,0,492,0,47842,87614,0,0,0,0,0,0,0,122979,0,104798,0,3804,0,12979,0,40339,13625,1,10145,3,0,5773,241,0,344,0,0,744,0,892
486.5,35954,0,0,131,0,310,0,49861,86902,0,0,0,0,0,0,1,128056,0,97654,0,3291,0,11790,0,44226,9815,0,8570,3,0,6000,196,0,403,0,0,625,0,882
487.5,35993,0,0,82,0,192,0,51787,85740,0,0,0,0,0,0,2,130913,0,89860,0,2846,0,10665,0,48286,6879,0,7205,2,0,6252,158,0,471,0,0,522,0,872
488.5,36034,0,0,51,0,117,0,53598,84131,0,0,0,0,0,0,3,131347,0,81647,0,2463,0,9605,0,52493,4690,0,6029,1,0,6533,127,0,548,0,0,435,0,861
489.5,36074,0,0,31,0,70,0,55271,82085,0,0,0,0,0,0,4,129290,0,73243,0,2131,0,8611,0,56814,3110,0,5021,1,0,6843,101,0,633,0,0,360,0,849
490.5,36109,0,0,18,0,41,0,56787,79623,0,0,0,0,0,0,6,124817,0,64862,0,1845,0,7686,0,61211,2006,0,4163,0,0,7186,80,0,728,0,0,297,0,837
491.5,36136,0,0,11,0,23,0,58124,76771,0,0,0,0,0,0,10,118141,0,56698,0,1598,0,6830,0,65639,1258,0,3437,0,0,7563,63,0,833,0,0,243,0,824
492.5,36152,0,0,6,0,13,0,59264,73566,0,0,0,0,0,0,15,109603,0,48918,0,1385,0,6040,0,70048,767,0,2826,0,0,7978,49,0,949,0,0,199,0,811
493.5,36152,0,0,4,0,7,0,60190,70049,0,0,0,0,0,0,22,99633,0,41653,0,1201,0,5318,0,74386,455,0,2314,0,0,8432,38,0,1075,0,0,161,0,796
494.5,36133,0,0,2,0,4,0,60887,66268,0,0,0,0,0,0,33,88721,0,35001,0,1042,0,4659,0,78596,262,0,1887,0,0,8929,29,0,1213,0,0,131,0,782
495.5,36090,0,0,1,0,2,0,61344,62275,0,0,0,0,0,0,49,77370,0,29021,0,904,0,4063,0,82618,147,0,1534,0,0,9473,22,0,1361,0,0,105,0,766
496.5,36021,0,0,0,0,1,0,61550,58127,0,0,0,0,0,0,72,66059,0,23743,1,786,0,3526,0,86393,80,0,1242,0,0,10065,17,0,1520,0,0,84,0,751
497.5,35921,0,0,0,0,0,0,61499,53879,0,0,0,0,0,0,104,55207,0,19165,2,684,0,3046,0,89862,42,0,1002,0,0,10710,13,0,1691,0,0,67,0,734
498.5,35787,0,0,0,0,0,0,61190,49589,0,0,0,0,0,0,148,45151,0,15262,2,595,0,2618,0,92967,22,0,806,0,0,11411,10,0,1871,0,0,53,0,717
499.5,35615,0,0,0,0,0,0,60622,45312,0,0,0,0,0,0,210,36128,0,11989,3,518,0,2239,0,95656,11,0,646,0,0,12171,7,0,2062,0,0,42,0,700
500.5,35402,0,0,0,0,0,0,59800,41100,0,0,0,0,0,0,294,28277,0,9291,5,452,0,1905,0,97879,5,0,516,0,0,12994,5,0,2262,0,0,33,0,683
501.5,35144,0,0,0,0,0,0,58732,37003,0,0,0,0,0,0,408,21645,0,7103,7,395,0,1613,0,99596,2,0,412,0,0,13882,4,0,2471,0,0,26,0,664
502.5,34839,0,0,0,0,0,0,57429,33061,0,0,0,0,0,0,560,16200,0,5355,10,345,0,1359,0,100772,1,0,327,0,0,14838,3,0,2688,0,0,20,0,646
503.5,34483,0,0,0,0,0,0,55905,29313,0,0,0,0,0,0,760,11853,0,3983,15,302,0,1139,0,101383,0,0,259,0,0,15865,2,0,2913,0,0,16,0,627
504.5,34076,0,0,0,0,0,0,54178,25787,0,0,0,0,0,0,1021,8478,0,2922,21,264,0,950,0,101414,0,0,205,0,0,16966,2,0,3143,0,0,12,0,609
505.5,33614,0,0,0,0,0,0,52267,22505,0,0,0,0,0,0,1358,5925,0,2114,29,231,0,789,0,100861,0,0,162,0,0,18141,1,0,3377,0,0,9,0,589
506.5,33096,0,0,0,0,0,0,50194,19484,0,0,0,0,0,0,1787,4047,0,1508,41,203,0,651,0,99730,0,0,128,0,0,19392,0,0,3616,0,0,7,0,570
507.5,32522,0,0,0,0,0,0,47982,16732,0,0,0,0,0,0,2327,2700,0,1061,57,178,0,535,0,98039,0,0,100,0,0,20717,0,0,3857,0,0,5,0,551
508.5,31892,0,0,0,0,0,0,45656,14251,0,0,0,0,0,0,2999,1760,0,737,79,157,0,437,0,95813,0,0,79,0,0,22117,0,0,4099,0,0,4,0,531
509.5,31205,0,0,0,0,0,0,43242,12038,0,0,0,0,0,0,3826,1121,0,504,110,138,0,355,0,93088,0,0,62,0,0,23589,0,0,4340,0,0,3,0,512
510.5,30462,0,0,0,0,0,0,40765,10083,0,0,0,0,0,0,4830,697,0,340,150,122,0,287,0,89910,0,0,48,0,0,25128,0,0,4580,0,0,2,0,492
511.5,29665,0,0,0,0,0,0,38250,8374,0,0,0,0,0,0,6034,423,0,227,204,107,0,231,0,86330,0,0,38,0,0,26729,0,0,4816,0,0,2,0,473
512.5,28816,0,0,0,0,0,0,35722,6896,0,0,0,0,0,0,7463,251,0,149,276,95,0,184,0,82404,0,0,29,0,0,28384,0,0,5048,0,0,1,0,454
513.5,27918,0,0,0,0,0,0,33204,5630,0,0,0,0,0,0,9135,145,0,96,370,84,0,147,0,78193,0,0,23,0,0,30085,0,0,5275,0,0,0,0,435
514.5,26974,0,0,0,0,0,0,30717,4556,0,0,0,0,0,0,11070,82,0,62,493,74,0,116,0,73760,0,0,18,0,0,31820,0,0,5495,0,0,0,0,416
515.5,25989,0,0,0,0,0,0,28283,3655,0,0,0,0,0,0,13280,45,0,39,652,66,0,91,0,69168,0,0,14,0,0,33575,0,0,5707,0,0,0,0,397
516.5,24965,0,0,0,0,0,0,25917,2907,0,0,0,0,0,0,15771,24,0,24,854,58,0,72,0,64481,0,0,11,0,0,35335,0,0,5910,0,0,0,0,379
517.5,23910,0,0,0,0,0,0,23637,2291,0,0,0,0,0,0,18544,13,0,15,1112,52,0,56,0,59759,0,0,8,0,0,37081,0,0,6103,0,0,0,0,361
518.5,22827,0,0,0,0,0,0,21454,1790,0,0,0,0,0,0,21590,7,0,9,1434,46,0,43,0,55058,0,0,6,0,0,38793,0,0,6286,0,0,0,0,343
519.5,21723,0,0,0,0,0,0,19380,1386,0,0,0,0,0,0,24889,3,0,5,1835,41,0,33,0,50430,0,0,5,0,0,40450,0,0,6457,0,0,0,0,326
520.5,20604,0,0,0,0,0,0,17423,1064,0,0,0,0,0,0,28415,2,0,3,2328,36,0,25,0,45923,0,0,4,0,0,42028,0,0,6617,0,0,0,0,309
521.5,19476,0,0,0,0,0,0,15589,809,0,0,0,0,0,0,32127,0,0,2,2928,32,0,19,0,41575,0,0,3,0,0,43501,0,0,6765,0,0,0,0,293
522.5,18345,0,0,0,0,0,0,13882,610,0,0,0,0,0,0,35977,0,0,1,3650,29,0,15,0,37422,0,0,2,0,0,44844,0,0,6900,0,0,0,0,277
523.5,17218,0,0,0,0,0,0,12302,455,0,0,0,0,0,0,39908,0,0,0,4509,26,0,11,0,33489,0,0,2,0,0,46033,0,0,7022,0,0,0,0,261
524.5,16101,0,0,0,0,0,0,10850,337,0,0,0,0,0,0,43852,0,0,0,5519,23,0,8,0,29798,0,0,1,0,0,47040,0,0,7133,0,0,0,0,246
525.5,15000,0,0,0,0,0,0,9524,247,0,0,0,0,0,0,47738,0,0,0,6692,21,0,6,0,26362,0,0,1,0,0,47842,0,0,7230,0,0,0,0,232
526.5,13921,0,0,0,0,0,0,8320,180,0,0,0,0,0,0,51491,0,0,0,8039,19,0,5,0,23191,0,0,0,0,0,48417,0,0,7315,0,0,0,0,218
527.5,12869,0,0,0,0,0,0,7234,129,0,0,0,0,0,0,55034,0,0,0,9566,17,0,3,0,20285,0,0,0,0,0,48744,0,0,7389,0,0,0,0,204
528.5,11849,0,0,0,0,0,0,6260,92,0,0,0,0,0,0,58291,0,0,0,11274,15,0,2,0,17644,0,0,0,0,0,48809,0,0,7450,0,0,0,0,191
529.5,10865,0,0,0,0,0,0,5391,65,0,0,0,0,0,0,61192,0,0,0,13157,13,0,2,0,15261,0,0,0,0,0,48599,0,0,7500,0,0,0,0,179
530.5,9922,0,0,0,0,0,0,4621,46,0,0,0,0,0,0,63673,0,0,0,15205,12,0,1,0,13127,0,0,0,0,0,48107,0,0,7540,0,0,0,0,167
531.5,9023,0,0,0,0,0,0,3942,32,0,0,0,0,0,0,65680,0,0,0,17398,11,0,0,0,11228,0,0,0,0,0,47331,0,0,7569,0,0,0,0,156
532.5,8170,0,0,0,0,0,0,3347,22,0,0,0,0,0,0,67171,0,0,0,19710,10,0,0,0,9552,0,0,0,0,0,46275,0,0,7589,0,0,0,0,145
533.5,7366,0,0,0,0,0,0,2829,15,0,0,0,0,0,0,68115,0,0,0,22104,9,0,0,0,8082,0,0,0,0,0,44950,0,0,7600,0,0,0,0,135
534.5,6612,0,0,0,0,0,0,2379,10,0,0,0,0,0,0,68498,0,0,0,24538,8,0,0,0,6800,0,0,0,0,0,43370,0,0,7602,0,0,0,0,125
535.5,5908,0,0,0,0,0,0,1992,7,0,0,0,0,0,0,68318,0,0,0,26964,7,0,0,0,5692,0,0,0,0,0,41556,0,0,7597,0,0,0,0,116
536.5,5256,0,0,0,0,0,0,1660,4,0,0,0,0,0,0,67589,0,0,0,29326,7,0,0,0,4738,0,0,0,0,0,39536,0,0,7585,0,0,0,0,107
537.5,4654,0,0,0,0,0,0,1377,3,0,0,0,0,0,0,66337,0,0,0,31567,6,0,0,0,3923,0,0,0,0,0,37340,0,0,7567,0,0,0,0,99
538.5,4103,0,0,0,0,0,0,1137,2,0,0,0,0,0,0,64600,0,0,0,33629,5,0,0,0,3232,0,0,0,0,0,35001,0,0,7544,0,0,0,0,91
539.5,3599,0,0,0,0,0,0,934,1,0,0,0,0,0,0,62426,0,0,0,35453,5,0,0,0,2648,0,0,0,0,0,32557,0,0,7516,0,0,0,0,84
540.5,3143,0,0,0,0,0,0,764,0,0,0,0,0,0,0,59871,0,0,0,36986,5,0,0,0,2158,0,0,0,0,0,30045,0,0,7484,0,0,0,0,77
541.5,2731,0,0,0,0,0,0,622,0,0,0,0,0,0,0,56996,0,0,0,38182,4,0,0,0,1750,0,0,0,0,0,27504,0,0,7448,0,0,0,0,71
542.5,2362,0,0,0,0,0,0,504,0,0,0,0,0,0,0,53866,0,0,0,39003,4,0,0,0,1412,0,0,0,0,0,24971,0,0,7410,0,0,0,0,65
543.5,2033,0,0,0,0,0,0,407,0,0,0,0,0,0,0,50548,0,0,0,39422,3,0,0,0,1133,0,0,0,0,0,22480,0,0,7370,1,0,0,0,59
544.5,1741,0,0,0,0,0,0,327,0,0,0,0,0,0,0,47104,0,0,0,39424,3,0,0,0,905,0,0,0,0,0,20064,0,0,7328,1,0,0,0,54
545.5,1484,0,0,0,0,0,0,262,0,0,0,0,0,0,0,43598,0,0,0,39010,3,0,0,0,719,0,0,0,0,0,17752,0,0,7285,1,0,0,0,49
546.5,1258,0,0,0,0,0,0,208,0,0,0,0,0,0,0,40085,0,0,0,38191,3,0,0,0,568,0,0,0,0,0,15566,0,0,7242,1,0,0,0,45
547.5,1062,0,0,0,0,0,0,165,0,0,0,0,0,0,0,36617,0,0,0,36992,2,0,0,0,447,0,0,0,0,0,13525,0,0,7200,2,0,0,0,41
548.5,891,0,0,0,0,0,0,130,0,0,0,0,0,0,0,33238,0,0,0,35450,2,0,0,0,350,0,0,0,0,0,11644,0,0,7157,2,0,0,0,37
549.5,744,0,0,0,0,0,0,102,0,0,0,0,0,0,0,29987,0,0,0,33610,2,0,0,0,272,0,0,0,0,0,9930,0,0,7116,2,0,0,0,34
550.5,619,0,0,0,0,0,0,80,0,0,0,0,0,0,0,26892,0,0,0,31526,2,0,0,0,211,0,0,0,0,0,8388,0,0,7077,2,0,0,0,30
551.5,512,0,0,0,0,0,0,62,0,0,0,0,0,0,0,23977,0,0,0,29256,2,0,0,0,163,0,0,0,0,0,7017,0,0,7039,3,0,0,0,28
552.5,421,0,0,0,0,0,0,48,0,0,0,0,0,0,0,21258,0,0,0,26860,2,0,0,0,125,0,0,0,0,0,5813,0,0,7003,3,0,0,0,25
553.5,344,0,0,0,0,0,0,37,0,0,0,0,0,0,0,18745,0,0,0,24397,2,0,0,0,95,0,0,0,0,0,4767,0,0,6970,3,0,0,0,22
554.5,280,0,0,0,0,0,0,29,0,0,0,0,0,0,0,16443,0,0,0,21923,1,0,0,0,73,0,0,0,0,0,3870,0,0,6940,4,0,0,0,20
555.5,227,0,0,0,0,0,0,22,0,0,0,0,0,0,0,14350,0,0,0,19489,1,0,0,0,55,0,0,0,0,0,3110,0,0,6914,4,0,0,0,18
556.5,183,0,0,0,0,0,0,17,0,0,0,0,0,0,0,12463,0,0,0,17141,1,0,0,0,41,0,0,0,0,0,2473,0,0,6890,5,0,0,0,16
557.5,147,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10773,0,0,0,14915,1,0,0,0,31,0,0,0,1,0,1946,0,0,6871,5,0,0,0,14
558.5,117,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9271,0,0,0,12840,1,0,0,0,23,0,0,0,1,0,1516,0,0,6855,6,0,0,0,13
559.5,93,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7944,0,0,0,10936,1,0,0,0,17,0,0,0,2,0,1168,0,0,6844,7,0,0,0,12
560.5,73,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6779,0,0,0,9215,1,0,0,0,13,0,0,0,2,0,890,0,0,6837,8,0,0,0,10
561.5,57,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5762,0,0,0,7682,1,0,0,0,9,0,0,0,3,0,671,0,0,6835,9,0,0,0,9
562.5,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4880,0,0,0,6336,0,0,0,0,7,0,0,0,4,0,500,0,0,6837,10,0,0,0,8
563.5,35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4118,0,0,0,5171,0,0,0,0,5,0,0,0,5,0,369,0,0,6845,11,0,0,0,7
564.5,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3464,0,0,0,4175,0,0,0,0,4,0,0,0,6,0,269,0,0,6857,12,0,0,0,6
565.5,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2905,0,0,0,3335,0,0,0,0,3,0,0,0,8,0,194,0,0,6875,14,0,0,0,6
566.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,2636,0,0,0,0,2,0,0,0,10,0,138,0,0,6898,16,0,0,0,5
567.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,0,0,0,2062,0,0,0,0,1,0,0,0,13,0,97,0,0,6927,18,0,0,0,4
568.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,0,0,0,1596,0,0,0,0,0,0,0,0,16,0,68,0,0,6961,20,0,0,0,4
569.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,1222,0,0,0,0,0,0,0,0,20,0,47,0,0,7001,22,0,0,0,3
570.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,0,0,0,926,0,0,0,0,0,0,0,0,26,0,32,0,0,7047,25,0,0,0,3
571.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,0,0,0,694,0,0,0,0,0,0,0,0,32,0,21,0,0,7098,28,0,0,0,3
572.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,0,0,0,515,0,0,0,0,0,0,0,0,41,0,14,0,0,7156,31,0,0,0,2
573.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,653,0,0,0,378,0,0,0,0,0,0,0,0,52,0,9,0,0,7220,35,0,0,0,2
574.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,538,0,0,0,275,0,0,0,0,0,0,0,0,65,0,6,0,0,7290,39,0,0,0,2
575.5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,443,0,0,0,198,0,0,0,0,0,0,0,0,81,0,4,0,0,7366,43,0,0,0,1
576.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,364,0,0,0,141,0,0,0,0,0,0,0,0,101,0,2,0,0,7449,48,0,0,0,1
577.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,300,0,0,0,99,0,0,0,0,0,0,0,0,126,0,2,0,0,7537,54,0,0,0,1
578.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,246,0,0,0,69,0,0,0,0,0,0,0,0,157,0,0,0,0,7632,60,0,0,0,0
579.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,202,0,0,0,48,0,0,0,0,0,0,0,0,194,0,0,0,0,7734,66,0,0,0,0
580.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,166,0,0,0,33,0,0,0,0,0,0,0,0,240,0,0,0,0,7842,74,0,0,0,0
581.5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,137,0,0,0,22,0,0,0,0,0,0,0,0,295,0,0,0,0,7956,82,0,0,0,0
582.5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,113,0,0,0,15,0,0,0,0,0,0,0,0,362,0,0,0,0,8077,91,0,0,0,0
583.5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,93,0,0,0,10,0,0,0,0,0,0,0,0,442,0,0,0,0,8204,100,0,0,0,0
584.5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,77,0,0,0,6,1,0,0,0,0,0,0,0,537,0,0,0,0,8337,111,0,0,0,0
585.5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,63,0,0,0,4,1,0,0,0,0,0,0,0,651,0,0,0,0,8476,123,0,0,0,0
586.5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,52,0,0,0,3,1,0,0,0,0,0,0,0,786,0,0,0,0,8621,136,0,0,0,0
587.5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,43,0,0,0,2,1,0,0,0,0,0,0,0,945,0,0,0,0,8772,150,0,0,0,0
588.5,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,36,0,0,0,1,1,0,0,0,0,0,0,0,1131,0,0,0,0,8928,165,0,0,0,0
589.5,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,1349,0,0,0,0,9090,182,0,0,0,0
590.5,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0,1602,0,0,0,0,9257,200,0,0,0,0
591.5,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,1894,0,0,0,0,9429,219,0,0,0,0
592.5,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,2229,0,0,0,0,9605,241,0,0,0,0
593.5,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,2612,0,0,0,0,9785,264,0,0,0,0
594.5,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,3047,0,0,0,0,9968,289,0,0,0,0
595.5,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,3538,0,0,0,0,10155,316,0,0,0,0
596.5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,4090,0,0,0,0,10343,345,0,0,0,0
597.5,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,4707,0,0,0,0,10534,376,0,0,0,0
598.5,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,5390,0,0,0,0,10726,410,0,0,0,0
599.5,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,6144,0,0,0,0,10918,446,0,0,0,0
600.5,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,6971,0,0,0,0,11109,485,0,0,0,0
601.5,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,7870,0,0,0,0,11299,527,0,0,0,0
602.5,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,8843,0,0,0,0,11487,571,0,0,0,0
603.5,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,9889,0,0,0,0,11671,619,0,0,0,0
604.5,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,11004,0,0,0,0,11851,669,0,0,0,0
605.5,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,12185,0,0,0,0,12026,723,0,0,0,0
606.5,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,13426,0,0,0,0,12194,780,0,0,0,0
607.5,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,14720,0,0,0,0,12354,840,0,0,0,0
608.5,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,16060,0,0,0,0,12505,904,0,0,0,0
609.5,0,0,0,0,0,0,631,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,17434,0,0,0,0,12646,972,1,0,0,0
610.5,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,18832,0,0,0,0,12775,1043,1,0,0,0
611.5,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,20240,0,0,0,0,12891,1118,2,0,0,0
612.5,0,0,0,0,0,0,882,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,21644,0,0,0,0,12993,1197,2,0,0,0
613.5,0,0,0,0,0,0,979,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,23029,0,0,0,0,13080,1279,2,0,0,0
614.5,0,0,0,0,0,0,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,24379,0,0,0,0,13150,1366,2,0,0,0
615.5,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,25678,0,0,0,0,13203,1457,3,0,0,0
