particle_size,12_500_1_00,12_500_1_01,12_500_1_02,12_500_2_00,12_500_2_01,12_500_2_02,30_600_2_00,30_600_2_01,30_600_2_02,30_600_1_00,30_600_1_01,30_600_1_02,12_500_12_00,12_500_12_01,12_500_12_02,3_250_2_00,3_250_2_01,3_250_2_02,3_250_1_00,3_250_1_01,3_250_1_02,14_500_2_00,14_500_2_01,14_500_2_02,14_500_1_00,14_500_1_01,14_500_1_02,23_800_2_00,23_800_2_01,23_800_2_02,23_800_1_00,23_800_1_01,23_800_1_02,32_500_2_00,32_500_2_01,32_500_2_02,32_500_1_00,32_500_1_01,32_500_1_02
616.5,0,0,0,0,0,0,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,26909,0,0,0,0,13236,1551,3,0,0,0
617.5,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,28057,0,0,0,0,13250,1649,4,0,0,0
618.5,0,0,0,0,0,0,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,29106,0,0,0,0,13242,1752,5,0,0,0
619.5,0,0,0,0,0,0,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,30041,0,0,0,0,13213,1858,5,0,0,0
620.5,0,0,0,0,0,0,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,30849,0,0,0,0,13162,1968,6,0,0,0
621.5,0,0,0,0,0,0,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,31517,0,0,0,0,13087,2081,7,0,0,0
622.5,0,0,0,0,0,0,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,32037,0,0,0,0,12989,2198,8,0,0,0
623.5,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,32400,0,0,0,0,12866,2319,9,0,0,0
624.5,0,0,0,0,0,0,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,32600,0,0,0,0,12720,2443,11,0,0,0
625.5,0,0,0,0,0,0,2457,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,32635,0,0,0,0,12550,2570,12,0,0,0
626.5,0,0,0,0,0,0,2579,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,32505,0,0,0,0,12356,2699,14,0,0,0
627.5,0,0,0,0,0,0,2695,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,32211,0,0,0,0,12139,2832,16,0,0,0
628.5,0,0,0,0,0,0,2803,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,31757,0,0,0,0,11900,2967,18,0,0,0
629.5,0,0,0,0,0,0,2903,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,31152,0,0,0,0,11638,3104,21,0,0,0
630.5,0,0,0,0,0,0,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,30403,0,0,0,0,11355,3243,24,0,0,0
631.5,0,0,0,0,0,0,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,631,0,0,0,0,0,0,0,29522,0,0,0,0,11053,3384,27,0,0,0
632.5,0,0,0,0,0,0,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,28522,0,0,0,0,10732,3526,31,0,0,0
633.5,0,0,0,0,0,0,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,27417,0,0,0,0,10394,3669,35,0,0,0
634.5,0,0,0,0,0,0,3226,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,0,0,0,0,0,0,0,26221,0,0,0,0,10041,3812,40,0,0,0
635.5,0,0,0,0,0,0,3249,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,0,0,0,0,0,0,0,24952,0,0,0,0,9675,3956,45,0,0,0
636.5,0,0,0,0,0,0,3257,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,0,0,0,0,0,0,0,23625,0,0,0,0,9297,4099,51,0,0,0
637.5,0,0,0,0,0,0,3249,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,0,0,0,0,0,0,0,22256,0,0,0,0,8909,4242,57,0,0,0
638.5,0,0,0,0,0,0,3226,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,0,0,0,0,0,0,0,20861,0,0,0,0,8513,4384,64,0,0,0
639.5,0,0,0,0,0,0,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,2394,0,0,0,0,0,0,0,19456,0,0,0,0,8112,4524,73,0,0,0
640.5,0,0,0,0,0,0,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,18055,0,0,0,0,7708,4662,82,0,0,0
641.5,0,0,0,0,0,0,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,3266,0,0,0,0,0,0,0,16671,0,0,0,0,7302,4798,92,0,0,0
642.5,0,0,0,0,0,0,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,3798,0,0,0,0,0,0,0,15317,0,0,0,0,6896,4931,103,0,0,0
643.5,0,0,0,0,0,0,2898,0,0,0,0,0,0,0,0,0,0,0,0,0,4401,0,0,0,0,0,0,0,14003,0,0,0,0,6494,5060,115,0,0,0
644.5,0,0,0,0,0,0,2795,0,0,0,0,0,0,0,0,1,0,0,0,0,5084,0,0,0,0,0,0,0,12738,0,0,0,0,6096,5186,129,0,0,0
645.5,0,0,0,0,0,0,2683,0,0,0,0,0,0,0,0,1,0,0,0,0,5852,0,0,0,0,0,0,0,11530,0,0,0,0,5705,5308,144,0,0,0
646.5,0,0,0,0,0,0,2563,0,0,0,0,0,0,0,0,1,0,0,0,0,6711,0,0,0,0,0,0,0,10385,0,0,0,0,5321,5425,160,0,0,0
647.5,0,0,0,0,0,0,2436,0,0,0,0,0,0,0,0,1,0,0,0,0,7666,0,0,0,0,0,0,0,9308,0,0,0,0,4948,5537,179,0,0,0
648.5,0,0,0,0,0,0,2304,0,0,0,0,0,0,0,0,1,0,1,0,0,8721,0,0,0,0,0,0,0,8302,0,0,0,0,4586,5644,199,0,0,0
649.5,0,0,0,0,0,0,2169,0,0,0,0,0,0,0,0,2,0,1,0,0,9880,0,0,0,0,0,0,0,7367,0,0,0,0,4236,5745,221,0,0,0
650.5,0,0,0,0,0,0,2031,0,0,0,0,0,0,0,0,2,0,2,0,0,11143,0,0,0,0,0,0,0,6507,0,0,0,0,3900,5840,245,0,0,0
651.5,0,0,0,0,0,0,1893,0,0,0,0,0,0,0,0,2,0,2,0,0,12510,0,0,0,0,0,0,0,5718,0,0,0,0,3578,5928,271,0,0,0
652.5,0,0,0,0,0,0,1755,0,0,0,0,0,0,0,0,2,0,3,0,0,13979,0,0,0,0,0,0,0,5001,0,0,0,0,3272,6009,299,0,0,0
653.5,0,0,0,0,0,0,1619,0,0,0,0,0,0,0,0,2,0,4,0,0,15544,0,0,0,0,0,0,0,4352,0,0,0,0,2981,6084,330,0,0,0
654.5,0,0,0,0,0,0,1486,0,0,0,0,0,0,0,0,2,0,5,0,0,17197,0,0,0,0,0,0,0,3769,0,0,0,0,2707,6150,364,0,0,0
655.5,0,0,0,0,0,0,1357,0,0,0,0,0,0,0,0,3,0,6,0,0,18928,0,0,0,0,0,0,0,3249,0,0,0,0,2450,6209,401,0,0,0
656.5,0,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,3,0,8,0,0,20722,0,0,0,0,0,0,0,2787,0,0,0,0,2209,6260,441,0,0,0
657.5,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0,3,0,10,0,0,22562,0,0,0,0,0,0,0,2379,0,0,0,0,1984,6303,484,0,0,0
658.5,0,0,0,0,0,0,1004,0,0,0,0,0,0,0,0,4,0,13,0,0,24427,0,0,0,0,0,0,0,2021,0,0,0,0,1776,6337,530,0,0,0
659.5,0,0,0,0,0,0,898,0,0,0,0,0,0,0,0,4,0,16,0,0,26294,0,0,0,0,0,0,0,1708,0,0,0,0,1584,6363,580,0,0,0
660.5,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,5,0,20,0,0,28137,0,0,0,0,0,0,0,1437,0,0,0,0,1407,6381,633,0,0,0
661.5,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,5,0,25,0,0,29928,0,0,0,0,0,0,0,1204,0,0,0,0,1246,6390,691,0,0,0
662.5,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,6,0,31,0,0,31636,0,0,0,0,0,0,0,1003,0,0,0,0,1099,6390,753,0,0,0
663.5,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,6,0,39,0,0,33232,0,0,0,0,0,0,0,832,0,0,0,0,965,6381,819,0,0,0
664.5,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,7,0,48,0,0,34685,0,0,0,0,0,0,0,687,0,0,0,0,845,6364,890,0,0,0
665.5,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,8,0,59,0,0,35964,0,0,0,0,0,0,0,564,0,0,0,0,737,6339,965,0,0,0
666.5,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,9,0,72,0,0,37042,0,0,0,0,0,0,0,462,0,0,0,0,640,6305,1045,0,0,0
667.5,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,10,0,88,0,0,37895,0,0,0,0,0,0,0,376,0,0,0,0,553,6263,1130,0,0,0
668.5,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,12,0,108,0,0,38500,0,0,0,0,0,0,0,304,0,0,0,0,477,6213,1221,0,0,0
669.5,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,13,0,131,0,0,38841,0,0,0,0,0,0,0,245,0,0,0,0,409,6156,1316,0,0,0
670.5,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,15,0,158,0,0,38907,0,0,0,0,0,0,0,197,0,0,0,0,350,6090,1417,0,0,0
671.5,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,17,0,191,0,0,38692,0,0,0,0,0,0,0,157,0,0,0,0,298,6017,1524,0,0,0
672.5,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,19,0,230,0,0,38196,0,0,0,0,0,0,0,125,0,0,0,0,253,5938,1636,0,0,0
673.5,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,22,0,276,0,0,37428,0,0,0,0,0,0,0,99,0,0,0,0,214,5851,1754,0,0,0
674.5,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,25,0,331,0,0,36400,0,0,0,0,0,0,0,78,0,0,0,0,180,5758,1878,0,0,0
675.5,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,28,0,395,0,0,35131,0,0,0,0,0,0,0,61,0,0,0,0,151,5660,2007,0,0,0
676.5,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,31,0,469,0,0,33645,0,0,0,0,0,0,0,48,0,0,0,0,126,5555,2142,0,0,0
677.5,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,36,0,557,0,0,31972,0,0,0,0,0,0,0,37,0,0,0,0,104,5445,2283,0,0,0
678.5,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,40,0,658,0,0,30143,0,0,0,0,0,0,0,29,0,0,0,0,86,5331,2430,0,0,0
679.5,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,46,0,776,0,0,28192,0,0,0,0,0,0,0,22,0,0,0,0,71,5212,2583,0,0,0
680.5,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,52,0,911,0,0,26156,0,0,0,0,0,0,0,17,0,0,0,0,59,5089,2741,0,0,0
681.5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,58,0,1068,0,0,24071,0,0,0,0,0,0,0,13,0,0,0,0,48,4963,2904,0,0,0
682.5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,66,0,1247,0,0,21970,0,0,0,0,0,0,0,10,0,0,0,0,39,4833,3073,0,0,0
683.5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,75,0,1452,0,0,19887,0,0,0,0,0,0,0,7,0,0,0,0,32,4701,3247,0,0,0
684.5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,84,0,1685,0,0,17852,0,0,0,0,0,0,0,6,0,0,0,0,25,4566,3426,0,0,0
685.5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,95,0,1950,0,0,15890,0,0,0,0,0,0,0,4,0,0,0,0,20,4429,3609,0,0,0
686.5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,107,0,2250,0,0,14024,0,0,0,0,0,0,0,3,0,0,0,0,16,4291,3797,0,0,0
687.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,121,0,2588,0,0,12272,0,0,0,0,0,0,0,2,0,0,0,0,13,4152,3989,0,0,0
688.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,136,0,2968,0,0,10647,0,0,0,0,0,0,0,2,0,0,0,0,10,4013,4184,0,0,0
689.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,153,0,3392,0,0,9157,0,0,0,0,0,0,0,1,0,0,0,0,8,3873,4383,0,0,0
690.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,172,0,3866,0,0,7806,0,0,0,0,0,0,0,0,0,0,0,0,6,3733,4585,0,0,0
691.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,193,0,4393,0,0,6597,0,0,0,0,0,0,0,0,0,0,0,0,5,3593,4789,0,0,0
692.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,216,0,4975,0,0,5526,0,0,0,0,0,0,0,0,0,0,0,0,4,3455,4996,0,0,0
693.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,5618,0,0,4588,0,0,0,0,0,0,0,0,0,0,0,0,3,3317,5203,0,0,0
694.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,6325,0,0,3775,0,0,0,0,0,0,0,0,0,0,0,0,2,3181,5412,0,0,0
695.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,7098,0,0,3078,0,0,0,0,0,0,0,0,0,0,0,0,2,3047,5621,0,0,0
696.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,7941,0,0,2488,0,0,0,0,0,0,0,0,0,0,0,0,1,2915,5830,0,0,0
697.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,8857,0,0,1992,0,0,0,0,0,0,0,0,0,0,0,0,1,2785,6039,0,0,0
698.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,9847,0,0,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,2657,6245,0,0,0
699.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,10915,0,0,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,2532,6450,0,0,0
700.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,12061,0,0,968,0,0,0,0,0,0,0,0,0,0,0,0,0,2410,6653,0,0,0
701.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,13286,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,2291,6852,0,0,0
702.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,14590,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,2175,7047,0,0,0
703.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,15972,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,2063,7237,0,0,0
704.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,0,17430,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,7423,0,0,0
705.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,18962,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,1848,7603,0,0,0
706.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,20564,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,1746,7776,0,0,0
707.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,22232,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1647,7942,0,0,0
708.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,0,23960,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,8101,0,0,0
709.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,25741,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1461,8251,0,0,0
710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,0,27568,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,8393,0,0,0
711.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,29432,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,8525,0,0,0
712.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540,0,31322,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,8648,0,0,0
713.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667,0,33229,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,8761,0,0,0
714.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,0,35141,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,8863,0,0,0
715.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942,0,37045,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,991,8954,0,0,0
716.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090,0,38929,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,925,9033,0,0,0
717.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,40779,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,862,9102,0,0,0
718.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404,0,42582,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,803,9158,0,0,0
719.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570,0,44323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,747,9202,0,0,0
720.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2742,0,45989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,9234,0,0,0
721.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2918,0,47565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,9254,0,0,0
722.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,0,49039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,9262,0,0,0
723.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3285,0,50396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,9257,0,0,0
724.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3473,0,51626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,9240,0,0,0
725.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3665,0,52717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,9211,0,0,0
726.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3857,0,53659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,9170,0,0,0
727.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4051,0,54443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,9117,0,0,0
728.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4245,0,55061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,9052,0,0,0
729.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4438,0,55507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,8976,0,0,0
730.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630,0,55776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,8889,0,0,0
731.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4818,0,55867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,8792,0,0,0
732.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5002,0,55778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,8684,0,0,0
733.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5181,0,55509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,8566,0,0,0
734.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5354,0,55063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,8439,0,0,0
735.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520,0,54444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,8304,0,0,0
736.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5678,0,53659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,8159,0,0,0
737.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5826,0,52713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,8008,0,0,0
738.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5964,0,51617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7849,0,0,0
739.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6091,0,50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,7683,0,0,0
740.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6206,0,49012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,7511,0,0,0
741.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6308,0,47527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,7334,0,0,0
742.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6396,0,45937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,7151,0,0,0
743.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6470,0,44256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,6965,0,0,0
744.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6529,0,42498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,6775,0,0,0
745.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6573,0,40677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,6581,0,0,0
746.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6602,0,38807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,6386,0,0,0
747.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6614,0,36902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6188,0,0,0
748.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611,0,34977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5989,0,0,0
749.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6592,0,33043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5789,0,0,0
750.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6558,0,31115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5589,0,0,0
751.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6507,0,29203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5389,0,0,0
752.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6442,0,27320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5190,0,0,0
753.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6362,0,25474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4992,0,0,0
754.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6268,0,23675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4796,0,0,0
755.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6161,0,21931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4602,0,0,0
756.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6040,0,20249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4410,0,0,0
757.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5908,0,18635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4221,0,0,0
758.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5765,0,17094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4035,0,0,0
759.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5612,0,15628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3853,0,0,0
760.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5450,0,14241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3675,0,0,0
761.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5280,0,12935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3500,0,0,0
762.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5103,0,11710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3330,0,0,0
763.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4921,0,10566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3165,0,0,0
764.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4733,0,9503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3004,0,0,0
765.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4542,0,8519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2847,0,0,0
766.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4348,0,7611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2696,0,0,0
767.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4152,0,6778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2550,0,0,0
768.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956,0,6016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2409,0,0,0
769.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760,0,5323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2273,0,0,0
770.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3566,0,4693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2142,0,0,0
771.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3373,0,4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2016,0,0,0
772.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3183,0,3614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1896,0,0,0
773.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2997,0,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1780,0,0,0
774.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2816,0,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1670,0,0,0
