particle_size,std_after_125_1_1_00,std_after_125_1_1_01,std_after_125_1_1_02,std_after_125_1_2_00,std_after_125_1_2_01,std_after_125_1_2_02,std_after_125_2_1_00,std_after_125_2_1_01,std_after_125_2_1_02,std_after_125_2_2_00,std_after_125_2_2_01,std_after_125_2_2_02,std_after_125_3_1_00,std_after_125_3_1_01,std_after_125_3_1_02,std_after_125_3_2_00,std_after_125_3_2_01,std_after_125_3_2_02,std_after_125_4_1_00,std_after_125_4_1_01,std_after_125_4_1_02,std_after_125_4_2_00,std_after_125_4_2_01,std_after_125_4_2_02,std_after_125_5_1_00,std_after_125_5_1_01,std_after_125_5_1_02,std_after_125_5_2_00,std_after_125_5_2_01,std_after_125_5_2_02,std_after_125_6_1_00,std_after_125_6_1_01,std_after_125_6_1_02,std_after_125_6_2_00,std_after_125_6_2_01,std_after_125_6_2_02,std_before_125_6_1_00,std_before_125_6_1_01,std_before_125_6_1_02,std_before_125_6_2_00,std_before_125_6_2_01,std_before_125_6_2_02,std_before_125_1_1_00,std_before_125_1_1_01,std_before_125_1_1_02,std_before_125_1_2_00,std_before_125_1_2_01,std_before_125_1_2_02,std_before_125_2_2_00,std_before_125_2_2_01,std_before_125_2_2_02,std_before_125_3_1_00,std_before_125_3_1_01,std_before_125_3_1_02,std_before_125_3_2_00,std_before_125_3_2_01,std_before_125_3_2_02,std_before_125_5_1_00,std_before_125_5_1_01,std_before_125_5_1_02,std_before_125_5_2_00,std_before_125_5_2_01,std_before_125_5_2_02,std_before_125_4_1_00,std_before_125_4_1_01,std_before_125_4_1_02,std_before_125_4_2_00,std_before_125_4_2_01,std_before_125_4_2_02
140.5,466301,202002,178556,3573923,4323586,4709577,201798,759401,284469,353989,1384816,965534,2006735,1182613,410418,1282510,2051617,748922,1012112,689932,238124,1226180,1792441,1189459,774705,267460,213090,1981603,2615955,2620021,622368,584069,127186,1484479,2540760,1451478,620962,388090,380895,972354,2016298,1496249,2814983,142450,595412,2912259,833403,1924870,384083,1841397,307392,450626,580756,710097,1711245,1200776,1165775,922959,423178,401970,3171749,741811,2521660,387619,267845,204562,1531721,731808,872349
141.5,501902,230678,163587,3205156,4071595,4674190,227038,714864,329901,480965,1260342,933026,1975886,1218897,428590,1328827,2045249,691226,1028002,665527,240349,1162928,1814833,1162210,610859,244058,199643,1907201,2779759,2877803,604515,557711,132615,1640808,2626961,1543431,621624,334796,387836,1057614,2058216,1507135,2674067,150845,582556,2827242,796431,1870264,275610,1348185,172724,530819,603562,784635,1663383,1119822,1057698,1008475,493860,368644,3059112,694342,2462607,374440,306586,200220,1402643,754562,860869
142.5,540381,265561,151041,2874900,3836999,4627040,258521,672943,379512,651161,1142575,910967,1917839,1247078,449284,1374462,2024841,639136,1042558,641983,243816,1103691,1825254,1135003,469043,223859,188694,1826674,2933018,3071793,587694,529453,139219,1795103,2682426,1628999,622455,284038,395821,1135432,2085867,1495957,2448698,162142,568124,2703578,762560,1810520,197921,981386,94599,623520,634078,862293,1603336,1034278,957797,1101603,577729,343945,2915174,649655,2379632,359427,351407,195093,1274989,776775,851561
143.5,580678,307538,140541,2582157,3617002,4567001,297244,633193,431939,874194,1032650,899092,1835144,1267104,472302,1418820,1989867,592789,1055985,618913,248402,1048128,1822673,1107142,350880,206586,179921,1741522,3064647,3183822,571614,500107,147022,1941971,2702723,1703543,623200,237212,404678,1201890,2097613,1463097,2156140,176591,551983,2546551,732021,1746377,142384,711017,50538,728060,671917,939800,1532503,947102,866564,1200759,675169,326890,2744740,607891,2276425,342983,402262,189076,1152847,797656,844756
144.5,621442,357490,131783,2324930,3409257,4493414,344252,595249,485323,1158508,931307,897178,1731969,1279282,497404,1461289,1940462,552187,1068350,595991,253976,995935,1806664,1077961,255926,191982,173062,1653282,3162748,3203639,556055,470461,156063,2075913,2685211,1762381,623621,195261,414220,1253473,2092375,1410421,1821276,194477,534076,2363362,704944,1678605,102709,513189,26356,842595,716312,1012777,1452808,860969,784202,1303629,785676,316701,2553693,569149,2157187,325573,458664,182129,1039116,816367,840710
145.5,661049,416203,124516,2100592,3211909,4406135,400543,558821,537421,1509196,838917,905048,1613580,1284178,524308,1501242,1877417,517232,1079526,572954,260399,946837,1777428,1046872,182201,179812,167909,1563462,3215800,3130716,540858,441228,166388,2191751,2629352,1801207,623496,158669,424250,1287465,2069717,1341020,1472543,216092,514419,2162360,681366,1607967,74352,369302,13427,963911,765917,1075889,1366542,778119,710657,1407123,907534,312794,2348532,533488,2026319,307683,519553,174281,935581,832041,839598
146.5,697663,484270,118538,1906191,3023587,4305543,466922,523686,585806,1925342,755537,922554,1485731,1282505,552682,1538041,1802119,487758,1089155,549601,267518,900586,1735771,1013404,126785,169869,164294,1473471,3214134,2974152,525925,413008,178050,2285053,2536817,1816543,622622,127513,434553,1302279,2029875,1258813,1137208,241708,493095,1952192,661247,1535199,54057,265143,6687,1087373,818609,1123231,1276180,700274,645672,1507387,1037577,314753,2135884,500934,1888128,289781,583193,165622,843077,843819,841515
147.5,729344,561953,113683,1738677,2843384,4192520,543808,489686,628115,2397372,680963,949548,1354059,1275009,582150,1571037,1716448,463564,1096610,525797,275167,856959,1683031,977238,86378,161972,162084,1384569,3151468,2750736,511212,386272,191104,2352483,2411357,1806150,620813,101553,444899,1297640,1973747,1168100,837179,271526,470246,1741016,644475,1460988,39497,190020,3259,1207106,871321,1148972,1184200,628625,588840,1599929,1171094,322287,1922055,471478,1746588,272293,647134,156299,761698,850885,846473
148.5,754188,649040,109821,1595060,2670795,4068397,630986,456718,662322,2905216,614799,985823,1223599,1262357,612301,1599579,1622635,444438,1100977,501467,283165,815752,1620963,938244,57732,155972,161178,1297826,3026170,2481782,496721,361357,205602,2392045,2258451,1769326,617905,80328,455043,1274601,1902831,1073122,586358,305633,446068,1535880,630876,1385965,29019,135989,1555,1316436,919974,1148212,1092914,563869,539653,1679850,1301967,335167,1712667,445084,1605181,255581,708276,146499,691007,852512,854399
149.5,770502,744708,106848,1472519,2505662,3934882,727342,424730,686973,3418183,556512,1031034,1098451,1245052,642697,1623027,1523104,430185,1101057,476598,291321,776778,1551597,896492,37939,151751,161498,1214099,2841945,2189598,482489,338476,221592,2403181,2084784,1707044,613756,63256,464726,1235384,1819122,977710,389999,343947,420797,1342333,620228,1310693,21450,97207,727,1408550,959594,1117902,1004345,506289,497551,1742189,1423086,353148,1512391,421695,1466788,239936,763050,136437,630218,848102,865128
150.5,776967,847397,104684,1368462,2348084,3793960,830607,393711,701341,3897232,505491,1084602,981640,1223376,672890,1640758,1420316,420636,1095395,451230,299433,739868,1477094,852261,24577,149222,162990,1134018,2607693,1894428,468583,317730,239109,2386728,1897639,1621879,608249,49714,473684,1183079,1724980,885055,245883,386163,394698,1164278,612256,1235674,15959,69409,334,1477317,984679,1057637,920143,455835,461956,1782362,1527024,375862,1324816,401243,1333663,225575,807735,126334,578341,837231,878396
151.5,772787,954742,103267,1280551,2198343,3647787,937180,363685,705468,4299767,461087,1145601,875118,1197351,702438,1652188,1316625,415666,1082351,425455,307299,704862,1399602,806014,15739,148326,165611,1057993,2336523,1612408,455085,299132,258169,2344744,1704284,1517745,601293,39093,481646,1121276,1622985,797588,146687,431711,368057,1004025,606645,1161348,11956,49504,150,1518088,989847,970075,841554,412228,432304,1796641,1606886,402702,1152419,383648,1207447,212643,838868,116404,534291,819683,893834
152.5,757787,1063579,102555,1206711,2056827,3498587,1042099,334703,700108,4586252,422648,1212633,779884,1166746,730922,1656791,1214163,415198,1060220,399407,314716,671617,1321138,758377,9993,149037,169334,986220,2044067,1354684,442088,282623,278763,2280250,1511426,1399487,592829,30837,488347,1053680,1515782,716981,82661,479737,341168,862497,603035,1088105,9022,35263,66,1528340,970739,860827,769420,375036,408066,1782609,1657195,432677,996631,368833,1089220,201230,853689,106840,496958,795474,910962
153.5,732441,1170038,102520,1145120,1923952,3348546,1139234,306832,686579,4727180,389547,1283720,696171,1131101,757962,1654117,1114756,419203,1027403,373251,321494,639999,1243499,710084,6312,151354,174140,918701,1746454,1127540,429683,268091,300850,2196911,1324801,1272383,582827,24462,493531,983784,1405945,644215,43927,529104,314322,739518,601026,1016283,6859,25079,29,1508007,925003,737747,704220,343749,388763,1739512,1674621,464290,857968,356725,979583,191376,850554,97801,465248,764864,929181
154.5,697834,1269739,103148,1094190,1800112,3199730,1221742,280151,666564,4708579,361195,1356214,623645,1089796,783235,1643819,1019882,427699,982635,347178,327458,609884,1168201,661929,3980,155305,180015,855274,1458372,933188,417956,255388,324343,2098724,1148925,1141656,571290,19564,496965,914629,1295858,579703,21977,578432,287800,634117,600182,946185,5255,17802,12,1459436,853121,609766,646126,317832,373971,1668446,1658422,495450,736203,347260,878743,183085,829202,89413,438103,728355,947778
155.5,655546,1358086,104436,1052543,1685636,3054014,1282780,254740,641905,4534536,337054,1426772,561596,1042149,806479,1625674,930653,440743,925234,321389,332458,581158,1096451,614707,2515,160940,186945,795633,1191580,770862,406981,244343,349105,1989723,987001,1012043,558257,15813,498444,848673,1187627,523425,10336,626172,261864,544826,600029,878080,4058,12607,5,1386985,758799,485534,595065,296765,363325,1572326,1610483,523471,630551,340389,786603,176339,790838,81762,414511,686670,965927
156.5,607498,1430615,106394,1018986,1580757,2913036,1316383,230675,614424,4226049,316640,1491410,509096,987546,827503,1599599,847830,458410,855356,296092,336376,553717,1029150,569164,1598,168329,194915,739364,954094,637912,396815,234769,374941,1873746,840964,887495,543798,12947,497800,787747,1083015,475059,4563,670706,236754,469911,600069,812210,3159,8902,2,1296367,648683,372196,550788,280067,356516,1455629,1534967,545208,539842,336084,702844,171105,737983,74900,393507,640719,982711
157.5,555765,1483385,109042,992486,1485602,2778165,1318380,208021,585778,3816636,299525,1545670,465126,925594,846185,1565676,771858,480779,774186,271484,339128,527465,966907,525959,1025,177555,203900,685976,750078,530732,387500,226474,401585,1754254,711632,771010,528016,10760,494912,733101,983425,434099,1888,710471,212676,407569,599785,748793,2479,6264,0,1193876,531382,274583,512927,267312,353287,1323952,1437677,557366,462680,334335,626994,167344,674147,68848,374177,591548,997142
158.5,502396,1513332,112409,972150,1400197,2650494,1287132,186828,557379,3346028,285336,1584911,428655,856282,862466,1524152,702912,507899,684022,247749,340669,502313,910074,485628,666,188712,213864,634935,580301,445438,379054,219264,428701,1634227,598911,664598,511044,9095,489710,685480,889889,399948,732,744078,189808,356050,598662,688023,1962,4390,0,1085665,415985,194957,481046,258138,353422,1183449,1325255,556963,397571,335156,558494,165016,603361,63606,355665,540288,1008200
159.5,449257,1518558,116535,957201,1324474,2530842,1223927,167130,530353,2853639,273753,1604714,398701,780127,876345,1475449,640949,539749,588189,225051,340993,478183,858787,448581,441,201888,224757,585702,442947,378313,371477,212951,455878,1516112,502026,569348,493042,7834,482183,645241,803093,371988,265,770428,168290,313740,596199,630075,1566,3062,0,977176,310483,133272,454679,252240,356734,1040238,1204396,541900,343023,338587,496741,164088,529690,59152,337189,488095,1014880
160.5,397922,1498516,121466,946963,1258288,2419778,1132919,148938,505545,2373307,264500,1601361,374352,698276,887858,1420156,585761,576200,490761,203524,340132,455001,813000,415092,298,217159,236503,537769,334533,326043,364751,207350,482633,1401822,419746,485579,474189,6885,472376,612455,723415,349625,90,788789,148229,279207,591935,575099,1260,2125,0,872780,220520,87780,433354,249370,363054,899870,1081200,511503,297614,344689,441125,164530,456807,55459,318075,436088,1016250
161.5,349606,1454050,127257,940844,1201447,2317637,1020582,132244,483542,1930152,257349,1572340,354779,612531,897071,1359019,537021,616957,396115,183275,338151,432706,772527,385319,206,234572,249004,490705,250754,285828,358836,202290,508420,1292765,350579,413007,454683,6184,460396,587006,650970,332322,28,798838,129695,251212,585470,523216,1023,1466,0,775646,148815,55766,416612,249327,372209,766929,960725,466863,260037,353547,391058,166325,387683,52493,297784,385299,1011502
162.5,305154,1387308,133966,938327,1153725,2224559,894814,117023,464716,1539660,252109,1516765,339236,525267,904053,1292911,494333,661506,308383,164378,335147,411237,737071,359317,147,254124,262131,444200,187149,255388,353678,197611,532641,1189905,292929,350930,434730,5680,446402,568664,585660,319613,8,800663,112727,228709,576490,474522,838,1005,0,687780,95312,34218,404012,251946,384003,644805,846783,410859,229125,365262,345986,169458,324441,50221,275963,336632,1000020
163.5,265059,1301533,141657,938958,1114897,2140516,763863,103230,449267,1208553,248623,1435640,327044,439246,908866,1222812,457259,709065,230906,146876,331239,390547,706254,337063,108,275749,275722,398099,139546,232927,349204,193172,554669,1093822,245211,298390,414542,5342,430604,557136,527223,311109,2,794720,97329,210828,564782,429078,692,684,0,610191,57896,20312,395131,257079,398197,535632,741922,347769,203861,379949,305403,173924,268342,48614,252477,290828,981426
164.5,229511,1200769,150394,942344,1084752,2065342,635311,90803,437262,936710,246766,1331897,317586,357329,911544,1149770,425353,758537,165836,130785,326563,370591,679626,318482,83,299286,289580,352444,104312,217077,345327,188850,573868,1004787,205932,254306,394328,5144,413253,552091,475284,306498,0,781769,83481,196863,550253,386914,576,462,0,543110,33345,11687,389549,264577,414481,440384,647557,282564,183374,397726,268858,179720,219884,47651,227441,248452,955619
165.5,198462,1089512,160238,948142,1063118,1998767,515298,79672,428662,719440,246441,1210164,310284,282151,912077,1074863,398178,808496,113951,116092,321266,351330,656686,303465,65,324466,303477,307484,78438,206833,341949,184547,589628,922825,173739,217571,374287,5075,394630,553152,429390,305540,0,762779,71136,186244,532935,348023,484,310,0,486225,18211,6531,386843,274273,432450,359065,564180,220043,166935,418702,235952,186846,178969,47320,201217,209886,922799
166.5,171691,972363,171244,956059,1049875,1940438,408095,69753,423349,549571,247574,1076289,304596,215798,910404,999165,375326,857190,74740,102763,315498,332734,636881,291898,54,350892,317149,263676,59535,201491,338959,180187,601396,847780,147438,187128,354607,5129,375035,559875,389049,308050,0,738841,60227,178521,512983,312364,411,206,0,438887,9436,3553,386564,285949,451583,290948,491598,164064,153939,442959,206335,195297,145081,47622,174393,175338,883460
167.5,148863,853711,183454,965853,1044966,1889940,316032,60958,421131,419081,250115,936713,300001,159579,906399,923704,356423,902592,46696,90743,309407,314776,619610,283669,46,378024,330305,221648,45762,200601,336238,175724,608706,779360,126001,162006,335457,5308,354779,571694,353754,313891,0,711080,50670,173345,490669,279861,351,136,0,400279,4643,1886,388213,299314,471225,234828,429155,117058,143899,470534,179709,205059,117459,48569,147718,144857,838370
168.5,129584,737473,196891,977325,1048413,1846816,239719,53196,421740,320196,254032,797773,295999,113920,899867,849433,341135,942491,27742,79966,303134,297433,604227,278688,42,405178,342635,182139,35736,203924,333659,171135,611215,717186,108560,141342,316986,5620,334166,587843,323004,322950,0,680581,42368,170450,466359,250410,303,89,0,369542,2172,980,391223,313972,490579,189247,375924,79920,136424,501389,155814,216105,95238,50183,122016,118359,788525
169.5,113438,626907,211550,990326,1060314,1810581,178443,46374,424822,246007,259310,665078,292112,78415,890552,777204,329176,974631,15649,70352,296811,280689,590036,276889,39,431538,353813,145907,28434,211390,331094,166426,608721,660825,94392,124392,299320,6085,313490,607269,296320,335119,0,648335,35218,169639,440491,223877,263,58,0,345857,967,499,394938,329399,508708,152664,330851,52236,131208,535384,134426,228388,77545,52502,98083,95648,735086
170.5,100019,524511,227391,1004749,1080850,1780727,130624,40400,429916,190725,265951,543044,287895,52003,878134,707746,320299,996885,8372,61816,290554,264528,576296,278236,39,456181,363517,113628,23114,223071,328409,161624,601189,609811,82899,110523,282560,6727,293022,628533,273252,350269,0,615201,29109,170772,413551,200108,231,37,0,328493,411,250,398598,344924,524565,123592,292864,32716,128019,572239,115347,241835,63573,55571,76590,76453,679308
171.5,88947,431996,244329,1020534,1110280,1756736,94240,35187,436427,149705,273968,434647,282946,33214,862253,641655,314302,1007444,4245,54268,284465,248940,562233,282716,40,478117,371433,85795,19243,239142,325474,156773,588748,563673,73598,99205,266785,7583,273002,649730,253388,368216,0,581892,23932,173756,386039,178932,204,24,0,316831,167,123,401340,359725,537031,100675,260931,19663,126681,611500,98403,256338,52609,59446,58003,60447,622461
172.5,79883,350318,262221,1037660,1148939,1738083,67169,30650,443604,119336,283387,341406,276926,20431,842527,579386,311022,1005007,2040,47619,278630,233917,547056,290339,43,496348,377276,62647,16442,259841,322163,151935,571697,521941,66095,90003,252049,8702,253638,668454,236355,388689,0,548969,19578,178530,358443,160165,182,15,0,310366,65,60,402213,372839,544982,82727,234105,11362,127067,652503,83434,271751,44047,64187,42541,47274,565766
173.5,72529,279771,280866,1056151,1197218,1724237,47410,26712,450522,96880,294241,263540,269576,12112,818583,521260,310326,988931,928,41780,273120,219454,529988,301113,48,509933,380802,44134,14442,285421,318355,147181,550482,484159,60079,82559,238387,10146,235101,681842,221817,411292,0,516848,15944,185064,331216,143619,164,10,0,308696,24,29,400219,383207,547374,68750,211539,6326,129080,694343,70289,287881,37392,69851,30182,36573,510325
174.5,66631,220094,299987,1076066,1255557,1714670,33223,23300,456075,80298,306571,200257,260737,6927,790098,467467,312113,959336,401,36668,267989,205545,510309,315032,57,518067,381819,29933,13060,316083,313941,142586,525676,449890,55299,76585,225815,11995,217524,686755,209476,435470,0,485818,12932,193342,304759,129104,149,6,0,311493,9,14,394383,389734,543338,57924,192486,3404,132642,735859,58825,304486,32243,76491,20694,27989,457082
175.5,61976,170614,319235,1097498,1324410,1708852,23173,20348,459002,68094,320421,150081,250353,3828,756838,418083,316299,917114,164,32201,263276,192187,487410,332037,69,520144,380200,19508,12169,351895,308821,138226,497946,418718,51559,71849,214331,14344,201004,680098,199072,460473,0,456058,10453,203358,279407,116434,136,4,0,318471,3,7,383841,391389,532281,49592,176295,1776,137674,775634,48901,321268,28287,84139,13703,21189,406791
176.5,58389,130369,338190,1120572,1404223,1706258,16130,17799,457946,59184,335833,111171,238484,2049,718711,373082,322814,863873,64,28306,259008,179379,460857,351981,88,515818,375891,12200,11689,392698,302912,134175,468014,390254,48708,68164,203921,17308,185604,659295,190371,485346,0,427657,8424,215102,255422,105429,125,2,0,329328,1,3,367961,387314,513966,43236,162406,901,144074,812020,40378,337877,25281,92800,8758,15867,360008
177.5,55729,98238,356358,1145436,1495387,1706368,11232,15598,451564,52791,352845,81585,225291,1065,675808,332354,331584,801792,24,24915,255196,167118,430458,374575,115,505044,368916,7312,11578,437996,296144,130501,436622,364131,46630,65386,194560,21018,171357,622841,183172,508918,0,400635,6774,228553,232994,95921,116,1,0,343687,0,1,346456,376948,488578,38460,150330,446,151691,843194,33120,353910,23039,102432,5402,11753,317091
178.5,53882,73037,373192,1172259,1598195,1708674,7845,13700,438674,48367,371482,59469,211026,539,628445,295722,342525,733425,8,21964,251843,155401,396317,399341,156,488086,359376,4197,11822,486861,288466,127265,404494,340006,45239,63401,186214,25615,158267,570829,177297,529839,0,374963,5438,243667,212246,87753,109,0,0,361020,0,0,319490,360127,456739,34964,139649,217,160297,867253,26991,368917,21422,112937,3216,8611,278215
179.5,52759,53607,388109,1201222,1712782,1712679,5508,12062,418442,45538,391752,43173,196005,267,577187,262962,355523,661475,3,19399,248940,144226,358871,425551,216,465505,347447,2307,12433,537850,279844,124520,372303,317560,44475,62120,178842,31240,146320,505267,172587,546637,0,350577,4362,260364,193237,80780,102,0,0,380556,0,0,287733,337160,419485,32530,129999,104,169555,882335,21862,382413,20328,124142,1847,6240,243406
180.5,52289,38872,400510,1232516,1839071,1717902,3898,10649,390579,44057,413637,31304,180580,130,522855,233815,370420,588571,0,17169,246468,133590,318891,452185,307,438117,333371,1215,13455,588979,270264,122311,340649,296501,44301,61480,172401,38017,135482,430042,168903,557813,0,327396,3499,278513,175976,74875,97,0,0,401206,0,0,252352,308837,378187,31008,121072,49,178988,886772,17606,393890,19687,135791,1025,4472,212559
181.5,52417,27869,409816,1266330,1976700,1723888,2786,9430,355498,43779,437083,22738,165110,62,466502,208002,386990,517077,0,15230,244400,123488,277448,477903,445,406929,317444,613,14962,637763,259730,120673,310042,276559,44698,61436,166844,46022,125704,350446,166119,561972,0,305328,2809,297926,160430,69922,93,0,0,421490,0,0,214924,276383,334441,30305,112607,23,187966,879256,14105,402839,19449,147539,549,3169,185475
182.5,53100,19773,415502,1302845,2124964,1730208,2016,8377,314392,44643,461989,16594,149934,30,409374,185236,404920,448955,0,13543,242702,113916,235824,501065,655,373060,300004,297,17065,681352,248265,119637,280887,257492,45666,61958,162121,55254,116932,272315,164122,557968,0,284285,2259,318341,146532,65822,89,0,0,439526,0,0,177261,241340,289929,30378,104392,11,195697,858999,11248,408773,19586,158950,284,2221,161893
183.5,54301,13899,417131,1342226,2282752,1736469,1479,7467,269184,46654,488197,12205,135348,14,352826,165231,423793,385686,0,12075,241331,104866,195392,519795,975,337661,281415,138,19920,716760,235915,119226,253492,239088,47221,63033,158186,65589,109101,200988,162805,545066,0,264185,1821,339415,134196,62489,86,0,0,453088,0,0,141191,205400,246268,31232,96267,5,201268,825870,8935,411250,20088,169520,143,1538,141508
184.5,55986,9689,414388,1384615,2448503,1742315,1103,6680,222337,49882,515477,9075,121591,7,298235,147711,443068,328251,0,10796,240238,96330,157474,532111,1461,301839,262049,62,23745,741171,222746,119454,228062,221167,49396,64659,154987,76743,102146,140388,162070,523061,0,244962,1473,360717,123319,59849,84,0,0,459772,0,0,108320,170227,204883,32922,88126,2,203712,780473,7076,409908,20956,178694,69,1054,124002
185.5,58120,6708,407110,1430117,2620178,1747435,836,5999,176523,54455,543520,6841,108838,3,246890,132412,462069,277166,0,9679,239369,88300,123194,536125,2195,266593,242276,27,28828,752280,208842,120332,204714,203590,52237,66849,152476,88241,96001,92488,161822,492371,0,226562,1196,381729,113794,57842,82,0,0,457290,0,0,79835,137273,166907,35552,79916,1,202127,724171,5591,404491,22202,185912,33,713,109053
186.5,60664,4619,395304,1478791,2795253,1751566,647,5408,134241,60555,571923,5243,97202,2,199895,119090,479988,232546,0,8703,238662,80764,93364,530287,3293,232762,222443,11,35546,748621,194313,121861,183490,186256,55810,69629,150605,99409,90598,57292,161970,454044,0,208951,977,401846,105509,56418,81,0,0,443855,0,0,56387,107656,133123,39286,71644,0,195829,659009,4413,394874,23848,190653,15,477,96354
187.5,63567,3168,379159,1530641,2970753,1754497,510,4896,97442,68413,600182,4098,86734,0,158079,107517,495892,194192,0,7848,238052,73711,68415,513643,4913,201005,202868,5,44384,729793,179288,124034,164365,169117,60191,73034,149323,109400,85875,33277,162426,409693,0,192110,803,420396,98360,55539,80,0,0,418609,0,0,38073,82077,103949,44354,63366,0,184514,587577,3482,381086,25925,192488,7,316,85618
188.5,66769,2167,359042,1585602,3143308,1756068,411,4452,67283,78303,627690,3273,77439,0,121947,97489,508761,161684,0,7097,237470,67126,48387,486062,7265,171789,183830,2,55952,696564,163918,126834,147269,152172,65473,77116,148581,117274,81771,18079,163102,361351,0,176037,664,436652,92243,55173,79,0,0,381979,0,0,24520,60822,79472,51065,55183,0,168394,512793,2750,363325,28464,191134,3,206,76584
189.5,70191,1482,335482,1643527,3309253,1756172,339,4066,44049,90523,653739,2679,69283,0,91656,88822,517534,134462,0,6437,236843,60995,32973,448368,10610,145396,165562,0,70988,650799,148375,130230,132093,135476,71763,81940,148327,122117,78228,9168,163912,311266,0,160738,554,449873,87066,55299,79,0,0,335833,0,0,15029,43809,59497,59817,47233,0,148262,437652,2176,341956,31498,186487,1,133,69020
190.5,73737,1014,309145,1704176,3464760,1754753,286,3730,27254,105372,677527,2251,62203,0,67043,81352,521185,111901,0,5855,236093,55302,21616,402339,15252,121946,148251,0,90359,595235,132845,134172,118706,119133,79174,87583,148507,123187,75192,4332,164772,261674,0,146231,466,459331,82746,55900,79,0,0,283342,0,0,8749,30676,43629,71109,39665,0,125433,364971,1727,317503,35056,178650,0,85,62722
191.5,77293,697,280796,1767206,3605997,1751803,247,3439,15887,123105,698182,1945,56121,0,47675,74935,518807,93366,0,5340,235146,50030,13613,350544,21514,101422,132033,0,115030,533144,117529,138593,106962,103293,87829,94142,149066,120075,72614,1905,165599,214575,0,132537,395,464367,79209,56966,80,0,0,228522,0,0,4828,20890,31347,85542,32630,0,101575,297159,1376,290626,39154,167929,0,54,57516
192.5,80728,481,251255,1832160,3729295,1747357,218,3186,8700,143882,714789,1731,50948,0,32928,69445,509712,78249,0,4884,233925,45161,8225,296035,29697,83703,117002,0,146000,467945,102635,143398,96713,88140,97848,101726,149944,112814,70447,778,166316,171564,0,119679,339,464433,76391,58489,81,0,0,175545,0,0,2521,13843,22076,103810,26257,0,78437,236052,1103,262090,43790,154810,0,33,53252
193.5,83897,334,221353,1898458,3831335,1741491,197,2967,4463,167692,726432,1588,46596,0,22069,64772,493524,65992,0,4479,232354,40677,4762,241960,40014,68593,103207,0,184198,402844,88367,148465,87808,73876,109340,110466,151077,101926,68648,295,166846,133726,0,107675,294,459140,74238,60466,82,0,0,127999,0,0,1243,8932,15247,126663,20643,0,57547,182822,889,232715,48938,139917,0,21,49806
194.5,86648,234,191885,1965400,3909312,1734311,183,2777,2139,194275,732246,1503,42978,0,14343,60824,470260,56106,0,4118,230364,36559,2639,191150,52508,55851,90660,0,230326,340544,74921,153644,80105,60701,122392,120508,152398,88359,67175,104,167120,101609,0,96538,257,448306,72706,62889,83,0,0,88309,0,0,578,5616,10332,154840,15840,0,39976,137972,722,203328,54536,123949,0,13,47074
195.5,88832,166,163569,2032158,3961081,1725949,173,2614,955,223038,731474,1468,40015,0,9033,57520,440374,48169,0,3795,227888,32788,1399,145803,66972,45213,79346,0,284657,283079,62471,158751,73470,48797,137049,132013,153836,73342,65992,34,167076,75273,0,86272,228,431984,71760,65752,85,0,0,57479,0,0,253,3445,6873,188951,11852,0,26207,101406,591,174715,60480,107615,0,8,44972
196.5,90310,119,137016,2097789,3985265,1716559,168,2475,397,252996,723530,1479,37634,0,5510,54793,404760,41828,0,3505,224869,29343,709,107286,82888,36410,69220,0,346805,231758,51160,163575,67779,38301,153299,145162,155314,58177,65060,10,166662,54383,0,76874,205,410483,71373,69041,87,0,0,35203,0,0,104,2064,4491,229303,8643,0,16163,72551,489,147571,66620,91576,0,4,43432
197.5,90965,87,112703,2161246,3981319,1706304,167,2357,153,282753,708060,1538,35775,0,3254,52587,364705,36790,0,3245,221259,26205,343,76105,99404,29184,60222,0,415511,187210,41092,167881,62922,29294,171041,160144,156754,44021,64346,3,165832,38337,0,68327,186,384358,71525,72736,90,0,0,20239,0,0,40,1209,2885,275677,6141,0,9352,50507,408,122465,72759,76391,0,3,42401
198.5,90712,64,90960,2221400,3949544,1695356,169,2257,54,310548,684990,1647,34384,0,1860,50856,321784,32820,0,3011,217020,23354,159,52022,115379,23292,52278,0,488485,149497,32325,171421,58799,21787,190070,177152,158074,31721,63814,0,164554,26387,0,60606,171,354394,72204,76805,92,0,0,10901,0,0,15,694,1822,327072,4250,0,5063,34201,344,99814,78657,62486,0,2,41839
199.5,89506,49,71969,2277062,3891051,1683886,176,2176,18,334376,654566,1817,33418,0,1029,49563,277732,29729,0,2799,212127,20772,70,34258,129505,18519,45304,0,562373,118262,24869,173942,55321,15727,210045,196376,159191,21735,63431,0,162806,17745,0,53676,160,321558,73402,81200,95,0,0,5490,0,0,5,390,1133,381476,2865,0,2559,22521,294,79870,84044,50140,0,0,41717
200.5,87349,37,55774,2327024,3807680,1672059,186,2111,5,352200,617366,2059,32843,0,551,48681,234276,27369,0,2607,206571,18439,29,21734,140480,14672,39214,0,632912,92878,18683,175208,52411,10997,230477,217984,160026,14140,63163,0,160579,11672,0,47494,151,286935,75117,85860,99,0,0,2582,0,0,2,215,694,435730,1882,0,1204,14418,254,62730,88632,39491,0,0,42012
