particle_size,6_500_1_00,6_500_1_01,6_500_1_02,6_500_2_00,6_500_2_01,6_500_2_02,17_500_1_00,17_500_1_01,17_500_1_02,17_500_2_00,17_500_2_01,17_500_2_02,19_500_1_00,19_500_1_01,19_500_1_02,19_500_2_00,19_500_2_01,19_500_2_02,28_500_1_00,28_500_1_01,28_500_1_02,28_500_2_00,28_500_2_01,28_500_2_02,34_500_1_00,34_500_1_01,34_500_1_02,34_500_2_00,34_500_2_01,34_500_2_02
324.5,12749,1146,0,0,41408,0,0,13792,28390,1960,447,8692,39404,121966,14723,91729,61634,0,2866,8993,167,55,0,7,585,346,25227,24640,300598,1523
325.5,13209,1047,0,0,42093,0,0,13625,27040,1938,377,9723,46762,114964,12181,92414,61411,0,3130,6559,132,42,0,5,631,369,25240,20438,278886,1390
326.5,13686,962,0,0,42755,0,0,13432,25724,1915,320,10796,55392,108351,10014,92982,61243,0,3435,4744,105,32,0,4,686,397,25289,16793,256195,1270
327.5,14178,889,0,0,43392,0,0,13214,24446,1890,274,11895,65449,102123,8179,93427,61125,0,3789,3406,84,24,0,3,750,430,25373,13664,233014,1161
328.5,14684,827,0,0,44000,0,0,12971,23210,1863,236,13001,77081,96272,6638,93749,61051,0,4198,2429,67,19,0,2,826,472,25494,11005,209812,1062
329.5,15204,774,0,0,44579,0,0,12704,22018,1832,206,14090,90425,90786,5352,93946,61013,0,4670,1722,54,15,0,2,914,521,25650,8771,187020,972
330.5,15736,729,0,0,45123,0,0,12413,20873,1799,181,15138,105590,85653,4288,94019,61006,0,5217,1215,44,12,0,1,1017,581,25844,6915,165019,890
331.5,16278,691,0,0,45632,0,0,12101,19774,1763,160,16120,122646,80859,3413,93969,61024,0,5847,853,36,9,0,1,1138,653,26074,5391,144128,815
332.5,16830,660,0,0,46103,0,0,11770,18722,1723,143,17007,141611,76389,2699,93798,61059,0,6574,598,30,7,0,0,1278,738,26341,4154,124598,747
333.5,17389,634,0,0,46533,0,0,11420,17718,1679,129,17774,162427,72228,2121,93509,61104,0,7411,418,25,6,0,0,1441,841,26646,3163,106614,685
334.5,17954,614,0,0,46921,0,0,11054,16761,1631,117,18398,184953,68360,1656,93107,61153,0,8374,291,21,5,0,0,1631,965,26988,2379,90292,629
335.5,18522,600,0,0,47264,0,0,10674,15851,1579,107,18855,208945,64769,1285,92597,61200,0,9481,203,18,4,0,0,1851,1113,27367,1767,75685,577
336.5,19092,589,0,0,47560,0,0,10282,14986,1523,99,19131,234046,61439,990,91983,61236,0,10750,142,15,4,0,0,2107,1290,27784,1296,62790,530
337.5,19662,584,0,0,47808,0,0,9881,14165,1464,93,19212,259781,58355,759,91274,61256,0,12201,99,13,3,0,0,2404,1502,28237,937,51558,487
338.5,20230,582,0,0,48006,0,0,9473,13386,1401,87,19095,285558,55502,578,90475,61253,0,13858,70,12,3,0,0,2748,1756,28727,669,41902,448
339.5,20792,585,0,0,48154,0,0,9060,12649,1336,82,18779,310682,52866,437,89594,61220,0,15744,49,11,3,0,0,3145,2060,29254,471,33706,412
340.5,21348,592,0,0,48249,0,0,8645,11951,1267,78,18273,334375,50431,329,88639,61153,0,17882,35,9,2,0,0,3604,2423,29815,326,26837,379
341.5,21894,603,0,0,48291,0,0,8230,11291,1197,75,17589,355807,48187,246,87618,61044,0,20297,25,9,2,0,0,4133,2857,30410,223,21150,349
342.5,22429,619,0,0,48280,0,0,7817,10666,1125,73,16747,374142,46119,183,86539,60889,0,23015,18,8,2,0,0,4740,3374,31039,150,16500,321
343.5,22951,640,0,0,48214,0,0,7409,10076,1051,71,15771,388583,44216,135,85409,60682,0,26059,13,7,2,0,0,5437,3987,31698,100,12743,296
344.5,23456,665,0,0,48094,0,0,7006,9517,977,69,14689,398428,42466,99,84238,60421,0,29449,9,7,2,0,0,6233,4714,32385,65,9743,273
345.5,23943,696,0,0,47920,0,0,6611,8990,904,68,13529,403124,40861,73,83033,60102,0,33204,7,7,2,0,0,7140,5573,33099,42,7375,252
346.5,24410,732,0,0,47691,0,0,6226,8491,831,67,12321,402308,39389,53,81801,59721,0,37337,5,7,2,0,0,8170,6582,33835,26,5527,233
347.5,24855,775,0,0,47409,0,0,5851,8019,760,66,11096,395850,38042,38,80550,59277,0,41853,4,6,2,0,0,9335,7763,34590,16,4102,215
348.5,25276,824,0,0,47074,0,0,5488,7572,690,66,9880,383870,36811,28,79288,58768,0,46751,3,6,3,0,0,10649,9138,35359,10,3015,199
349.5,25671,882,0,0,46687,0,0,5138,7150,623,66,8698,366738,35689,20,78020,58194,0,52020,2,7,3,0,0,12122,10730,36137,6,2194,184
350.5,26039,947,0,0,46249,0,0,4802,6750,559,66,7570,345058,34669,14,76753,57555,0,57636,2,7,3,0,0,13768,12561,36919,4,1582,170
351.5,26378,1021,0,0,45761,0,0,4480,6371,498,66,6514,319630,33744,10,75493,56852,0,63563,1,7,4,0,0,15598,14652,37697,2,1130,158
352.5,26687,1106,0,0,45225,0,0,4172,6013,441,66,5541,291397,32907,7,74245,56088,0,69750,1,7,4,0,0,17622,17021,38465,1,799,146
353.5,26965,1202,0,0,44643,0,0,3880,5672,388,66,4660,261385,32154,5,73015,55264,0,76130,0,8,5,0,0,19848,19684,39214,0,560,136
354.5,27211,1311,0,0,44015,0,0,3603,5349,339,66,3874,230627,31479,4,71805,54385,0,82623,0,8,6,0,0,22282,22649,39936,0,389,126
355.5,27424,1433,0,0,43345,0,0,3341,5043,294,67,3184,200110,30878,2,70621,53453,0,89132,0,9,8,0,0,24928,25918,40621,0,268,118
356.5,27605,1571,0,0,42634,0,0,3095,4752,253,67,2587,170707,30346,2,69466,52473,0,95547,0,10,10,0,0,27787,29484,41258,0,183,110
357.5,27752,1726,0,0,41885,0,0,2863,4476,216,67,2078,143141,29879,1,68343,51451,0,101744,0,11,12,0,1,30854,33329,41837,0,124,102
358.5,27865,1899,0,0,41100,0,0,2645,4213,184,67,1650,117956,29473,0,67253,50390,0,107594,0,12,16,0,1,34122,37423,42348,0,83,96
359.5,27946,2093,0,0,40281,0,0,2442,3963,155,66,1296,95509,29126,0,66201,49298,0,112961,0,13,21,0,2,37577,41721,42777,0,55,90
360.5,27993,2309,0,0,39432,0,0,2252,3725,129,66,1006,75975,28833,0,65186,48180,0,117708,0,15,28,0,2,41202,46167,43115,0,36,84
361.5,28008,2549,0,0,38554,0,0,2075,3499,107,65,772,59365,28593,0,64211,47041,0,121706,0,17,37,0,3,44974,50688,43349,0,24,79
362.5,27991,2816,0,0,37650,0,0,1911,3284,88,64,586,45559,28403,0,63277,45888,0,124833,0,20,50,0,4,48864,55201,43469,0,15,74
363.5,27943,3111,0,0,36724,0,0,1759,3079,72,62,439,34336,28259,0,62384,44727,0,126986,0,23,67,0,5,52838,59609,43463,0,10,70
364.5,27865,3437,0,0,35778,0,0,1618,2884,58,61,326,25411,28160,0,61533,43562,0,128082,0,27,92,0,6,56856,63810,43323,0,6,66
365.5,27758,3795,0,0,34814,0,0,1487,2699,47,59,239,18465,28104,0,60723,42400,0,128065,0,32,126,0,8,60875,67694,43041,0,4,63
366.5,27623,4188,0,0,33836,0,0,1367,2522,38,56,173,13174,28089,0,59955,41247,0,126909,0,38,173,0,10,64847,71152,42608,0,3,60
367.5,27462,4617,0,0,32846,0,0,1256,2355,30,54,124,9228,28111,0,59229,40106,0,124619,0,44,239,0,13,68721,74081,42021,0,2,57
368.5,27276,5084,0,0,31847,0,0,1154,2195,23,51,88,6346,28171,0,58543,38983,0,121233,0,53,330,0,17,72443,76384,41277,0,0,54
369.5,27066,5591,0,0,30842,0,0,1061,2044,18,48,62,4285,28265,0,57897,37882,0,116822,0,63,456,0,22,75959,77982,40375,0,0,52
370.5,26835,6138,0,0,29833,0,0,975,1900,14,44,43,2840,28392,0,57291,36807,0,111485,0,75,628,0,29,79215,78814,39318,0,0,50
371.5,26583,6726,0,0,28822,0,0,896,1764,11,41,29,1848,28549,0,56722,35761,0,105349,0,90,864,0,38,82158,78841,38109,0,0,48
372.5,26313,7355,0,0,27813,0,0,823,1635,8,38,20,1181,28736,0,56190,34747,0,98559,0,108,1183,0,49,84740,78051,36756,0,0,46
373.5,26026,8024,0,0,26808,0,0,757,1513,6,34,13,741,28949,0,55693,33768,0,91274,0,130,1613,0,65,86917,76457,35270,0,0,45
374.5,25723,8734,0,0,25808,0,0,696,1398,5,31,9,456,29187,0,55230,32827,0,83662,0,157,2185,0,84,88648,74100,33663,0,0,44
375.5,25408,9481,0,0,24817,0,0,640,1289,3,27,6,276,29448,0,54800,31924,0,75890,0,188,2939,0,110,89902,71046,31951,0,0,43
376.5,25080,10265,0,0,23835,0,0,590,1186,3,24,4,164,29729,0,54401,31062,0,68116,1,227,3922,0,143,90656,67381,30150,0,0,42
377.5,24742,11080,0,0,22866,0,0,543,1090,2,21,2,96,30028,0,54031,30242,0,60491,1,273,5184,0,186,90893,63208,28280,0,0,41
378.5,24396,11924,0,0,21911,0,0,501,999,1,18,2,55,30343,0,53688,29464,0,53143,2,328,6783,0,240,90609,58644,26361,0,0,41
379.5,24042,12791,0,0,20971,0,0,462,914,0,15,0,31,30670,0,53370,28729,0,46183,2,394,8777,0,310,89805,53810,24414,0,0,40
380.5,23684,13676,0,0,20048,0,0,426,835,0,13,0,17,31006,0,53077,28038,0,39697,3,472,11221,0,398,88497,48829,22461,0,0,40
381.5,23321,14573,0,0,19144,0,0,394,761,0,11,0,9,31349,0,52805,27390,0,33747,3,566,14162,0,509,86704,43818,20523,0,0,40
382.5,22956,15473,0,0,18260,0,0,364,692,0,9,0,5,31695,0,52553,26785,0,28371,4,676,17630,0,648,84458,38885,18620,0,0,40
383.5,22590,16369,0,0,17396,0,0,337,628,0,7,0,3,32041,0,52320,26223,0,23585,5,805,21631,0,821,81796,34124,16771,0,0,40
384.5,22224,17253,0,0,16555,0,0,312,568,0,6,0,1,32383,0,52103,25703,0,19387,7,957,26138,0,1035,78762,29614,14993,0,0,41
385.5,21859,18115,0,0,15737,0,0,290,513,0,5,0,0,32717,0,51900,25225,0,15757,8,1134,31084,0,1297,75406,25415,13302,0,0,41
386.5,21498,18947,0,0,14942,0,2,269,462,0,4,0,0,33038,0,51709,24787,0,12661,11,1340,36357,0,1616,71779,21571,11709,0,0,42
387.5,21139,19738,0,0,14171,0,3,250,415,0,3,0,0,33343,0,51530,24389,0,10057,14,1578,41796,0,2001,67937,18106,10225,0,0,43
388.5,20786,20479,0,0,13425,0,4,232,373,0,2,0,0,33628,0,51359,24030,0,7898,18,1852,47199,0,2463,63936,15032,8856,0,0,44
389.5,20438,21161,0,0,12705,0,7,216,333,0,2,0,0,33886,0,51195,23709,0,6131,24,2165,52326,0,3011,59831,12343,7606,0,0,46
390.5,20096,21776,0,0,12010,0,11,202,297,0,1,0,0,34115,0,51036,23423,0,4705,31,2521,56922,0,3656,55675,10026,6477,0,0,47
391.5,19762,22314,0,0,11340,0,17,188,265,0,0,0,0,34309,0,50882,23173,0,3568,40,2925,60728,0,4410,51520,8056,5468,0,0,49
392.5,19436,22768,0,0,10696,0,26,176,235,0,0,0,0,34463,0,50729,22957,0,2675,52,3379,63511,0,5281,47411,6404,4576,0,0,52
393.5,19119,23131,0,0,10078,0,41,164,208,0,0,0,0,34573,0,50577,22773,0,1982,67,3887,65084,0,6278,43392,5037,3795,0,0,54
394.5,18811,23399,0,0,9485,0,62,154,184,0,0,0,0,34634,0,50424,22619,0,1452,88,4453,65325,0,7410,39497,3920,3118,0,0,57
395.5,18513,23567,0,0,8918,0,94,144,162,0,0,0,0,34642,0,50269,22494,0,1051,114,5079,64196,0,8679,35760,3020,2539,0,0,60
396.5,18226,23631,0,0,8376,0,140,135,142,0,0,0,0,34593,0,50111,22397,0,752,147,5767,61745,0,10088,32204,2302,2047,0,0,64
397.5,17949,23591,0,0,7858,0,207,127,125,0,0,0,0,34482,0,49948,22324,0,532,190,6520,58106,0,11636,28850,1737,1636,0,0,69
398.5,17684,23446,0,0,7365,0,300,119,109,0,0,0,0,34307,0,49780,22275,0,372,244,7338,53485,0,13316,25712,1298,1294,0,0,73
399.5,17430,23198,0,0,6896,0,431,112,95,0,0,0,0,34064,0,49606,22248,0,257,313,8221,48141,0,15119,22799,960,1014,0,0,79
400.5,17188,22849,0,0,6450,0,611,106,82,0,0,0,0,33751,0,49424,22239,0,175,400,9168,42361,0,17028,20114,704,786,0,0,85
401.5,16959,22405,0,0,6027,0,855,100,71,0,0,0,0,33365,0,49234,22246,0,118,510,10178,36431,0,19023,17658,511,604,0,0,92
402.5,16741,21869,0,0,5625,0,1180,94,62,0,0,0,0,32907,0,49036,22267,0,79,646,11249,30615,0,21079,15427,367,459,0,0,100
403.5,16537,21250,0,0,5246,0,1609,89,53,0,0,0,0,32374,0,48828,22300,0,52,815,12377,25135,0,23166,13414,261,346,0,0,110
404.5,16345,20555,0,0,4887,0,2164,84,46,0,0,0,0,31767,0,48612,22340,0,34,1023,13556,20158,0,25249,11610,185,257,0,0,120
405.5,16166,19792,0,0,4548,0,2874,80,39,0,0,0,0,31088,0,48386,22385,0,22,1278,14783,15788,0,27292,10003,129,190,0,0,132
406.5,16000,18970,0,0,4229,0,3765,75,34,0,0,0,0,30338,0,48150,22432,0,14,1586,16050,12075,0,29254,8580,90,138,0,0,145
407.5,15847,18100,0,0,3928,0,4869,71,29,0,0,0,0,29520,0,47904,22476,0,9,1959,17350,9017,0,31094,7328,62,100,0,0,160
408.5,15707,17191,0,0,3646,0,6213,68,24,0,0,0,0,28637,0,47649,22515,0,5,2404,18676,6573,0,32772,6233,42,71,0,0,178
409.5,15581,16254,0,0,3380,0,7824,64,21,0,0,0,0,27694,0,47385,22544,0,3,2933,20019,4677,0,34250,5279,28,50,0,0,197
410.5,15467,15297,0,0,3131,0,9723,61,18,0,0,0,0,26695,0,47112,22559,0,2,3555,21371,3249,0,35491,4454,19,35,0,0,220
411.5,15368,14331,0,0,2898,0,11924,58,15,0,0,0,0,25647,0,46830,22556,0,1,4283,22722,2202,0,36466,3744,13,24,0,0,245
412.5,15281,13366,0,0,2680,0,14430,55,12,0,0,0,0,24555,0,46539,22532,0,0,5125,24063,1457,0,37151,3136,8,17,0,0,274
413.5,15208,12408,0,0,2476,0,17234,52,10,0,0,0,0,23427,0,46241,22481,0,0,6093,25386,941,0,37526,2617,6,11,0,0,307
414.5,15148,11467,0,0,2285,0,20313,50,9,0,0,0,0,22270,0,45936,22399,0,0,7194,26682,593,0,37584,2177,4,8,0,0,345
415.5,15101,10549,0,0,2108,0,23628,47,7,0,0,0,0,21091,0,45624,22284,0,0,8438,27942,364,0,37321,1805,2,5,0,0,387
416.5,15068,9661,0,0,1942,0,27125,45,6,0,0,0,0,19899,0,45306,22130,0,0,9829,29158,219,0,36745,1492,2,3,0,0,436
417.5,15048,8808,0,0,1788,0,30734,43,5,0,0,0,0,18701,0,44983,21934,1,0,11371,30324,128,0,35871,1230,0,2,0,0,491
418.5,15041,7994,0,0,1645,0,34371,41,4,0,0,0,0,17506,0,44656,21694,2,0,13065,31433,73,0,34720,1012,0,1,0,0,554
419.5,15047,7222,0,0,1512,0,37940,39,3,0,0,0,0,16320,0,44325,21405,3,0,14907,32478,41,0,33321,830,0,0,0,0,626
420.5,15066,6496,0,0,1389,0,41341,37,3,0,0,0,0,15151,0,43990,21067,4,0,16893,33456,22,0,31707,679,0,0,0,0,707
421.5,15099,5817,0,0,1275,0,44469,35,2,0,0,0,0,14007,0,43654,20677,6,0,19011,34363,12,0,29916,555,0,0,0,0,799
422.5,15144,5185,0,0,1169,0,47222,34,2,0,0,0,0,12894,0,43315,20235,9,0,21248,35195,6,0,27987,452,0,0,0,0,904
423.5,15202,4602,0,0,1072,0,49509,32,2,0,0,0,0,11817,0,42976,19739,14,0,23588,35951,3,0,25962,368,0,0,0,0,1023
424.5,15272,4066,0,0,982,0,51250,31,1,0,0,0,0,10782,0,42636,19192,21,0,26007,36629,2,0,23881,299,0,0,0,0,1157
425.5,15356,3576,0,0,898,0,52387,29,1,0,0,0,0,9793,0,42297,18593,31,0,28482,37230,0,0,21783,243,0,0,0,0,1308
426.5,15451,3132,0,0,822,0,52879,28,0,0,0,0,0,8855,0,41959,17946,46,0,30986,37754,0,0,19702,197,0,0,0,0,1479
427.5,15559,2731,0,0,751,0,52714,26,0,0,0,0,0,7969,0,41622,17254,67,0,33488,38202,0,0,17671,160,0,0,0,0,1672
428.5,15679,2371,0,0,686,0,51902,25,0,0,0,0,0,7138,0,41287,16521,98,0,35958,38576,0,0,15717,130,0,0,0,0,1888
429.5,15811,2049,0,0,626,0,50476,24,0,0,0,0,0,6363,0,40954,15751,140,0,38361,38879,0,0,13863,105,0,0,0,0,2130
430.5,15955,1763,0,0,571,0,48494,23,0,0,0,0,0,5645,0,40623,14949,200,0,40667,39114,0,0,12127,85,0,0,0,0,2401
431.5,16109,1511,0,0,521,0,46028,22,0,0,0,0,0,4984,0,40296,14123,283,0,42844,39284,0,0,10520,69,0,0,0,0,2704
432.5,16275,1289,0,0,474,0,43165,21,0,0,0,0,0,4379,0,39972,13278,396,0,44861,39394,0,0,9051,56,0,0,0,0,3041
433.5,16451,1095,0,0,432,0,40000,20,0,0,0,0,0,3828,0,39651,12421,551,0,46690,39447,0,0,7724,46,0,0,0,0,3415
434.5,16638,926,0,0,393,0,36632,19,0,0,0,0,0,3329,0,39334,11560,759,0,48307,39448,0,0,6537,37,0,0,0,0,3829
435.5,16834,780,0,0,358,0,33157,18,0,0,0,0,0,2881,0,39019,10701,1035,0,49690,39402,0,0,5487,30,0,0,0,0,4286
436.5,17039,654,0,0,325,0,29665,17,0,0,0,0,0,2481,0,38708,9852,1399,0,50824,39311,0,0,4569,25,0,0,0,0,4788
437.5,17253,546,0,0,296,0,26238,16,0,0,0,0,0,2125,0,38400,9020,1874,0,51695,39182,0,0,3774,20,0,0,0,0,5339
438.5,17475,454,0,0,268,0,22944,15,0,0,0,0,0,1811,0,38095,8210,2485,0,52295,39017,0,0,3091,17,0,0,0,0,5941
439.5,17705,376,0,0,244,0,19840,14,0,0,0,0,0,1535,0,37792,7428,3264,0,52621,38822,0,0,2512,14,0,0,0,0,6596
440.5,17941,310,0,0,221,0,16965,13,0,0,0,0,0,1294,0,37492,6681,4243,0,52675,38600,0,0,2025,11,0,0,0,0,7307
441.5,18182,255,0,0,201,0,14349,13,0,0,0,0,0,1086,0,37193,5971,5462,0,52462,38355,0,0,1620,9,0,0,0,0,8073
442.5,18429,208,0,0,182,0,12004,12,0,0,0,0,0,906,0,36895,5304,6958,0,51992,38091,0,0,1285,8,0,0,0,0,8898
443.5,18679,170,0,0,165,0,9936,11,0,0,0,0,0,752,0,36597,4680,8772,0,51279,37810,0,0,1012,7,0,0,0,0,9780
444.5,18933,138,0,0,150,0,8137,11,0,0,0,0,0,621,0,36299,4103,10944,0,50338,37517,0,0,790,5,0,0,0,0,10720
445.5,19188,111,0,0,136,0,6594,10,0,0,0,0,0,510,0,36000,3573,13510,0,49190,37213,0,0,612,5,0,0,0,0,11717
446.5,19444,89,0,0,123,0,5289,9,0,0,0,0,0,416,0,35700,3090,16500,0,47854,36901,0,0,471,4,0,0,0,0,12768
447.5,19699,72,0,0,111,0,4200,9,0,0,0,0,0,338,0,35396,2655,19935,0,46354,36584,0,0,359,3,0,0,0,0,13870
448.5,19951,57,0,0,101,0,3301,8,0,0,0,0,0,273,0,35088,2264,23823,0,44712,36264,0,0,272,3,0,0,0,0,15021
449.5,20201,45,0,0,91,0,2569,8,0,0,0,0,0,220,1,34776,1918,28159,0,42952,35942,0,0,204,2,0,0,0,0,16214
450.5,20445,36,0,0,82,0,1980,7,0,0,0,0,0,176,2,34458,1612,32919,0,41098,35619,0,0,152,2,0,0,0,0,17445
451.5,20684,28,0,0,75,0,1512,7,0,0,0,0,0,140,3,34133,1346,38056,0,39172,35298,0,0,113,2,0,0,0,0,18705
452.5,20914,22,0,0,67,0,1143,6,0,0,0,0,0,110,4,33800,1115,43506,0,37197,34978,0,0,83,2,0,0,0,0,19987
453.5,21134,17,0,0,61,0,857,6,0,0,0,0,0,87,5,33458,917,49181,0,35193,34662,0,0,60,1,0,0,0,0,21281
454.5,21343,14,0,0,55,0,636,6,0,0,0,0,0,68,8,33106,749,54971,0,33179,34348,0,0,44,1,0,0,0,0,22579
455.5,21540,11,0,0,50,0,468,5,0,0,0,0,0,53,10,32742,606,60750,0,31172,34038,0,0,31,1,0,0,0,0,23868
456.5,21721,8,0,0,45,0,341,5,0,0,0,0,0,41,14,32366,488,66377,0,29189,33732,0,0,22,1,0,0,0,0,25137
457.5,21886,6,0,0,41,0,247,5,0,0,0,0,0,31,20,31977,389,71704,0,27243,33430,0,0,16,0,0,0,0,0,26375
458.5,22034,5,0,0,37,0,177,4,0,0,0,0,0,24,27,31572,308,76577,0,25346,33132,0,0,11,0,0,0,0,0,27569
459.5,22161,4,0,0,33,0,126,4,0,0,0,0,0,18,37,31152,242,80850,0,23508,32837,0,0,8,0,0,0,0,0,28707
460.5,22267,3,0,0,30,0,89,4,0,0,0,0,0,14,51,30715,188,84389,0,21738,32544,0,0,5,0,0,0,0,0,29776
461.5,22350,2,0,0,27,0,62,3,0,0,0,0,0,10,69,30261,146,87078,0,20042,32254,0,0,4,0,0,0,0,0,30763
462.5,22408,2,0,0,25,0,43,3,0,0,0,0,0,8,93,29788,112,88828,0,18425,31966,0,0,3,0,0,0,0,0,31659
463.5,22441,1,0,0,22,0,30,3,0,0,0,0,0,6,125,29297,85,89579,0,16891,31678,0,0,2,0,0,0,0,0,32451
464.5,22446,0,0,0,20,0,20,3,0,0,0,0,0,4,167,28786,64,89307,0,15442,31390,0,0,1,0,0,0,0,0,33129
465.5,22423,0,0,0,18,0,14,3,0,0,0,0,0,3,221,28254,48,88021,0,14079,31102,0,0,0,0,0,0,0,0,33687
466.5,22371,0,0,0,17,0,9,2,0,0,0,0,0,2,292,27703,36,85768,0,12803,30811,0,0,0,0,0,0,0,0,34115
467.5,22288,0,0,0,15,0,6,2,0,0,0,0,0,2,383,27130,26,82624,0,11611,30518,0,0,0,0,0,0,0,0,34409
468.5,22174,0,0,0,14,0,4,2,0,0,0,0,0,1,500,26538,19,78694,0,10504,30220,0,0,0,0,0,0,0,0,34565
469.5,22028,0,0,0,12,0,3,2,0,0,0,0,0,0,648,25924,14,74105,0,9478,29917,0,0,0,0,0,0,0,0,34580
470.5,21851,0,0,0,11,0,2,2,0,0,0,0,0,0,835,25291,10,68998,0,8531,29608,0,0,0,0,0,0,0,0,34455
471.5,21640,0,0,0,10,0,1,2,0,0,0,0,0,0,1070,24638,7,63522,0,7659,29291,0,0,0,0,0,0,0,0,34190
472.5,21398,0,0,0,9,0,0,1,0,0,0,0,0,0,1362,23967,5,57828,0,6859,28966,0,0,0,0,0,0,0,0,33789
473.5,21124,0,0,0,8,0,0,1,0,0,0,0,0,0,1722,23277,3,52059,0,6128,28631,0,0,0,0,0,0,0,0,33257
474.5,20818,0,0,0,7,0,0,1,0,0,0,0,0,0,2164,22571,2,46347,0,5461,28285,0,0,0,0,0,0,0,0,32601
475.5,20481,0,0,0,7,0,0,1,0,0,0,0,0,0,2701,21849,2,40807,0,4855,27929,0,0,0,0,0,0,0,0,31829
476.5,20113,0,0,0,6,0,0,0,0,0,0,0,0,0,3348,21114,1,35537,0,4305,27559,0,0,0,0,0,0,0,0,30950
477.5,19717,0,0,0,6,0,0,0,0,0,0,0,0,0,4122,20366,0,30610,0,3808,27177,0,0,0,0,0,0,0,0,29974
478.5,19294,0,0,0,5,0,0,0,0,0,0,0,0,0,5041,19607,0,26081,0,3360,26781,0,0,0,0,0,0,0,0,28914
479.5,18844,0,0,0,5,0,0,0,0,0,0,0,0,0,6122,18840,0,21983,0,2958,26370,0,0,0,0,0,0,0,0,27781
480.5,18369,0,0,0,4,0,0,0,0,0,0,0,0,0,7382,18066,0,18332,0,2597,25945,0,0,0,1,0,0,0,0,26587
481.5,17872,0,0,0,4,0,0,0,0,0,0,0,0,0,8838,17288,0,15125,0,2274,25504,0,0,0,1,0,0,0,0,25345
482.5,17353,0,0,0,3,0,0,0,0,0,0,0,0,0,10507,16508,0,12348,0,1987,25048,0,0,0,1,0,0,0,0,24068
483.5,16817,0,0,0,3,0,0,0,0,0,0,0,0,0,12401,15728,0,9976,0,1731,24577,0,0,0,1,0,0,0,0,22768
484.5,16263,0,0,0,3,0,0,0,0,0,0,0,0,0,14531,14951,0,7977,0,1504,24090,0,0,0,2,0,0,0,0,21457
485.5,15696,0,0,0,3,0,0,0,0,0,0,0,0,0,16903,14180,0,6312,0,1303,23588,0,0,0,2,0,0,0,0,20146
486.5,15117,0,0,0,2,0,0,0,0,0,0,0,0,0,19519,13416,0,4945,0,1126,23071,0,0,0,2,0,0,0,0,18845
487.5,14528,0,0,0,2,0,0,0,0,0,0,0,0,0,22374,12662,0,3835,0,971,22541,0,0,0,2,0,0,0,0,17564
488.5,13933,0,0,0,2,0,0,0,0,0,0,0,0,0,25460,11920,0,2944,0,834,21996,0,0,0,3,0,0,0,0,16312
489.5,13333,0,0,0,2,0,0,0,0,0,0,0,0,0,28757,11193,0,2238,0,715,21440,0,0,0,3,0,0,0,0,15095
490.5,12731,0,0,0,2,0,0,0,0,0,0,0,0,0,32241,10483,0,1685,0,611,20871,0,0,0,3,0,0,0,0,13921
491.5,12130,0,0,0,2,0,0,0,0,0,0,0,0,0,35880,9792,0,1257,0,520,20292,0,0,0,4,0,0,0,0,12795
492.5,11532,0,0,0,1,0,0,0,0,0,0,0,0,0,39633,9121,0,928,0,442,19704,0,0,0,4,0,0,0,0,11720
493.5,10938,0,0,0,1,0,0,0,0,0,0,0,0,0,43454,8473,0,679,0,374,19108,0,0,0,5,0,0,0,0,10701
494.5,10352,0,0,0,1,0,0,0,0,0,0,0,0,0,47289,7848,0,492,0,316,18505,0,0,0,6,0,0,0,0,9740
495.5,9775,0,0,0,1,0,0,0,0,0,0,0,0,0,51080,7249,0,353,0,265,17897,0,0,0,7,0,0,0,0,8837
496.5,9209,0,0,0,0,0,0,0,0,0,0,0,0,0,54766,6676,0,252,0,223,17285,0,0,0,8,0,0,0,0,7994
497.5,8656,0,0,0,0,0,0,0,0,0,0,0,0,0,58283,6129,0,177,0,186,16672,0,0,0,9,0,0,0,0,7211
498.5,8117,0,0,0,0,0,0,0,0,0,0,0,0,0,61565,5611,0,124,0,155,16058,0,0,0,11,0,0,0,0,6485
499.5,7594,0,0,0,0,0,0,0,0,0,0,0,0,0,64552,5121,0,86,0,128,15445,0,0,0,13,0,0,0,0,5817
500.5,7088,0,0,0,0,0,0,0,0,0,0,0,0,0,67183,4659,0,59,0,106,14835,0,0,0,15,0,0,0,0,5204
501.5,6601,0,0,0,0,0,0,0,0,0,0,0,0,0,69407,4225,0,40,0,87,14230,0,0,0,18,0,0,0,0,4643
502.5,6132,0,0,0,0,0,0,0,0,0,0,0,0,0,71179,3820,0,27,0,72,13631,0,0,0,21,0,0,0,0,4133
503.5,5683,0,0,0,0,0,0,0,0,0,0,0,0,0,72461,3443,0,18,0,59,13039,0,0,0,24,0,0,0,0,3670
504.5,5255,0,0,0,0,0,0,0,0,0,0,0,0,0,73228,3092,0,12,0,48,12456,0,0,0,29,0,0,0,0,3252
505.5,4847,0,0,0,0,0,0,0,0,0,0,0,0,0,73466,2769,0,8,0,39,11884,0,0,0,34,0,0,0,0,2876
506.5,4460,0,0,0,0,0,0,0,0,0,0,0,0,0,73171,2470,0,5,0,31,11323,0,0,0,40,0,0,0,0,2538
507.5,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,72353,2197,0,3,0,25,10776,0,0,0,47,0,0,0,0,2236
508.5,3749,0,0,0,0,0,0,0,0,0,0,0,0,0,71032,1948,0,2,0,20,10242,0,0,0,55,0,0,0,0,1966
