particle_size,6_500_1_00,6_500_1_01,6_500_1_02,6_500_2_00,6_500_2_01,6_500_2_02,17_500_1_00,17_500_1_01,17_500_1_02,17_500_2_00,17_500_2_01,17_500_2_02,19_500_1_00,19_500_1_01,19_500_1_02,19_500_2_00,19_500_2_01,19_500_2_02,28_500_1_00,28_500_1_01,28_500_1_02,28_500_2_00,28_500_2_01,28_500_2_02,34_500_1_00,34_500_1_01,34_500_1_02,34_500_2_00,34_500_2_01,34_500_2_02
509.5,3425,0,0,0,0,0,0,0,0,0,0,0,0,0,69238,1720,0,1,0,16,9722,0,0,0,65,0,0,0,0,1726
510.5,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,67011,1515,0,0,0,13,9219,0,0,0,76,0,0,0,0,1513
511.5,2838,0,0,0,0,0,0,0,0,0,0,0,0,0,64399,1329,0,0,0,10,8731,0,0,0,89,0,0,0,0,1325
512.5,2574,0,0,0,0,0,0,0,0,0,0,0,0,0,61455,1162,0,0,0,8,8261,0,0,0,105,0,0,0,0,1159
513.5,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,58239,1012,0,0,0,6,7807,0,0,0,123,0,0,0,0,1012
514.5,2102,0,0,0,0,0,0,0,0,0,0,0,0,0,54809,879,0,0,0,5,7372,0,0,0,144,0,0,0,0,883
515.5,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,51229,760,0,0,0,4,6954,0,0,0,169,0,0,0,0,770
516.5,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,47556,656,0,0,0,3,6555,0,0,0,197,0,0,0,0,672
517.5,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,43849,563,0,0,0,2,6174,0,0,0,230,0,0,0,0,585
518.5,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,40161,482,0,0,0,2,5810,0,0,0,268,0,0,0,0,510
519.5,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,36539,411,0,0,0,1,5465,0,0,0,312,0,0,0,0,444
520.5,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,33025,350,0,0,0,0,5136,0,0,0,362,0,0,0,0,387
521.5,958,0,0,0,0,0,0,0,0,0,0,0,0,0,29654,296,0,0,0,0,4826,0,0,0,419,0,0,0,0,337
522.5,848,0,0,0,0,0,0,0,0,0,0,0,0,0,26456,250,0,0,0,0,4532,0,0,0,485,0,0,0,0,294
523.5,749,0,0,0,0,0,0,0,0,0,0,0,0,0,23452,210,0,0,0,0,4254,0,0,0,559,0,0,0,0,256
524.5,660,0,0,0,0,0,0,0,0,0,0,0,0,0,20657,176,0,0,0,0,3993,0,0,0,643,0,0,0,0,224
525.5,580,0,0,0,0,0,0,0,0,0,0,0,0,0,18082,147,0,0,0,0,3747,0,0,0,739,0,0,0,0,195
526.5,508,0,0,0,0,0,0,0,0,0,0,0,0,0,15730,122,0,0,0,0,3515,0,0,0,847,0,0,0,0,171
527.5,444,0,0,0,0,0,0,0,0,0,0,0,0,0,13600,101,0,0,0,0,3298,0,0,0,968,0,0,0,0,150
528.5,388,0,0,0,0,0,0,0,0,0,0,0,0,0,11687,84,0,0,0,0,3095,0,0,0,1103,0,0,0,0,131
529.5,337,0,0,0,0,0,0,0,0,0,0,0,0,0,9984,69,0,0,0,0,2905,0,0,0,1254,0,0,0,0,115
530.5,293,0,0,0,0,0,0,0,0,0,0,0,0,0,8478,56,0,0,0,0,2727,0,0,0,1422,0,0,0,0,102
531.5,254,0,0,0,0,0,0,0,0,0,0,0,0,0,7157,46,0,0,0,0,2561,0,0,0,1608,0,0,0,0,90
532.5,219,0,0,0,0,0,0,0,0,0,0,0,0,0,6008,38,0,0,0,0,2407,0,0,0,1813,0,0,0,0,79
533.5,189,0,0,0,0,0,0,0,0,0,0,0,0,0,5014,30,0,0,0,0,2263,0,0,0,2038,0,0,0,0,70
534.5,163,0,0,0,0,0,0,0,0,0,0,0,0,0,4161,25,0,0,0,0,2129,0,0,0,2285,0,0,0,0,62
535.5,139,0,0,0,0,0,0,0,0,0,0,0,0,0,3435,20,0,0,0,0,2004,0,0,0,2554,0,0,0,0,56
536.5,119,0,0,0,0,0,0,0,0,0,0,0,0,0,2819,16,0,0,0,0,1889,0,0,0,2846,0,0,0,0,50
537.5,102,0,0,0,0,0,0,0,0,0,0,0,0,0,2302,13,0,0,0,0,1782,0,0,0,3162,0,0,0,0,44
538.5,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1869,10,0,0,0,0,1682,0,0,0,3502,0,0,0,0,40
539.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,8,0,0,0,0,1591,0,0,0,3867,0,0,0,0,36
540.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,6,0,0,0,0,1506,0,0,0,4256,0,0,0,0,33
541.5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,971,5,0,0,0,0,1427,0,0,0,4669,0,0,0,0,30
542.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,773,4,0,0,0,0,1355,0,0,0,5106,0,0,0,0,27
543.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,612,3,0,0,0,0,1288,0,0,0,5565,0,0,0,0,25
544.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,482,2,0,0,0,0,1227,0,0,0,6046,0,0,0,0,23
545.5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,378,2,0,0,0,0,1170,0,0,0,6547,0,0,0,0,21
546.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,295,1,0,0,0,0,1119,0,0,0,7065,0,0,0,0,19
547.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,229,1,0,0,0,0,1071,0,0,0,7599,0,0,0,0,18
548.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,1028,0,0,0,8145,0,0,0,0,17
549.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,988,0,0,0,8702,0,0,0,0,16
550.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,952,0,0,0,9264,0,0,0,0,15
551.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,920,0,0,0,9829,0,0,0,0,14
552.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,890,0,0,0,10392,0,0,0,0,14
553.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,864,0,0,0,10950,0,0,0,0,13
554.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,840,0,0,0,11497,0,0,0,0,13
555.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,819,0,0,0,12030,0,0,0,0,12
556.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,800,0,0,0,12544,0,0,0,0,12
557.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,784,0,0,0,13034,0,0,0,0,11
558.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,771,0,0,0,13495,0,0,0,0,11
559.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,759,0,0,0,13924,0,0,0,0,11
560.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,750,0,0,0,14315,0,0,0,0,11
561.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,743,0,0,0,14666,0,0,0,0,11
562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,738,0,0,0,14973,0,0,0,0,11
563.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,735,0,0,0,15231,0,0,0,0,11
564.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,734,0,0,0,15440,0,0,0,0,11
565.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,736,0,0,0,15596,0,0,0,0,11
566.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,0,0,15698,0,0,0,0,12
567.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,15744,0,0,0,0,12
568.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,15735,0,0,0,0,12
569.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,0,0,0,15671,0,0,0,0,13
570.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,15551,0,0,0,0,13
571.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,0,0,0,15378,0,0,0,0,14
572.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,0,0,0,15153,0,0,0,0,14
573.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,0,0,0,14879,0,0,0,0,15
574.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,0,0,0,14558,0,0,0,0,16
575.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,0,0,0,14195,0,0,0,0,17
576.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,0,0,0,13791,0,0,0,0,18
577.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0,0,0,13352,0,0,0,0,19
578.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0,0,0,12882,0,0,0,0,21
579.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0,12385,0,0,0,0,22
580.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,0,0,0,11865,0,0,0,0,24
581.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,0,0,0,11328,0,0,0,0,26
582.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,10777,0,0,0,0,28
583.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,0,0,0,10217,0,0,0,0,31
584.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,0,0,0,9653,0,0,0,0,34
585.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326,0,0,0,9089,0,0,0,0,37
586.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,0,0,0,8528,0,0,0,0,41
587.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,0,0,0,7974,0,0,0,0,45
588.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566,0,0,0,7430,0,0,0,0,49
589.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661,0,0,0,6900,0,0,0,0,54
590.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765,0,0,0,6385,0,0,0,0,60
591.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1877,0,0,0,5889,0,0,0,0,66
592.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,5413,0,0,0,0,74
593.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133,0,0,0,4959,0,0,0,0,82
594.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278,0,0,0,4527,0,0,0,0,91
595.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2435,0,0,0,4119,0,0,0,0,101
596.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606,0,0,0,3735,0,0,0,0,113
597.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2791,0,0,0,3375,0,0,0,0,126
598.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2991,0,0,0,3040,0,0,0,0,140
599.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3208,0,0,0,2729,0,0,0,0,157
600.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3443,0,0,0,2442,0,0,0,0,175
601.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3696,0,0,0,2177,0,0,0,0,196
602.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3970,0,0,0,1935,0,0,0,0,219
603.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4266,0,0,0,1714,0,0,0,0,244
604.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4584,0,0,0,1513,0,0,0,0,273
605.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4926,0,0,0,1332,0,0,0,0,305
606.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5294,0,0,0,1168,0,0,0,0,341
607.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5690,0,0,0,1021,0,0,0,0,381
608.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6113,0,0,0,890,0,0,0,0,425
609.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6566,0,0,0,773,0,0,0,0,475
610.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7050,0,0,0,669,0,0,0,0,529
611.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7567,0,0,0,578,0,0,0,0,590
612.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8117,0,0,0,497,0,0,0,0,657
613.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8701,0,0,0,426,0,0,0,0,731
614.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9321,0,0,0,364,0,0,0,0,813
615.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9977,0,0,0,310,0,0,0,0,902
616.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10670,0,0,0,263,0,0,0,0,1001
617.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11400,0,0,0,223,0,0,0,0,1109
618.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12167,0,0,0,188,0,0,0,0,1227
619.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12972,0,0,0,158,0,0,0,0,1356
620.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13813,0,0,0,133,0,0,0,0,1496
621.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14691,0,0,0,111,0,0,0,0,1648
622.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15603,0,0,0,92,0,0,0,0,1813
623.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16549,0,0,0,77,0,0,0,0,1992
624.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17527,0,0,0,64,0,0,0,0,2185
625.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18534,0,0,0,53,0,0,0,0,2392
626.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19568,0,0,0,43,0,0,0,0,2615
627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20626,0,0,0,35,0,0,0,0,2853
628.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21703,0,0,0,29,0,0,0,0,3108
629.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22796,0,0,0,24,0,0,0,0,3379
630.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23901,0,0,0,19,0,0,0,0,3666
631.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25012,0,0,0,16,0,0,0,0,3971
632.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26124,0,0,0,13,0,0,0,0,4292
633.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27231,0,0,0,10,0,0,0,0,4629
634.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28327,0,0,0,8,0,0,0,0,4983
635.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29407,0,0,0,7,0,0,0,0,5354
636.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30463,0,0,0,5,0,0,0,0,5739
637.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31488,0,0,0,4,0,0,0,0,6139
638.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32475,0,0,0,3,0,0,0,0,6553
639.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33419,0,0,0,3,0,0,0,0,6979
640.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34311,0,0,0,2,0,0,0,0,7416
641.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35144,0,0,0,2,0,0,0,0,7864
642.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35913,0,0,0,1,0,0,0,0,8319
643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36611,0,0,0,0,0,0,0,0,8781
644.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37232,0,0,0,0,0,0,0,0,9246
645.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37770,0,0,0,0,0,0,0,0,9714
646.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38220,0,0,0,0,0,0,0,0,10182
647.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38579,0,0,0,0,0,0,0,0,10647
648.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38841,0,0,0,0,0,0,0,0,11106
649.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39005,0,0,0,0,0,0,0,0,11558
650.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39067,0,0,0,0,0,0,0,0,11999
651.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39028,0,0,0,0,0,0,0,0,12427
652.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38885,0,0,0,0,0,0,0,0,12839
653.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38639,0,0,0,0,0,0,0,0,13232
654.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38292,0,0,0,0,0,0,0,0,13604
655.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37846,0,0,0,0,0,0,0,0,13952
656.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37303,0,0,0,0,0,0,0,0,14273
657.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36667,0,0,0,0,0,0,0,0,14565
658.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35943,0,0,0,0,0,0,0,0,14826
659.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35136,0,0,0,0,0,0,0,0,15055
660.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34252,0,0,0,0,0,0,0,0,15248
661.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33296,0,0,0,0,0,0,0,0,15405
662.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32277,0,0,0,0,0,0,0,0,15525
663.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31201,0,0,0,0,0,0,0,0,15606
664.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30075,0,0,0,0,0,0,0,0,15648
665.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28908,0,0,0,0,0,0,0,0,15650
666.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27708,0,0,0,0,0,0,0,0,15613
667.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26481,0,0,0,0,0,0,0,0,15536
668.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25237,0,0,0,0,0,0,0,0,15420
669.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23983,0,0,0,0,0,0,0,0,15267
670.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22725,0,0,0,0,0,0,0,0,15076
671.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21472,0,0,0,0,0,0,0,0,14850
672.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20230,0,0,0,0,0,0,0,0,14590
673.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19004,0,0,0,0,0,0,0,0,14298
674.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17802,0,0,0,0,0,0,0,0,13977
675.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16628,0,0,0,0,0,0,0,0,13627
676.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15486,0,0,0,0,0,0,0,0,13253
677.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14382,0,0,0,0,0,0,0,0,12856
678.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13317,0,0,0,0,0,0,0,0,12439
679.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12296,0,0,0,0,0,0,0,0,12006
680.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11321,0,0,0,0,0,0,0,0,11557
681.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10393,0,0,0,0,0,0,0,0,11098
682.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9514,0,0,0,0,0,0,0,0,10629
683.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8684,0,0,0,0,0,0,0,0,10155
684.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7904,0,0,0,0,0,0,0,0,9677
685.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7173,0,0,0,0,0,0,0,0,9198
686.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6492,0,0,0,0,0,0,0,0,8721
687.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5858,0,0,0,0,0,0,0,0,8247
688.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5271,0,0,0,0,0,0,0,0,7780
689.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4730,0,0,0,0,0,0,0,0,7321
690.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4232,0,0,0,0,0,0,0,0,6871
691.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3776,0,0,0,0,0,0,0,0,6433
692.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359,0,0,0,0,0,0,0,0,6008
693.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2980,0,0,0,0,0,0,0,0,5596
694.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2637,0,0,0,0,0,0,0,0,5200
695.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326,0,0,0,0,0,0,0,0,4820
696.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047,0,0,0,0,0,0,0,0,4457
697.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796,0,0,0,0,0,0,0,0,4110
698.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,0,0,0,0,0,0,0,0,3781
699.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,0,0,0,0,0,0,0,0,3470
700.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,0,0,0,0,0,0,0,0,3177
701.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,2901
702.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,2642
703.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,2401
704.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0,0,0,2176
705.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,1968
706.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,1775
707.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,1597
708.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,1434
709.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,1284
710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,1147
711.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,1022
712.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,908
713.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,805
714.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,713
715.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,629
716.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,554
