particle_size,5_500_1_00,5_500_1_01,5_500_1_02,5_500_2_00,5_500_2_01,5_500_2_02,10_500_1_00,10_500_1_01,10_500_1_02,10_500_2_00,10_500_2_01,10_500_2_02,15_500_1_00,15_500_1_01,15_500_1_02,15_500_2_00,15_500_2_01,15_500_2_02,24_600_1_00,24_600_1_01,24_600_1_02,24_600_2_00,24_600_2_01,24_600_2_02,29_800_1_00,29_800_1_01,29_800_1_02,29_800_2_00,29_800_2_01,29_800_2_02,31_500_1_00,31_500_1_01,31_500_1_02,31_500_2_00,31_500_2_01,31_500_2_02,6_500_1_00,6_500_1_01,6_500_1_02,6_500_2_00,6_500_2_01,6_500_2_02,11_500_1_00,11_500_1_01,11_500_1_02,11_500_2_00,11_500_2_01,11_500_2_02,17_500_1_00,17_500_1_01,17_500_1_02,17_500_2_00,17_500_2_01,17_500_2_02,19_600_1_00,19_600_1_01,19_600_1_02,19_600_2_00,19_600_2_01,19_600_2_02,34_500_1_00,34_500_1_01,34_500_1_02,34_500_2_00,34_500_2_01,34_500_2_02,1_500_1_00,1_500_1_01,1_500_1_02,1_500_2_00,1_500_2_01,1_500_2_02,7_500_1_00,7_500_1_01,7_500_1_02,7_500_2_00,7_500_2_01,7_500_2_02,16_500_1_00,16_500_1_01,16_500_1_02,22_800_1_00,22_800_1_01,22_800_1_02,22_800_2_00,22_800_2_01,22_800_2_02,27_800_1_00,27_800_1_01,27_800_1_02,27_800_2_00,27_800_2_01,27_800_2_02,33_500_1_00,33_500_1_01,33_500_1_02,33_500_2_00,33_500_2_01,33_500_2_02
106.5,2677675,2565862,3985440,5223187,5237367,1868627,5620515,5660017,5420778,2959047,8836722,2974987,3701507,3584883,3229958,1212187,2625419,4253528,4328423,3753631,2744539,5592209,5734170,5067923,3191757,2346731,1365977,2449186,4015255,3284394,7148687,3406899,4017122,4977139,4892604,1857886,4757304,6404643,4590757,6398177,5866667,6997408,2089227,2842026,3954704,3502818,2964424,3756644,6394552,6792334,6200624,6644963,5182691,9550916,3896299,4766645,997448,3812734,3702463,4130055,2258168,7095632,4283610,5666051,12745185,6146482,1826039,3034267,2203274,811575,1937777,1808660,3251482,645948,1096938,3055604,3069989,2811392,2313244,3304242,5270684,7455944,6403053,8061483,9503475,7335454,5461675,1965074,2080941,3794992,3125229,1744001,2083113,4214728,5216506,4294804,5429528,4530585,6831160
107.5,2469043,2504800,3939164,5119550,5055867,1923396,5598746,5440233,5734723,2797718,8852448,2850747,3913480,3853182,3136267,1095051,2581781,4192861,4402504,3777150,2585710,5638161,5738411,5165852,2827022,2192689,1515853,2315918,3853375,3165356,7487877,3171649,3847748,4803514,4566517,1742846,4569346,6366214,4416107,6269932,5686045,6846520,2032047,2740079,3766506,3296844,2928679,3616883,6530633,6509953,6190603,6505280,5204775,9443414,3710065,4536141,937601,3647661,3518305,3929463,2040523,6806576,4252695,5808639,12650463,5787347,1859137,2881590,2103393,835652,1950868,1797035,3235519,762929,1082566,2589898,3015060,2549193,2107814,3090646,5429765,7378587,5823983,7535233,9272205,7322693,5570197,2374091,1910806,3420722,2903245,1837417,1994136,4265927,4907343,4084252,5476848,4466968,6860303
108.5,2291777,2466319,3865173,5007300,4867833,2004963,5577635,5252679,6021682,2671183,8829781,2755733,4097956,4062423,3029151,1003422,2526021,4119948,4465377,3810067,2465740,5631386,5712097,5267268,2486526,2037182,1689823,2185546,3593582,3013608,7617839,2956075,3698209,4608223,4222310,1668114,4391328,6267582,4252848,6090164,5508271,6669892,2001698,2647045,3595144,3078600,2895735,3453337,6624550,6239115,6168565,6362531,5245202,9264375,3530806,4279279,902053,3505246,3343904,3722326,1875517,6514693,4243669,5921117,12305921,5429809,1910731,2718433,2006442,878765,1983965,1794742,3202244,908918,1094738,2154039,2978025,2310757,1947246,2900603,5583033,7289020,5252741,7036032,9013311,7304410,5681828,2836074,1748430,3025375,2614091,1934395,1863076,4322922,4615291,3881470,5528566,4406178,6864938
109.5,2145696,2449359,3766440,4890845,4677142,2114123,5554867,5095454,6265832,2576351,8768174,2691399,4246470,4191896,2910102,934256,2457283,4035049,4513619,3851434,2381044,5570816,5652904,5368349,2176051,1885861,1887144,2059379,3251559,2837207,7522011,2760189,3566900,4394673,3870355,1630439,4223692,6112379,4098788,5860188,5337697,6467460,1995354,2562045,3440456,2851354,2863900,3271022,6668404,5979477,6134019,6217466,5297840,9019975,3359370,4000399,888755,3385609,3180312,3513317,1756524,6225852,4256047,5999672,11732708,5084061,1980649,2549594,1912541,941914,2035266,1799804,3152105,1087632,1133108,1762608,2957008,2097282,1825954,2733047,5715666,7185159,4698430,6571022,8731604,7282018,5792439,3331950,1595253,2630279,2281233,2030402,1696413,4383023,4343898,3689018,5579356,4346282,6842711
110.5,2029797,2452660,3646878,4773808,4487110,2251815,5528276,4966212,6451828,2510699,8668363,2658973,4352786,4226648,2781126,885039,2375649,3938457,4544683,3899932,2328519,5458855,5560055,5465085,1898670,1743201,2105211,1938452,2851820,2645134,7211521,2583487,3451648,4166649,3520247,1627331,4066721,5907331,3951578,5584356,5177794,6240455,2010580,2484383,3301909,2619068,2831623,3075337,6657186,5730562,6086776,6070559,5356302,8718330,3196184,3704788,896667,3288354,3028238,3306610,1678242,5944574,4289007,6042158,10968571,4758307,2068367,2379930,1821877,1026597,2102742,1810483,3085977,1301967,1198109,1423701,2949861,1908796,1739317,2586810,5811447,7064820,4170403,6144760,8432048,7256870,5898192,3831964,1452503,2254196,1930913,2120196,1504593,4443416,4095543,3508583,5623710,4285867,6792206
111.5,1942674,2474740,3511058,4659004,4300467,2418889,5495917,4862264,6566152,2472237,8532344,2659606,4413486,4160242,2644594,853819,2282142,3830560,4557047,3953852,2305556,5300996,5434440,5553438,1655191,1612401,2338969,1823542,2423964,2446322,6722306,2425079,3349821,3928161,3180259,1657005,3920555,5661415,3808897,5269674,5031056,5991364,2045180,2413533,3178666,2386122,2797572,2871693,6589182,5491860,6026930,5922027,5414032,8368925,3041379,3398451,925671,3212680,2888116,3105756,1636720,5674148,4341398,6048231,10062910,4458734,2172828,2213995,1734716,1134661,2184058,1825299,3005100,1553169,1290672,1139517,2954195,1744469,1683626,2460652,5853948,6925931,3677150,5759602,8119653,7230171,5995712,4297667,1321101,1911247,1587757,2198035,1300312,4501269,3871552,3341091,5656234,4224028,6712995
112.5,1882817,2513832,3363887,4548478,4119364,2615806,5456122,4780652,6598477,2459451,8363275,2694483,4428181,3996120,2503086,839212,2178640,3711894,4550263,4011081,2309986,5105120,5278581,5629530,1444705,1495452,2580477,1715194,1997890,2248857,6106896,2283816,3258428,3683304,2857012,1718176,3785202,5384883,3668609,4925157,4898980,5723784,2097044,2349118,3069641,2156978,2760689,2665213,6466050,5262908,5954820,5771874,5464465,7982017,2894894,3087799,976479,3157455,2760164,2913625,1629275,5416809,4411751,6019300,9070544,4189650,2292237,2055758,1651389,1268089,2276522,1843055,2911023,1839855,1411806,907698,2967399,1602905,1655972,2353283,5828175,6766761,3225418,5416130,7799361,7202903,6082239,4686745,1201610,1610097,1271324,2258017,1096418,4553861,3672352,3186843,5671986,4160323,6605640
113.5,1848818,2567822,3210300,4443583,3945420,2842284,5407548,4718196,6542861,2471242,8165305,2764859,4399339,3747161,2359228,840367,2067691,3583191,4524911,4069109,2339981,4880582,5096444,5689838,1265129,1393308,2818775,1613752,1599248,2059426,5423725,2158383,3174219,3436110,2555360,1809712,3660550,5088293,3528904,4561011,4782112,5442168,2164006,2290874,2973557,1935856,2720242,2460487,6292544,5043330,5870997,5619954,5501285,7568068,2756557,2779282,1050520,3121278,2644436,2732407,1654365,5173935,4498276,5958338,8045420,3953744,2423851,1908429,1572274,1428747,2377064,1862848,2805544,2156993,1562038,722949,2986681,1482385,1654107,2263377,5722465,6586153,2819689,5113575,7475938,7175767,6155739,4959988,1094229,1354267,994300,2294539,903995,4598705,3497650,3045672,5666808,4094707,6471629
114.5,1839483,2634171,3054990,4345089,3779780,3096895,5349204,4671532,6398541,2506850,7943340,2872007,4331774,3433498,2215548,856933,1952272,3445402,4482467,4125063,2393926,4637270,4893117,5731378,1113692,1306114,3040252,1519393,1246290,1883059,4727198,2047385,3093798,3190414,2278448,1930151,3546367,4781689,3388410,4187758,4680128,5151522,2243719,2238627,2888983,1726437,2675858,2261421,6075962,4832858,5776187,5466041,5518735,7137239,2626149,2479018,1149776,3102499,2540862,2563641,1711409,4946241,4598867,5869568,7035342,3752404,2563809,1774397,1497772,1618055,2482289,1884067,2690657,2495055,1740668,578534,3009116,1381056,1676253,2189576,5530356,6383719,2462040,4850192,7153862,7149142,6214974,5088733,998826,1143205,762417,2302833,731078,4633673,3346598,2917082,5637637,4027437,6313270
115.5,1853872,2709869,2902199,4253295,3623194,3376658,5280460,4637137,6170189,2565762,7702768,3017066,4231938,3079198,2074366,888998,1835519,3299707,4425110,4175780,2470262,4384754,4674415,5751862,987320,1233425,3229608,1432158,948733,1723123,4060825,1949403,3013750,2949731,2027893,2077126,3442308,4473980,3246259,3815429,4591936,4857064,2333558,2192258,2814377,1531656,2627523,2071154,5825376,4631340,5671259,5309893,5511968,6698989,2503434,2192438,1276551,3099226,2449274,2408283,1800565,4733963,4711115,5758074,6078441,3586041,2707038,1655257,1428275,1836613,2588574,1906381,2568496,2839579,1944904,467446,3031711,1297068,1720892,2130484,5252001,6159997,2152347,4623578,6837234,7123057,6259513,5060601,914988,973662,575640,2279506,582197,4657093,3217951,2800379,5582722,3958977,6133532
116.5,1891272,2791422,2755575,4168143,3476090,3676682,5201042,4611360,5867534,2647615,7449178,3200758,4107136,2708639,1937704,937027,1720476,3147502,4355487,4217915,2567316,4131634,4446451,5749819,882923,1174400,3371433,1351989,708493,1581496,3454249,1863036,2930796,2717156,1804045,2246729,3347922,4172572,3102127,3452908,4515786,4563899,2430562,2151676,2748111,1353581,2575570,1892046,5550791,4438731,5557188,5151324,5477375,6261767,2388185,1924012,1433129,3109313,2369431,2266789,1922462,4537011,4832336,5629402,5201600,3454390,2847289,1551916,1364149,2083809,2692227,1929705,2441277,3171454,2168968,383162,3051499,1228662,1786507,2084659,4894771,5916519,1888713,4430924,6529694,7097179,6289685,4881761,842090,841002,429994,2222989,458669,4667830,3110189,2694782,5501751,3889895,5935877
117.5,1951124,2874897,2618107,4089320,3338644,3989924,5110998,4590470,5504408,2752082,7188084,3422979,3964795,2343422,1807241,1001769,1609886,2990363,4276479,4248088,2683119,3885120,4215232,5724642,797583,1127951,3452200,1278748,521656,1458844,2923627,1786931,2841961,2495296,1606274,2432911,3262657,3883217,2956216,3107487,4449399,4276750,2531426,2116790,2688507,1193398,2520631,1725718,5262328,4255077,5435033,4990252,5412869,5832830,2280185,1677071,1621290,3130340,2301028,2139201,2077862,4355088,4959617,5489174,4420643,3356762,2977356,1464725,1305704,2357429,2789678,1954150,2311235,3468128,2403394,320057,3065647,1174224,1871292,2050599,4472800,5655804,1668004,4269202,6234371,7070817,6306486,4575087,779361,740237,319407,2133836,359350,4665324,3021618,2599505,5395831,3820777,5724066
118.5,2032913,2956050,2492115,4016361,3210850,4307171,5010656,4570709,5097355,2878738,6924683,3682284,3811882,2000346,1684293,1084147,1506051,2829995,4190979,4263065,2815238,3650847,3986328,5676591,728667,1092844,3462347,1212243,380869,1354932,2474123,1719804,2744757,2286225,1433250,2627044,3185864,3610042,2809206,2784651,4390090,3999735,2632547,2087489,2633863,1051474,2463576,1573127,4969535,4080498,5305909,4826751,5318045,5418147,2179220,1453738,1841702,3159600,2243707,2025237,2267274,4187794,5089879,5342770,3741800,3292235,3089480,1393633,1253188,2653357,2877680,1979967,2180558,3705806,2634793,273535,3071575,1132307,1972842,2026722,4005463,5381257,1486393,4135305,5953850,7042929,6311449,4174952,725944,666739,237193,2014769,281566,4649593,2950439,2513827,5267359,3752148,5501978
119.5,2136007,3030518,2379296,3948719,3092572,4617285,4900574,4548376,4664025,3026918,6663655,3975296,3654496,1690616,1569823,1185112,1410763,2668170,4101711,4259963,2960620,3432882,3764616,5606724,673875,1067760,3397952,1152246,277474,1268913,2103227,1660441,2637364,2091469,1283194,2817837,3116813,3355704,2662172,2488065,4334906,3736241,2730128,2063621,2582490,927492,2405442,1434668,4680874,3915167,5170959,4661076,5194210,5022396,2085072,1254971,2093184,3194089,2197051,1924370,2490494,4034683,5219960,5195091,3163860,3259774,3175953,1338328,1206772,2965384,2953494,2007479,2051324,3862447,2846383,240013,3067071,1101631,2087843,2011348,3515041,5096989,1339833,4026135,5690161,7012158,6306488,3720405,680945,616646,177036,1870473,221946,4621197,2894797,2437138,5119775,3684416,5273442
120.5,2259479,3094080,2280799,3885842,2983590,4907787,4781481,4519919,4221607,3195564,6409028,4296114,3497643,1420101,1464464,1305449,1325294,2506659,4011088,4236446,3115480,3233857,3554144,5516783,631256,1051322,3261607,1098501,203042,1199564,1803922,1607710,2518768,1912031,1154089,2991725,3054695,3121619,2516467,2219717,4280783,3488866,2820332,2044982,2532751,820607,2347346,1310279,4403411,3759289,5031339,4493683,5044269,4649026,1997508,1080693,2371956,3230529,2160581,1835899,2746136,3895312,5346704,5050395,2680501,3258292,3229838,1298356,1166555,3285206,3015021,2037016,1925439,3921098,3019463,216811,3050400,1081071,2211817,2002693,3024041,4807573,1224425,3938665,5444802,6976871,6293737,3248683,643474,587062,133511,1707150,177054,4581166,2852811,2368965,4957254,3617833,5042096
121.5,2401901,3142959,2197318,3827217,2883635,5165741,4654218,4482051,3785508,3383063,6164084,4635850,3345165,1190292,1368565,1445560,1250446,2347169,3921127,4190917,3275248,3055197,3358068,5409037,599193,1042103,3062200,1050738,150242,1145464,1567209,1560559,2388864,1748429,1043837,3133860,2998639,2908220,2373611,1980174,4224701,3259426,2899477,2031299,2483105,729618,2290411,1199549,4142695,3613089,4888195,4325230,4872458,4300365,1916260,929985,2670994,3265411,2133747,1759005,3031187,3769260,5467060,4912224,2282415,3286640,3245723,1273212,1132564,3602626,3060880,2068849,1804586,3872874,3135789,202023,3020382,1069633,2338971,1998865,2552679,4517777,1136684,3869979,5218763,6935216,6275396,2790508,612665,576116,102248,1531899,143773,4530912,2822595,2308990,4784364,3552479,4811275
122.5,2561143,3174120,2129187,3772413,2792417,5378864,4519689,4431867,3368436,3587107,5931327,4982428,3199789,999539,1282239,1605207,1186623,2191281,3833398,4122660,3434602,2897359,3178680,5286110,576372,1038620,2813648,1008674,113169,1105103,1383833,1518014,2248470,1600757,950385,3229641,2947724,2715197,2235163,1768884,4163858,3049015,2964243,2022230,2432156,653122,2235693,1101817,3902787,3476795,4742640,4156567,4683986,3977759,1841024,801308,2979696,3295081,2115904,1692797,3340665,3656136,5578171,4783382,1959022,3343550,3220379,1262399,1104758,3905972,3090413,2103126,1690184,3718850,3180478,194387,2976439,1066422,2462229,1997882,2116999,4232285,1073700,3817299,5012577,6885193,6253591,2367774,587696,582950,79890,1352014,119489,4472114,2802267,2257052,4605741,3488257,4583934
123.5,2734184,3185529,2076471,3721103,2709641,5536716,4378820,4366966,2979926,3804571,5712493,5320790,3063239,844283,1205408,1783248,1133920,2040404,3749019,4031920,3587606,2760082,3017489,5150807,561750,1039333,2532847,972018,87329,1076945,1245309,1479177,2099269,1468757,871798,3266601,2900989,2541732,2102621,1584481,4095832,2858100,3011874,2017350,2378703,589651,2184124,1016254,3686402,3350626,4595735,3988711,4484614,3681727,1771453,692727,3284038,3315858,2106302,1636345,3667483,3555573,5677460,4665976,1699716,3427515,3153195,1265451,1083039,4182727,3103627,2139827,1583372,3470323,3144787,193187,2918601,1070609,2573505,1997702,1727866,3955455,1033241,3778004,4826372,6824742,6230257,1993392,567785,607665,63949,1174332,102135,4406609,2789953,2213136,4425807,3424910,4362599
124.5,2916980,3176323,2039041,3673076,2635022,5631786,4232526,4285559,2626297,4031437,5508588,5633633,2936391,720076,1137856,1977407,1092212,1895738,3668671,3919917,3727941,2642602,2875335,5005946,554512,1042650,2237343,940467,69444,1059440,1144425,1443229,1943662,1351898,806315,3236294,2857456,2386677,1977335,1425075,4018726,2686634,3040347,2016155,2321788,537773,2136467,941939,3495112,3234791,4448471,3822813,4280238,3412119,1707154,602108,3567380,3324191,2104050,1588708,4002567,3467215,5762684,4561470,1494663,3536645,3046303,1281930,1067254,4420304,3101090,2178714,1485000,3147271,3028015,198179,2847475,1081392,2664241,1996285,1390866,3691121,1013789,3749650,4659925,6751844,6207042,1672617,552199,651241,52628,1004688,90161,4336279,2783801,2177365,4248553,3362046,4149350
125.5,3104414,3146871,2016631,3628237,2568290,5660270,4081693,4186554,2310929,4262785,5319953,5902680,2819437,622317,1079268,2184100,1061229,1758257,3592639,3788776,3849244,2543829,2752511,4854219,554033,1046951,1943209,913708,57201,1051012,1075393,1409424,1784556,1249454,752367,3135776,2816145,2248713,1860449,1288489,3931291,2534169,3048483,2018058,2260736,496162,2093282,877910,3329575,3129480,4301752,3660119,4076510,3168261,1647692,527286,3811925,3316833,2108098,1548946,4335297,3390703,5831975,4470772,1335253,3668482,2904361,1311395,1057206,4606926,3083798,2219302,1395640,2775309,2837932,209542,2764171,1097954,2726188,1991664,1106941,3442465,1014564,3729993,4512720,6664627,6185244,1405074,540246,715393,44653,847577,82468,4262955,2781989,2149982,4077398,3299177,3945830
126.5,3290358,3098714,2008875,3586598,2509191,5622434,3927173,4069609,2034765,4492863,5146339,6110398,2712035,546719,1029271,2398373,1040614,1628697,3520864,3641385,3945519,2462485,2648896,4698085,559846,1050632,1663512,891410,49015,1050022,1033799,1377093,1625109,1160571,708589,2968299,2776093,2126454,1752871,1172446,3832996,2399964,3035997,2022394,2195186,463645,2054911,823209,3189759,3034864,4156377,3501925,3878546,2949099,1592600,466188,4000694,3291036,2117205,1516132,4654226,3325645,5883856,4394314,1214287,3819826,2734026,1353346,1052649,4732524,3053028,2260842,1315611,2381854,2589543,227859,2670208,1119432,2752331,1982039,873457,3211949,1035527,3717010,4383995,6561480,6165764,1186830,531268,802347,39140,706007,78334,4188330,2782738,2131327,3915114,3235753,3753262
127.5,3467874,3034390,2015323,3548261,2457489,5522473,3769784,3935150,1796899,4715244,4986990,6241926,2613448,489567,987459,2613998,1029965,1507570,3453003,3481207,4011577,2397212,2564061,4539692,571602,1052164,1407535,873219,43837,1054735,1016449,1345647,1468468,1084330,673816,2743034,2736377,2018537,1655270,1074708,3724039,2283085,3003465,2028429,2125099,439228,2021467,776902,3075141,2951097,4013028,3349530,3690730,2753308,1541385,416918,4119688,3244728,2129920,1489360,4948014,3271601,5917227,4332133,1126011,3986567,2543218,1407144,1053296,4789571,3010210,2302318,1245011,1992374,2302518,254099,2567398,1144876,2737801,1965870,685432,3001322,1077378,3708918,4272787,6441164,6149084,1012148,524642,914440,35485,581550,77360,4113902,2784336,2121823,3763823,3171214,3572493
128.5,3629567,2957188,2035442,3513398,2412962,5367933,3610321,3784338,1595175,4923086,4840729,6286873,2522657,447810,953421,2823734,1028856,1395171,3388493,3312046,4043451,2346636,2497362,4380838,589042,1050179,1180730,858750,41010,1063296,1021162,1314577,1317533,1019799,647069,2473842,2696134,1923671,1568086,993171,3605315,2182481,2952237,2035366,2050753,422104,1992832,738105,2984868,2878318,3872262,3204198,3516614,2579401,1493543,377806,4159809,3176667,2144570,1467748,5206428,3228056,5931340,4283941,1066047,4163584,2340305,1471925,1058815,4773764,2956816,2342462,1183758,1627495,1997966,289606,2457722,1173226,2680601,1941974,536673,2811665,1141551,3704195,4177970,6302915,6135261,874763,519773,1053510,33290,474529,79438,4040925,2785157,2121953,3625022,3105032,3404037
129.5,3768049,2870849,2068590,3482221,2375398,5168794,3449567,3619004,1426711,5109454,4706039,6240659,2438458,419073,926751,3019751,1036831,1291609,3326616,3137813,4038742,2309419,2448012,4222954,611962,1043542,985193,847577,40171,1073720,1046539,1283462,1174765,966072,627538,2177370,2654585,1840676,1491567,925918,3478319,2097046,2884289,2042366,1972716,411653,1968663,705985,2917879,2816651,3734504,3067117,3358909,2425803,1448575,347431,4118141,3086550,2159256,1450443,5421257,3194397,5925756,4249190,1031294,4344729,2133336,1546499,1068822,4684479,2894277,2379791,1131617,1301422,1695385,336074,2343216,1203286,2581964,1909597,420681,2643482,1230201,3701596,4098282,6146522,6123936,768697,516102,1220024,32303,384289,84729,3970383,2783694,2132241,3499654,3036751,3248119
130.5,3876497,2779278,2113991,3454958,2344590,4936396,3288306,3441533,1288331,5267715,4581143,6105096,2359537,401612,907060,3194191,1053396,1196827,3266557,2962310,3996834,2284286,2415125,4067120,640190,1031439,820441,839224,41195,1083923,1091705,1251967,1042067,922296,614569,1870876,2611052,1768499,1425800,871244,3345009,2025667,2802045,2048560,1891800,407431,1948402,679759,2872982,2766211,3600049,2939370,3219541,2290918,1406000,324624,3998281,2975054,2171879,1436625,5586977,3169890,5900301,4227117,1019822,4522930,1929430,1629258,1082884,4524941,2823935,2412667,1088245,1021725,1410425,395470,2225867,1233724,2446255,1868463,331283,2496806,1346167,3700154,4032345,5972382,6114358,688696,513103,1411977,32382,309497,93680,3902979,2778585,2153233,3388184,2966028,3104731
131.5,3949223,2686287,2170686,3431822,2320329,4682377,3127338,3254732,1176892,5391940,4464084,5888110,2284536,394245,893979,3339789,1077986,1110637,3207471,2789041,3918946,2270038,2397739,3914092,673555,1013425,684265,833156,44170,1091789,1156030,1219851,920734,887692,607639,1570215,2564977,1706222,1370764,827671,3207652,1967250,2708197,2053081,1809002,409162,1931289,658698,2848902,2727102,3469065,2821917,3099745,2173175,1365368,308454,3809689,2843805,2180184,1425506,5701085,3153663,5855019,4216786,1030780,4690440,1734379,1718102,1100511,4302053,2747019,2439374,1053209,790191,1153788,469900,2107528,1263080,2280432,1818780,262997,2371320,1492901,3699181,3978688,5781523,6105418,630420,510302,1623731,33475,248423,107048,3839133,2768641,2185469,3290681,2892657,2973668
132.5,3982183,2595393,2237486,3412988,2302402,4417762,2967477,3061669,1089507,5477289,4352803,5602653,2212102,396294,887154,3450475,1109924,1032743,3148536,2621083,3808022,2265564,2394826,3764346,711864,989452,573492,828770,49397,1095276,1238804,1186965,811462,861559,606339,1288327,2515940,1653064,1326361,793931,3068652,1920741,2605519,2055082,1725433,416723,1916380,642108,2844282,2699423,3341605,2715583,3000188,2071059,1326279,298215,3566213,2695286,2181832,1416346,5764066,3144684,5790137,4217116,1064328,4839230,1552473,1810407,1121157,4025896,2664644,2458219,1026008,604311,931197,561388,1989859,1289793,2093158,1761220,211190,2266459,1674327,3698249,3935753,5575586,6095694,590454,507280,1845112,35598,199175,125947,3778994,2752875,2229458,3206905,2816590,2854580
133.5,3973354,2509695,2312930,3398567,2290581,4152293,2809558,2865512,1023690,5520332,4245215,5265057,2140938,407513,886238,3521883,1148380,962775,3089001,2460997,3668460,2269836,2405278,3618126,754880,959861,484592,825396,57427,1092551,1338874,1153250,714418,843286,610353,1034401,2463664,1608370,1292466,768959,2930397,1885134,2496717,2053769,1642253,430130,1902574,629326,2857674,2683257,3217615,2621053,2921082,1983135,1288392,293406,3284144,2532667,2174511,1408449,5779020,3141756,5706035,4226905,1121578,4961494,1386518,1903036,1144221,3708936,2577829,2467640,1006079,458906,744145,671545,1874284,1312254,1893762,1696846,172095,2181514,1894614,3697163,3901910,5356766,6083513,566249,503687,2061191,38829,159872,151900,3722458,2730523,2285638,3136367,2737948,2746998
134.5,3922908,2431805,2395242,3388582,2284619,3894035,2654425,2669378,977446,5519266,4139287,4893133,2069842,428033,890879,3551678,1192327,900311,3028233,2310797,3505732,2281913,2427889,3475504,802306,925335,414092,822290,69111,1082140,1454260,1118739,629327,832337,619442,813715,2408026,1571607,1268953,751867,2795125,1859466,2384302,2048430,1560596,449521,1888652,619709,2887490,2678673,3096954,2538882,2862295,1908057,1251437,293703,2980204,2359606,2156058,1401179,5751073,3143503,5603235,4244853,1204563,5050236,1237999,1992423,1169054,3365008,2487518,2466315,992799,347581,591034,801143,1761974,1328876,1691228,1627024,142735,2115708,2157828,3695930,3875467,5127726,6067014,556009,499253,2253194,43300,128766,186874,3669189,2701056,2354329,3078397,2657014,2650371
135.5,3833175,2363845,2482312,3382952,2284245,3649226,2502920,2476190,949308,5474019,4033117,4504380,1997745,458296,900702,3539680,1240501,844894,2965746,2171964,3325935,2300931,2461328,3336422,853765,886821,358831,818655,85678,1063067,1581786,1083544,555587,828249,633418,628026,2349050,1542345,1255722,741926,2664827,1842810,2270512,2038460,1481523,475140,1873317,612622,2931954,2685709,2979416,2469503,2823428,1844574,1215215,298940,2669827,2180006,2124616,1393962,5686653,3148384,5482400,4269575,1316179,5099848,1107322,2074725,1194966,3008209,2394607,2453271,985474,263805,468366,949628,1653843,1338177,1493391,1553311,120820,2068259,2467441,3694710,3854686,4891474,6044232,558562,493799,2400751,49190,104304,233288,3618645,2664189,2435668,3032183,2574227,2564088
136.5,3708381,2307481,2571699,3381476,2289158,3422332,2355864,2288569,938360,5386205,3925009,4114533,1923743,498985,915291,3487769,1291382,796056,2901229,2045488,3135340,2326101,2504108,3200750,908795,845442,316084,813651,108827,1034951,1716788,1047851,492376,830617,652129,476294,2286906,1520251,1252722,738536,2541181,1834270,2157250,2023390,1405969,507314,1855250,607432,2989040,2704363,2864747,2413241,2803882,1791532,1179607,309084,2365955,1997786,2078785,1386297,5592779,3154703,5344346,4299617,1460113,5106605,994086,2146038,1221248,2651837,2299963,2427965,983321,201596,371753,1114648,1550567,1338877,1306425,1477343,104617,2038416,2825692,3693775,3837794,4651226,6013186,573219,487236,2485267,56723,85158,293926,3570109,2619877,2529539,2996812,2490152,2487497
137.5,3554229,2263981,2660660,3383821,2299018,3216233,2214035,2108753,944244,5258974,3813538,3736613,1847130,550927,934161,3399599,1343190,753330,2834554,1931933,2939982,2356700,2554560,3068327,966840,802391,283596,806428,140817,998055,1852997,1011905,438749,839078,675433,355553,2221898,1505069,1259956,741214,2425525,1832957,2046077,2002901,1334716,546428,1833176,603507,3056406,2734563,2752672,2370328,2802879,1747863,1144568,324205,2078416,1816666,2017762,1377761,5476419,3160646,5190058,4333479,1640690,5069004,897346,2202663,1247182,2307486,2204446,2390339,985451,155861,296662,1291711,1452598,1329993,1134647,1400728,92845,2025478,3232821,3693449,3823012,4410263,5971965,599617,479566,2493669,66150,70225,371737,3522722,2568306,2635471,2971288,2405460,2419920
138.5,3377361,2234287,2746222,3389513,2313445,3032490,2078147,1938551,967154,5096742,3697610,3380491,1767420,614967,956742,3280181,1393916,716257,2765777,1831515,2745333,2392059,2610818,2938993,1027249,758848,259566,796173,184527,953252,1982677,975999,393721,853287,703180,261741,2154443,1496610,1277489,749561,2318851,1837981,1938211,1976843,1268379,592895,1805934,600211,3131354,2776144,2642920,2340917,2819472,1712584,1110119,344452,1813829,1639983,1941455,1368011,5344004,3164327,5020710,4369631,1862634,4987885,815839,2241382,1272073,1984416,2108909,2340836,990844,122488,238877,1474091,1360196,1310921,980577,1324957,84578,2028796,3686231,3694069,3808577,4171787,5918831,637527,470877,2421451,77740,58605,469438,3475516,2509871,2752542,2954553,2320892,2360661
139.5,3184803,2219084,2825280,3397935,2332015,2871624,1948827,1779327,1007829,4904868,3576509,3052895,1684364,691791,982353,3135396,1441379,684398,2695129,1744184,2556081,2431560,2670815,2812624,1089279,715897,242604,782153,243440,901934,2097082,940455,356327,872901,735180,190391,2085057,1494738,1305440,763251,2221835,1848435,1834552,1945235,1207405,647118,1772549,596918,3210791,2828809,2535239,2325083,2852522,1684787,1076343,370003,1575899,1470569,1850542,1356789,5201080,3163853,4837686,4406536,2130672,4866321,748165,2259731,1295264,1689239,2014196,2280382,998334,98289,194740,1653105,1273458,1281497,845192,1251342,79164,2047754,4179686,3695931,3792776,3938801,5852305,686625,461330,2273985,91756,49585,588928,3427456,2445152,2879260,2945495,2237229,2309016
