particle_size,5_500_1_00,5_500_1_01,5_500_1_02,5_500_2_00,5_500_2_01,5_500_2_02,10_500_1_00,10_500_1_01,10_500_1_02,10_500_2_00,10_500_2_01,10_500_2_02,15_500_1_00,15_500_1_01,15_500_1_02,15_500_2_00,15_500_2_01,15_500_2_02,24_600_1_00,24_600_1_01,24_600_1_02,24_600_2_00,24_600_2_01,24_600_2_02,29_800_1_00,29_800_1_01,29_800_1_02,29_800_2_00,29_800_2_01,29_800_2_02,31_500_1_00,31_500_1_01,31_500_1_02,31_500_2_00,31_500_2_01,31_500_2_02,6_500_1_00,6_500_1_01,6_500_1_02,6_500_2_00,6_500_2_01,6_500_2_02,11_500_1_00,11_500_1_01,11_500_1_02,11_500_2_00,11_500_2_01,11_500_2_02,17_500_1_00,17_500_1_01,17_500_1_02,17_500_2_00,17_500_2_01,17_500_2_02,19_600_1_00,19_600_1_01,19_600_1_02,19_600_2_00,19_600_2_01,19_600_2_02,34_500_1_00,34_500_1_01,34_500_1_02,34_500_2_00,34_500_2_01,34_500_2_02,1_500_1_00,1_500_1_01,1_500_1_02,1_500_2_00,1_500_2_01,1_500_2_02,7_500_1_00,7_500_1_01,7_500_1_02,7_500_2_00,7_500_2_01,7_500_2_02,16_500_1_00,16_500_1_01,16_500_1_02,22_800_1_00,22_800_1_01,22_800_1_02,22_800_2_00,22_800_2_01,22_800_2_02,27_800_1_00,27_800_1_01,27_800_1_02,27_800_2_00,27_800_2_01,27_800_2_02,33_500_1_00,33_500_1_01,33_500_1_02,33_500_2_00,33_500_2_01,33_500_2_02
317.5,107458,0,33709,41,115440,246287,87406,3588,0,0,21,2629,0,0,11384,0,100466,27698,0,50706,340701,16717,2727,1434,0,0,1817,0,56506,0,1305,0,169,21180,87583,0,127791,2779,131798,84696,123062,136958,83206,319883,10070,64314,0,34897,178528,13535,20170,108,0,20912,1903,94348,5904,1468,750,38281,331,108447,89793,113,0,86626,276178,52544,14967,16588,40,53559,0,9741,3516,172982,0,7911,330,0,77706,73,0,52795,151166,0,9,0,16478,0,0,1306,28900,0,28265,30820,69033,0,32084
318.5,102540,0,30223,40,109013,221987,86061,4414,0,0,22,3774,0,0,9688,0,110259,30117,0,41957,305373,20110,3204,1417,0,0,2500,0,43582,0,1926,0,153,19459,80455,0,122534,2403,130653,75247,119086,132195,82595,307925,12624,64614,0,37937,181820,12665,16823,194,0,22356,2459,99573,5663,1242,871,35155,161,102920,87061,134,0,87471,281324,52829,14786,21025,45,45738,0,15468,4978,168274,0,8218,167,0,71493,46,0,60081,142585,0,14,0,15029,0,0,1493,32642,0,28823,33149,72601,0,33156
319.5,97509,0,26941,39,102815,197103,84727,5412,0,0,22,5388,0,0,8209,0,119628,32604,0,34463,265516,23993,3747,1411,0,0,3402,0,32861,0,2789,0,140,17879,73192,0,117275,2078,129004,66622,115413,126695,81997,292854,15686,64736,0,41312,181308,11801,13871,343,0,23857,3159,104976,5468,1051,1016,32096,76,97320,83965,159,0,88191,285104,53177,14641,26214,52,38540,0,23739,6982,162466,0,8573,82,0,65529,29,0,67741,133162,0,21,0,13623,0,0,1703,36482,0,29438,35645,76270,0,34220
320.5,92391,0,23875,39,96873,172411,83409,6611,0,0,22,7634,0,0,6929,0,128319,35142,0,28103,223939,28377,4362,1413,0,0,4578,0,24234,0,3961,0,128,16434,65953,0,112026,1798,126859,58781,112037,120568,81425,275134,19316,64690,0,45046,177066,10952,11307,594,0,25407,4033,110499,5314,890,1186,29131,35,91669,80546,191,0,88778,287420,53574,14530,32136,61,32039,0,35205,9688,155697,0,8980,39,0,59843,18,0,75633,123105,0,32,0,12272,0,0,1939,40347,0,30113,38308,80023,0,35271
321.5,87213,0,21034,39,91202,148587,82117,8042,0,0,23,10716,0,0,5827,0,136081,37711,0,22755,183212,33256,5054,1426,0,0,6092,0,17486,0,5516,0,118,15117,58875,0,106800,1557,124232,51679,108951,113933,80892,255307,23574,64486,0,49160,169395,10126,9111,1010,0,26990,5115,116072,5199,755,1389,26281,15,85993,76846,231,0,89220,288198,54006,14453,38724,71,26273,0,50430,13276,148116,0,9442,18,0,54457,11,0,83582,112637,0,49,0,10985,0,0,2204,44162,0,30849,41134,83840,0,36306
322.5,82004,0,18421,39,85814,126181,80855,9735,0,0,23,14874,0,0,4883,0,142683,40291,0,18298,145412,38602,5826,1448,0,0,8013,0,12351,0,7534,0,109,13919,52078,0,101609,1350,121144,45272,106146,106915,80409,233968,28515,64137,0,53677,158797,9329,7258,1680,0,28591,6440,121615,5119,641,1627,23565,7,80323,72914,280,0,89505,287387,54459,14407,45852,83,21250,0,69767,17942,139883,0,9962,8,0,49385,6,0,91382,101979,0,73,0,9773,0,0,2500,47845,0,31649,44120,87697,0,37319
323.5,76792,0,16036,41,80715,105600,79630,11723,0,0,24,20379,0,0,4078,0,147921,42860,0,14615,111977,44361,6682,1481,0,0,10418,0,8544,0,10090,0,101,12834,45655,0,96467,1171,117625,39514,103612,99637,79989,211725,34182,63656,0,58612,145913,8567,5717,2732,0,30191,8048,127035,5073,545,1908,21000,3,74689,68800,341,0,89620,284965,54916,14391,53341,99,16951,0,93194,23883,131159,0,10545,3,0,44639,4,0,98808,91347,0,109,0,8641,0,0,2829,51314,0,32515,47255,91567,0,38308
324.5,71607,0,13876,42,75905,87109,78448,14039,0,0,25,27513,1,0,3397,0,151636,45395,0,11598,83682,50456,7623,1524,0,0,13386,0,5790,0,13253,0,94,11852,39678,0,91384,1017,113711,34360,101337,92221,79640,189177,40611,63059,0,63980,131464,7844,4451,4340,0,31770,9975,132232,5059,465,2238,18596,1,69124,64557,418,0,89552,280938,55360,14404,60954,118,13336,0,120190,31268,122105,0,11194,1,0,40223,2,0,105620,80940,0,162,0,7592,0,0,3192,54491,0,33447,50528,95416,0,39268
325.5,66478,0,11934,44,71381,70839,77311,16712,0,0,26,36541,2,0,2822,0,153713,47874,0,9145,60704,56777,8649,1578,0,0,16995,0,3847,0,17075,0,88,10968,34193,0,86373,885,109445,29763,99310,84782,79373,166882,47822,62358,0,69789,116182,7161,3427,6723,0,33304,12261,137096,5076,397,2624,16364,0,63660,60236,512,0,89285,275341,55771,14446,68416,141,10346,0,149645,40214,112875,0,11913,0,0,36135,1,0,111580,70933,0,238,0,6630,0,0,3593,57301,0,34448,53922,99211,0,40195
326.5,61433,0,10201,47,67138,56805,76226,19769,0,0,27,47665,2,0,2338,0,154096,50273,0,7167,42760,63189,9759,1644,0,0,21317,0,2506,1,21583,0,82,10172,29226,0,81445,770,104874,25680,97519,77425,79195,145331,55815,61571,0,76039,100754,6522,2608,10146,0,34769,14938,141513,5123,340,3074,14307,0,58331,55888,631,0,88806,268242,56130,14514,75424,169,7915,0,179871,50744,103613,0,12706,0,0,32372,0,0,116462,61474,0,348,0,5754,0,0,4031,59682,0,35518,57417,102910,0,41085
327.5,56501,0,8667,51,63167,44926,75195,23227,0,0,29,60966,4,0,1934,0,152783,52572,0,5584,29258,69534,10949,1723,0,0,26415,0,1602,2,26772,0,77,9457,24786,0,76611,672,100048,22068,95950,70244,79115,124937,64573,60712,0,82724,85773,5926,1963,14899,0,36139,18035,145369,5201,292,3596,12428,0,53168,51561,778,0,88101,259732,56415,14609,81671,203,5972,0,208735,62754,94449,0,13578,0,0,28925,0,0,120070,52680,0,504,0,4963,0,0,4509,61581,0,36655,60989,106473,0,41937
328.5,51706,0,7319,55,59457,35053,74221,27099,0,0,30,76348,5,0,1597,0,149832,54750,0,4326,19455,75633,12213,1816,0,0,32331,0,1005,2,32597,0,73,8818,20862,0,71882,586,95021,18885,94590,63319,79138,106018,74053,59796,0,89828,71712,5374,1461,21269,0,37388,21570,148551,5311,251,4199,10725,0,48201,47300,962,0,87158,249933,56607,14730,86871,245,4444,0,233887,75977,85500,0,14533,0,0,25782,0,0,122249,44632,0,724,0,4254,0,0,5027,62959,0,37859,64608,109854,0,42747
329.5,47074,0,6143,61,55996,26988,73308,31384,0,0,32,93473,7,0,1317,0,145349,56787,0,3334,12579,81296,13543,1926,0,0,39082,0,619,3,38976,0,69,8247,17433,0,67269,513,89849,16092,93425,56717,79272,88800,84192,58837,0,97322,58909,4866,1076,29484,0,38488,25551,150951,5453,217,4893,9194,0,43456,43146,1190,0,85966,238987,56683,14875,90777,297,3262,0,253082,89965,76866,0,15573,0,0,22930,0,0,122896,37383,0,1031,0,3625,0,0,5585,63794,0,39127,68242,113006,0,43512
330.5,42627,0,5124,67,52771,20509,72456,36069,0,0,34,111724,10,0,1085,0,139492,58667,0,2556,7911,86332,14929,2052,0,0,46655,0,374,4,45783,0,66,7739,14468,0,62781,449,84587,13652,92442,50489,79520,73413,94897,57851,0,105168,47567,4399,783,39650,0,39414,29970,152475,5629,188,5686,7830,0,38956,39136,1475,0,84516,227057,56622,15044,93209,360,2362,0,264517,104088,68628,0,16703,0,0,20352,0,0,121970,30950,0,1455,0,3070,0,0,6183,64077,0,40457,71854,115883,0,44230
331.5,38386,0,4249,76,49770,15388,71668,41125,0,0,36,130194,14,0,893,0,132452,60376,0,1950,4844,90556,16357,2198,0,0,54994,0,223,5,52857,0,63,7288,11931,0,58428,395,79288,11529,91626,44675,79888,59903,106055,56848,0,113311,37773,3973,564,51681,0,40143,34802,153044,5841,164,6589,6623,0,34721,35299,1827,1,82803,214320,56405,15237,94062,436,1687,0,267116,117568,60852,0,17924,0,0,18032,0,0,119493,25328,0,2035,0,2584,0,0,6819,63817,0,41843,75403,118436,0,44901
332.5,34367,0,3502,86,46978,11403,70946,46508,0,0,39,147731,20,0,735,0,124447,61901,0,1482,2888,93803,17813,2365,0,0,64001,0,130,7,60010,0,61,6890,9779,0,54219,347,74004,9690,90964,39297,80377,48244,117527,55843,0,121685,29513,3585,402,65233,0,40654,40005,152596,6090,143,7610,5565,0,30764,31660,2264,1,80825,200963,56012,15453,93318,529,1189,0,260696,129530,53587,0,19239,0,0,15951,0,0,115551,20486,0,2818,0,2162,0,0,7492,63035,0,43280,78847,120620,0,45521
333.5,30585,0,2870,98,44381,8348,70289,52153,0,0,42,163026,28,0,605,0,115714,63232,0,1121,1679,95938,19278,2557,0,0,73531,0,75,9,67035,0,59,6540,7970,0,50161,306,68783,8105,90440,34369,80991,38349,129155,54846,0,130208,22699,3234,283,79668,0,40929,45513,151095,6381,126,8758,4644,0,27096,28238,2804,2,78583,187179,55427,15691,91044,641,827,0,245991,139099,46863,0,20648,0,0,14092,0,0,110288,16375,0,3866,0,1798,0,0,8199,61766,0,44760,82140,122390,0,46092
334.5,27051,0,2338,113,41966,6040,69701,57978,0,0,46,174764,39,0,498,0,106490,64364,0,845,952,96865,20735,2775,0,0,83388,0,42,12,73722,0,57,6234,6462,0,46263,271,63669,6746,90038,29891,81732,30088,140765,53868,0,138784,17193,2917,198,94069,0,40954,51244,148531,6715,111,10039,3849,0,23721,25048,3469,2,76085,173160,54636,15952,87381,777,568,0,224510,145490,40700,0,22149,0,0,12436,0,0,103897,12936,0,5249,0,1486,0,0,8935,60056,0,46274,85235,123706,0,46611
335.5,23772,0,1893,131,39720,4319,69180,63885,0,0,50,181800,55,0,411,0,97009,65291,0,634,527,96534,22161,3024,0,0,93335,0,24,15,79869,1,55,5969,5214,0,42531,240,58702,5585,89744,25856,82598,23300,152168,52918,0,147305,12832,2631,136,107305,0,40722,57096,144922,7098,99,11461,3168,0,20640,22097,4285,2,73340,159093,53630,16233,82535,940,385,0,198284,148122,35102,0,23741,0,0,10966,0,0,96606,10099,0,7055,0,1221,0,0,9698,57958,0,47811,88086,124533,0,47080
336.5,20752,0,1524,154,37630,3055,68727,69757,0,0,54,183332,76,0,339,0,87488,66014,0,475,285,94943,23537,3307,0,0,103096,0,13,20,85299,2,54,5741,4190,0,38970,213,53915,4599,89542,22250,83590,17810,163169,52004,0,155650,9442,2374,93,118169,0,40228,62953,140312,7533,88,13026,2590,0,17850,19388,5285,3,70366,145156,52401,16535,76755,1135,258,0,169551,146696,30063,0,25419,0,0,9664,0,0,88666,7791,0,9382,0,997,0,0,10480,55533,0,49357,90646,124843,0,47499
337.5,17993,0,1221,181,35684,2137,68343,75468,0,0,59,179053,105,0,280,0,78124,66533,0,355,151,92144,24839,3628,0,0,112366,0,7,26,89864,3,53,5547,3354,0,35586,190,49335,3767,89413,19050,84705,13438,173574,51135,0,163686,6852,2144,63,125547,0,39477,68687,134775,8025,79,14738,2102,0,15342,16921,6502,4,67181,131511,50948,16857,70310,1367,170,0,140451,141251,25565,0,27178,0,0,8513,0,0,80333,5939,0,12342,0,810,0,0,11276,52843,0,50898,92871,124613,0,47868
338.5,15491,0,972,215,33870,1479,68026,80883,0,0,65,169216,143,0,232,0,69084,66853,0,264,78,88236,26047,3992,0,0,120830,0,4,34,93459,5,52,5386,2677,0,32381,169,44986,3067,89342,16231,85938,10009,183189,50316,0,171278,4907,1938,42,128603,0,38475,74162,128409,8580,71,16595,1695,0,13106,14690,7980,6,63813,118305,49275,17198,63472,1642,111,0,112779,132165,21586,0,29007,0,0,7500,0,0,71856,4474,0,16059,0,654,0,0,12078,49951,0,52416,94721,123830,0,48190
339.5,13240,0,770,257,32177,1014,67778,85862,0,0,72,154623,196,0,193,0,60506,66980,0,197,39,83360,27141,4404,0,0,128174,0,2,44,96021,7,51,5256,2130,0,29359,152,40883,2483,89310,13765,87286,7359,191833,49554,0,178283,3469,1755,28,126937,0,37238,79244,121331,9205,64,18595,1357,0,11127,12688,9764,7,60290,105664,47390,17559,56499,1964,72,0,87842,120114,18096,0,30898,0,0,6608,0,0,63463,3331,0,20663,0,525,0,0,12879,46920,0,53894,96158,122489,0,48464
340.5,11232,0,606,309,30596,688,67596,90269,0,0,80,136507,265,0,161,0,52492,66923,0,146,20,77690,28100,4870,0,0,134108,0,0,56,97534,10,51,5154,1692,0,26519,136,37037,1998,89299,11622,88739,5342,199343,48853,0,184559,2423,1592,18,120662,0,35784,83803,113679,9905,59,20730,1079,0,9389,10903,11906,10,56645,93692,45307,17937,49617,2342,46,0,66413,105986,15059,0,32835,0,0,5825,0,0,55353,2450,0,26285,0,419,0,0,13669,43809,0,55310,97150,120595,0,48694
341.5,9456,0,475,373,29117,462,67481,93977,0,0,90,116358,357,0,134,0,45118,66691,0,108,10,71424,28907,5395,0,0,138381,0,0,71,98023,14,51,5080,1342,0,23863,123,33456,1597,89290,9770,90289,3829,205576,48218,0,189971,1672,1447,12,110402,0,34138,87723,105599,10688,54,22991,852,0,7875,9322,14465,14,52914,82472,43045,18332,43013,2779,29,0,48778,90764,12440,0,34803,0,0,5138,0,0,47687,1781,0,33052,0,332,0,0,14440,40670,0,56643,97674,118162,0,48882
342.5,7898,0,371,452,27730,308,67432,96875,0,0,100,95706,478,0,113,0,38426,66296,0,80,5,64768,29549,5987,0,0,140801,0,0,91,97549,20,51,5033,1063,0,21390,111,30139,1269,89264,8181,91923,2710,210414,47654,0,194390,1141,1318,8,97183,0,32328,90905,97245,11562,50,25365,668,0,6565,7931,17504,20,49135,72062,40628,18744,36831,3283,18,0,34830,75414,10200,0,36782,0,0,4537,0,0,40588,1280,0,41075,0,262,0,0,15183,37553,0,57869,97711,115214,0,49029
343.5,6544,0,288,550,26429,203,67447,98870,0,0,113,75919,634,0,95,0,32434,65750,0,60,2,57930,30014,6652,0,0,141245,0,0,114,96203,28,51,5012,842,0,19096,101,27085,1001,89203,6824,93627,1894,213772,47162,0,197703,770,1204,5,82267,0,30385,93270,88770,12535,46,27836,520,0,5441,6716,21089,28,45347,62500,38083,19171,31171,3859,11,0,24200,60776,8301,0,38752,0,0,4011,0,0,34138,909,0,50442,0,206,0,0,15887,34499,0,58964,97251,111782,0,49139
344.5,5378,0,222,671,25205,133,67526,99897,0,0,127,58053,836,0,81,0,27136,65067,0,44,1,51104,30293,7399,0,0,139674,0,0,143,94097,40,52,5016,667,0,16979,92,24287,785,89088,5672,95383,1307,215594,46746,0,199814,514,1103,3,66941,0,28343,94768,80319,13617,43,30385,402,0,4483,5661,25291,39,41589,53803,35443,19613,26090,4511,7,0,16376,47494,6703,0,40689,0,0,3552,0,0,28381,638,0,61202,0,160,0,0,16544,31543,0,59904,96294,107908,0,49214
345.5,4382,0,171,820,24051,86,67666,99920,0,0,144,42775,1094,0,69,0,22507,64260,1,33,0,44464,30383,8234,0,0,136133,0,0,179,91356,56,52,5045,529,0,15033,84,21737,611,88899,4698,97171,891,215860,46409,0,200651,340,1014,2,52339,0,26234,95375,72029,14817,41,32988,309,0,3673,4750,30180,57,37897,45968,32741,20068,21612,5244,4,0,10803,35983,5371,0,42566,0,0,3150,0,0,23328,443,0,73353,0,124,0,0,17144,28713,0,60664,94846,103640,0,49257
346.5,3541,0,131,1004,22962,55,67866,98933,0,0,163,30361,1419,0,59,0,18510,63345,2,25,0,38156,30283,9167,0,0,130752,0,0,223,88109,79,53,5101,420,0,13254,77,19424,472,88618,3879,98968,600,214581,46151,0,200166,222,935,1,39307,0,24094,95096,64020,16144,39,35621,235,0,2993,3968,35826,82,34308,38977,30012,20536,17730,6061,3,0,6954,26424,4269,0,44358,0,0,2799,0,0,18965,303,0,86834,0,96,0,0,17678,26030,0,61221,92922,99031,0,49271
347.5,2836,0,100,1231,21932,35,68125,96963,0,0,186,20752,1826,0,50,0,15097,62335,2,18,0,32292,29995,10206,0,0,123736,0,0,275,84483,110,54,5182,334,0,11635,71,17334,362,88229,3193,100745,399,211803,45976,0,198339,144,866,0,28345,0,21954,93963,56395,17608,37,38258,178,0,2425,3301,42296,119,30851,32798,27292,21016,14415,6961,2,0,4373,18806,3366,0,46034,0,0,2494,0,0,15253,206,0,101512,0,74,0,0,18138,23509,0,61553,90547,94140,0,49260
348.5,2251,0,76,1510,20956,22,68439,94069,0,0,212,13657,2331,0,44,0,12214,61243,3,14,0,26955,29528,11359,0,0,115354,0,0,338,80600,151,56,5291,267,0,10169,65,15454,276,87714,2622,102474,263,207600,45885,0,195181,93,806,0,19621,0,19846,92031,49236,19218,36,40871,134,0,1954,2735,49648,173,27557,27387,24615,21505,11622,7944,0,0,2689,12970,2633,0,47567,0,0,2226,0,0,12141,138,0,117178,0,56,0,0,18517,21159,0,61640,87751,89028,0,49226
349.5,1770,0,57,1852,20028,14,68807,90334,0,0,243,8653,2949,0,38,0,9803,60085,4,10,0,22191,28890,12635,0,0,105922,0,0,413,76570,207,58,5427,214,0,8848,60,13769,208,87061,2148,104120,171,202074,45878,0,190732,59,753,0,13035,0,17797,89378,42604,20983,35,43431,100,0,1567,2256,57929,253,24446,22693,22013,22005,9300,9007,0,0,1618,8667,2042,0,48928,0,0,1993,0,0,9568,91,0,133538,0,43,0,0,18809,18985,0,61465,84573,83759,0,49172
350.5,1380,0,43,2269,19146,9,69225,85868,0,0,279,5277,3700,0,33,0,7807,58873,5,8,0,18020,28096,14042,0,0,95781,0,0,502,72488,282,60,5593,172,0,7664,56,12263,156,86255,1755,105647,110,195351,45958,0,185063,37,707,0,8308,0,15831,86095,36540,22912,34,45910,74,0,1251,1855,67173,370,21539,18658,19515,22512,7392,10143,0,0,955,5612,1570,0,50090,0,0,1790,0,0,7468,60,0,150224,0,32,0,0,19010,16988,0,61015,81056,78394,0,49102
351.5,1066,0,32,2777,18306,5,69691,80796,0,0,321,3098,4600,0,30,0,6171,57618,7,6,0,14433,27161,15588,1,0,85277,0,0,607,68436,380,62,5790,139,0,6607,53,10923,116,85287,1431,107017,70,187573,46124,0,178269,23,667,0,5079,0,13968,82286,31063,25010,33,48280,55,0,993,1519,77392,541,18847,15222,17147,23025,5839,11346,0,0,553,3520,1197,0,51026,0,0,1612,0,0,5775,39,0,166800,0,24,0,0,19115,15164,0,60282,77250,72994,0,49017
352.5,815,0,24,3393,17504,3,70202,75258,0,0,370,1751,5668,0,26,0,4842,56333,9,5,0,11402,26102,17279,2,0,74743,0,0,729,64481,509,65,6019,113,0,5670,49,9733,86,84148,1165,108187,44,178897,46379,0,170472,15,632,0,2978,0,12223,78061,26177,27283,33,50515,40,0,785,1240,88573,789,16378,12322,14929,23545,4587,12603,0,0,314,2140,905,0,51715,0,0,1457,0,0,4427,25,0,182774,0,18,0,0,19123,13508,0,59262,73205,67617,0,48922
353.5,618,0,18,4134,16737,2,70754,69396,0,0,427,953,6921,0,24,0,3772,55029,13,3,0,8886,24939,19120,3,0,64477,0,0,872,60675,676,68,6284,92,0,4843,46,8680,63,82834,947,109117,27,169491,46721,0,161814,9,603,0,1674,0,10609,73530,21868,29733,33,52592,29,0,618,1009,100677,1148,14136,9896,12878,24068,3588,13902,0,0,176,1260,678,0,52137,0,0,1321,0,0,3365,16,0,197625,0,13,0,0,19034,12013,0,57955,68976,62318,0,48818
354.5,464,0,14,5023,16004,1,71343,63352,0,0,494,499,8373,0,21,0,2918,53715,17,3,0,6832,23691,21117,5,0,54736,0,0,1036,57058,891,72,6586,76,0,4117,44,7749,45,81341,769,109763,17,159522,47153,0,152450,6,578,0,902,0,9132,68799,18113,32358,33,54489,21,0,485,818,113631,1661,12117,7885,11003,24594,2795,15227,0,0,97,719,503,0,52276,0,0,1202,0,0,2537,10,0,210826,0,10,0,0,18849,10668,0,56370,64618,57143,0,48709
355.5,345,0,10,6082,15302,0,71965,57262,0,0,572,252,10037,0,19,0,2242,52400,23,2,0,5182,22379,23269,7,0,45717,0,0,1224,53657,1164,76,6929,63,0,3484,42,6928,33,79671,624,110082,10,149161,47673,0,142548,3,558,0,466,0,7796,63970,14876,35154,34,56188,15,0,379,662,127327,2389,10317,6234,9311,25122,2170,16561,0,0,53,397,370,0,52124,0,0,1098,0,0,1899,6,0,221876,0,7,0,0,18570,9464,0,54519,60185,52137,0,48595
356.5,254,0,7,7335,14629,0,72615,51250,0,0,664,123,11920,0,18,0,1711,51092,31,2,0,3878,21024,25578,10,0,37562,0,0,1439,50490,1509,81,7316,53,0,2933,40,6206,23,77827,505,110034,6,138572,48283,0,132278,2,541,0,231,0,6600,59133,12117,38110,34,57674,11,0,295,534,141621,3411,8727,4889,7801,25650,1682,17885,0,0,28,213,270,0,51675,0,0,1008,0,0,1411,4,0,230329,0,5,0,0,18202,8390,0,52419,55730,47334,0,48480
357.5,185,0,6,8807,13983,0,73287,45423,0,0,771,57,14024,0,17,0,1298,49798,41,1,0,2863,19643,28039,14,0,30352,0,0,1681,47568,1940,87,7751,44,0,2458,38,5572,16,75815,409,109582,4,127908,48981,0,121810,1,528,0,110,0,5541,54366,9788,41212,35,58936,8,0,228,429,156331,4828,7333,3804,6472,26176,1301,19181,0,0,15,111,195,0,50929,0,0,928,0,0,1042,2,0,235824,0,4,0,0,17751,7436,0,50095,51302,42764,0,48366
358.5,133,0,4,10522,13365,0,73977,39873,0,0,896,26,16344,0,16,0,979,48525,55,1,0,2086,18256,30647,21,0,24118,0,0,1954,44892,2474,93,8237,38,0,2049,37,5016,11,73647,331,108694,2,117313,49767,0,111309,0,519,0,50,0,4613,49737,7844,44438,36,59969,5,0,177,345,171241,6765,6123,2937,5314,26700,1005,20428,0,0,8,56,139,0,49895,0,0,858,0,0,765,1,0,238112,0,3,0,0,17222,6590,0,47575,46948,38450,0,48253
359.5,95,0,3,12504,12772,0,74679,34668,0,0,1043,11,18871,0,15,0,733,47276,73,0,0,1500,16879,33392,30,0,18841,0,0,2257,42462,3127,101,8778,32,0,1701,35,4529,8,71333,268,107342,1,106915,50641,0,100928,0,514,0,22,0,3809,45298,6236,47760,38,60767,4,0,136,276,186100,9373,5081,2249,4319,27221,777,21607,0,0,4,27,99,0,48584,0,0,797,0,0,558,0,0,237071,0,2,0,0,16624,5842,0,44891,42708,34408,0,48144
360.5,67,0,2,14774,12203,0,75387,29862,0,0,1213,5,21583,0,14,0,546,46058,97,0,0,1065,15526,36260,44,0,14468,0,0,2593,40271,3920,109,9380,28,0,1404,34,4103,5,68889,217,105508,0,96827,51600,0,90806,0,512,0,9,0,3118,41090,4920,51142,40,61333,3,0,105,221,200633,12823,4191,1709,3474,27736,600,22700,0,0,2,13,69,0,47014,0,0,744,0,0,405,0,0,232719,0,1,0,0,15966,5183,0,42078,38619,30649,0,48039
361.5,47,0,2,17346,11658,0,76093,25486,0,0,1412,2,24456,0,14,0,405,44874,129,0,0,746,14212,39235,63,0,10918,0,0,2962,38313,4871,118,10048,25,0,1154,33,3731,4,66333,176,103181,0,87144,52642,0,81063,0,513,0,4,0,2532,37142,3852,54539,42,61671,2,0,80,176,214543,17303,3437,1288,2765,28245,465,23692,0,0,1,6,48,0,45210,0,0,697,0,0,293,0,0,225215,0,1,0,0,15256,4603,0,39175,34713,27177,0,47940
362.5,33,0,1,20233,11136,0,76792,21555,0,0,1643,0,27452,0,13,0,298,43726,170,0,0,516,12947,42294,90,0,8096,0,0,3364,36576,6002,129,10786,22,0,944,33,3406,3,63683,143,100361,0,77943,53765,0,71802,0,518,0,1,0,2038,33472,2994,57903,44,61787,1,0,62,140,227525,23001,2803,963,2178,28747,360,24567,0,0,0,3,33,0,43197,0,0,656,0,0,211,0,0,214846,0,0,0,0,14504,4093,0,36218,31013,23991,0,47847
363.5,23,0,0,23436,10637,0,77475,18069,0,0,1911,0,30531,0,13,0,219,42617,224,0,0,352,11739,45411,127,0,5898,0,0,3798,35050,7331,142,11600,20,0,768,32,3124,2,60958,116,97060,0,69282,54964,0,63102,0,526,0,0,0,1627,30089,2311,61173,47,61692,0,0,47,112,239272,30085,2274,714,1697,29241,280,25314,0,0,0,1,22,0,41007,0,0,621,0,0,151,0,0,202012,0,0,0,0,13720,3645,0,33248,27540,21086,0,47760
364.5,15,0,0,26946,10160,0,78135,15015,0,0,2221,0,33643,0,13,0,160,41549,294,0,0,238,10596,48559,179,0,4220,0,0,4264,33725,8877,156,12496,18,0,622,32,2878,1,58180,94,93299,0,61206,56237,0,55022,0,539,0,0,0,1288,26994,1771,64285,51,61398,0,0,36,89,249489,38678,1835,525,1308,29725,218,25926,0,0,0,0,15,0,38675,0,0,590,0,0,108,0,0,187200,0,0,0,0,12914,3253,0,30302,24306,18454,0,47679
365.5,10,0,0,30745,9704,0,78764,12372,0,0,2580,0,36735,0,13,0,116,40523,385,0,0,158,9523,51702,250,0,2966,0,0,4759,32589,10656,172,13479,16,0,501,31,2665,0,55370,76,89112,0,53741,57576,0,47601,0,555,0,0,0,1012,24181,1348,67169,55,60919,0,0,28,70,257907,48820,1474,384,997,30198,171,26396,0,0,0,0,10,0,36235,0,0,563,0,0,77,0,0,170950,0,0,0,0,12095,2910,0,27413,21321,16084,0,47604
366.5,7,0,0,34798,9270,0,79354,10111,0,0,2995,0,39748,0,13,0,84,39539,500,0,0,104,8522,54805,346,0,2046,0,0,5282,31633,12681,191,14557,15,0,402,31,2481,0,52549,62,84543,0,46900,58977,0,40860,0,576,0,0,0,788,21640,1020,69753,60,60273,0,0,21,56,264288,60438,1179,278,752,30661,135,26723,0,0,0,0,7,0,33723,0,0,540,0,0,55,0,0,153824,0,0,0,0,11273,2610,0,24615,18587,13962,0,47535
367.5,5,0,0,39060,8858,0,79896,8197,0,0,3471,0,42625,0,13,0,60,38600,648,0,0,68,7596,57829,476,0,1386,0,0,5827,30846,14962,212,15735,14,0,321,31,2323,0,49737,51,79647,0,40681,60430,0,34799,0,602,0,0,0,608,19357,767,71962,65,59474,0,0,16,44,268444,73309,939,200,561,31111,106,26908,0,0,0,0,4,0,31175,0,0,521,0,0,39,0,0,136375,0,0,0,0,10454,2347,0,21935,16103,12071,0,47470
